group,id_player,outcome,total_count,stop_count,stop_prob,stop_overall
High-Risk,482,win,19,0,0,2.4691358024691357
High-Risk,483,loss,59,1,1.694915254237288,2.7777777777777777
High-Risk,483,win,13,1,7.6923076923076925,2.7777777777777777
High-Risk,484,loss,3646,46,1.2616566099835436,1.0010427528675705
High-Risk,484,win,1149,2,0.17406440382941687,1.0010427528675705
High-Risk,485,loss,477,13,2.7253668763102725,2.086677367576244
High-Risk,485,win,146,0,0,2.086677367576244
High-Risk,486,loss,2374,37,1.5585509688289807,1.2059973924380705
High-Risk,486,win,694,0,0,1.2059973924380705
High-Risk,487,loss,2005,33,1.6458852867830425,1.2845465161541456
High-Risk,487,win,564,0,0,1.2845465161541456
High-Risk,488,loss,11,3,27.27272727272727,15
High-Risk,488,win,9,0,0,15
High-Risk,489,loss,1585,15,0.9463722397476341,0.7744433688286544
High-Risk,489,win,481,1,0.2079002079002079,0.7744433688286544
High-Risk,490,loss,4201,191,4.546536538919304,3.3949520085318166
High-Risk,490,win,1425,0,0,3.3949520085318166
High-Risk,491,loss,66,6,9.090909090909092,7.228915662650602
High-Risk,491,win,17,0,0,7.228915662650602
High-Risk,492,loss,94,2,2.127659574468085,1.6260162601626018
High-Risk,492,win,29,0,0,1.6260162601626018
High-Risk,493,loss,93,4,4.301075268817205,3.389830508474576
High-Risk,493,win,25,0,0,3.389830508474576
High-Risk,494,loss,448,5,1.1160714285714286,0.9090909090909091
High-Risk,494,win,102,0,0,0.9090909090909091
High-Risk,495,loss,3821,53,1.3870714472651138,1.0459838168541542
High-Risk,495,win,1246,0,0,1.0459838168541542
High-Risk,496,loss,11617,146,1.256778858569338,1.027777777777778
High-Risk,496,win,2783,2,0.07186489399928135,1.027777777777778
High-Risk,497,loss,534,8,1.4981273408239701,1.1869436201780417
High-Risk,497,win,140,0,0,1.1869436201780417
High-Risk,498,loss,6285,95,1.511535401750199,1.1946848713885163
High-Risk,498,win,1918,3,0.15641293013555788,1.1946848713885163
High-Risk,499,loss,225,5,2.2222222222222223,2.0618556701030926
High-Risk,499,win,66,1,1.5151515151515151,2.0618556701030926
High-Risk,500,loss,11911,252,2.1156913777180755,1.6065281142419994
High-Risk,500,win,3775,0,0,1.6065281142419994
High-Risk,501,loss,2631,99,3.762827822120866,2.904077442065122
High-Risk,501,win,778,0,0,2.904077442065122
High-Risk,502,loss,2395,86,3.590814196242171,3.456
High-Risk,502,win,730,22,3.0136986301369864,3.456
High-Risk,503,loss,6398,41,0.6408252578930916,0.6130544536602958
High-Risk,503,win,1921,10,0.5205622071837585,0.6130544536602958
High-Risk,504,loss,949,10,1.053740779768177,0.8424599831508003
High-Risk,504,win,238,0,0,0.8424599831508003
High-Risk,505,loss,33,1,3.0303030303030303,2.4390243902439024
High-Risk,505,win,8,0,0,2.4390243902439024
High-Risk,506,loss,2589,35,1.3518733101583624,1.0432190760059614
High-Risk,506,win,766,0,0,1.0432190760059614
High-Risk,507,loss,577,9,1.559792027729636,1.248266296809986
High-Risk,507,win,144,0,0,1.248266296809986
High-Risk,508,loss,13794,173,1.2541684790488619,1.011601988912385
High-Risk,508,win,3703,4,0.10802052389954091,1.011601988912385
High-Risk,509,loss,106,4,3.7735849056603774,2.7777777777777777
High-Risk,509,win,38,0,0,2.7777777777777777
High-Risk,510,loss,90,3,3.3333333333333335,2.479338842975207
High-Risk,510,win,31,0,0,2.479338842975207
High-Risk,511,loss,6028,90,1.4930325149303252,1.1450861960488234
High-Risk,511,win,1919,1,0.05211047420531526,1.1450861960488234
High-Risk,512,loss,199,5,2.512562814070352,1.9083969465648856
High-Risk,512,win,63,0,0,1.9083969465648856
High-Risk,513,loss,956,23,2.405857740585774,1.842948717948718
High-Risk,513,win,292,0,0,1.842948717948718
High-Risk,514,loss,12046,402,3.3372073717416573,2.576632607729898
High-Risk,514,win,3711,4,0.10778765831312315,2.576632607729898
High-Risk,515,loss,263,6,2.2813688212927756,1.7543859649122806
High-Risk,515,win,79,0,0,1.7543859649122806
High-Risk,516,loss,159,3,1.8867924528301887,1.5463917525773196
High-Risk,516,win,35,0,0,1.5463917525773196
High-Risk,517,loss,22,2,9.090909090909092,7.142857142857142
High-Risk,517,win,6,0,0,7.142857142857142
High-Risk,518,loss,492,56,11.38211382113821,8.948194662480377
High-Risk,518,win,145,1,0.6896551724137931,8.948194662480377
High-Risk,519,loss,479,11,2.2964509394572024,1.9736842105263157
High-Risk,519,win,129,1,0.7751937984496124,1.9736842105263157
High-Risk,520,loss,123,1,0.8130081300813009,0.6097560975609756
High-Risk,520,win,41,0,0,0.6097560975609756
High-Risk,521,loss,833,14,1.680672268907563,1.2785388127853883
High-Risk,521,win,262,0,0,1.2785388127853883
High-Risk,522,loss,43,2,4.651162790697675,3.7735849056603774
High-Risk,522,win,10,0,0,3.7735849056603774
High-Risk,523,loss,10173,50,0.491497100167109,0.4024297646165528
High-Risk,523,win,2997,3,0.10010010010010009,0.4024297646165528
High-Risk,524,loss,207,6,2.898550724637681,2.3255813953488373
High-Risk,524,win,51,0,0,2.3255813953488373
High-Risk,525,loss,99,4,4.040404040404041,3.7037037037037033
High-Risk,525,win,36,1,2.7777777777777777,3.7037037037037033
High-Risk,526,loss,3036,37,1.2187088274044795,0.961781827385472
High-Risk,526,win,915,1,0.1092896174863388,0.961781827385472
High-Risk,527,loss,3882,34,0.8758371973209685,0.7237871674491393
High-Risk,527,win,1230,3,0.24390243902439024,0.7237871674491393
High-Risk,528,loss,3383,106,3.1333136269583206,2.5069637883008355
High-Risk,528,win,925,2,0.21621621621621623,2.5069637883008355
High-Risk,529,loss,972,18,1.8518518518518516,1.7784963621665322
High-Risk,529,win,265,4,1.509433962264151,1.7784963621665322
High-Risk,530,loss,47,1,2.127659574468085,1.5873015873015872
High-Risk,530,win,16,0,0,1.5873015873015872
High-Risk,531,loss,15320,370,2.415143603133159,1.8163966617574867
High-Risk,531,win,5050,0,0,1.8163966617574867
High-Risk,532,loss,1858,36,1.9375672766415502,1.4796547472256474
High-Risk,532,win,575,0,0,1.4796547472256474
High-Risk,533,loss,1216,26,2.138157894736842,1.6353725015142337
High-Risk,533,win,435,1,0.22988505747126436,1.6353725015142337
High-Risk,534,loss,1381,20,1.448225923244026,1.1160714285714286
High-Risk,534,win,411,0,0,1.1160714285714286
High-Risk,535,loss,29466,271,0.919704065702844,0.7324440642626106
High-Risk,535,win,7943,3,0.03776910487221453,0.7324440642626106
High-Risk,536,loss,221,1,0.4524886877828055,0.3424657534246575
High-Risk,536,win,71,0,0,0.3424657534246575
High-Risk,537,loss,1,1,100,100
High-Risk,538,loss,660,11,1.6666666666666667,1.5815085158150852
High-Risk,538,win,162,2,1.2345679012345678,1.5815085158150852
High-Risk,539,loss,370,5,1.3513513513513513,1.2422360248447204
High-Risk,539,win,113,1,0.8849557522123894,1.2422360248447204
High-Risk,540,loss,3210,51,1.588785046728972,1.2422360248447204
High-Risk,540,win,976,1,0.10245901639344263,1.2422360248447204
High-Risk,541,loss,27670,87,0.3144199494036863,0.246415770609319
High-Risk,541,win,8042,1,0.012434717731907486,0.246415770609319
High-Risk,542,loss,353,1,0.28328611898017,0.21929824561403508
High-Risk,542,win,103,0,0,0.21929824561403508
High-Risk,543,loss,1379,17,1.2327773749093547,1.0053222945002958
High-Risk,543,win,312,0,0,1.0053222945002958
High-Risk,544,loss,956,12,1.2552301255230125,0.966183574879227
High-Risk,544,win,286,0,0,0.966183574879227
High-Risk,545,loss,194,10,5.154639175257731,5.084745762711865
High-Risk,545,win,42,2,4.761904761904762,5.084745762711865
High-Risk,546,loss,8,1,12.5,12.5
High-Risk,547,loss,2685,41,1.5270018621973929,1.205164992826399
High-Risk,547,win,800,1,0.125,1.205164992826399
High-Risk,548,loss,42,0,0,1.6666666666666667
High-Risk,548,win,18,1,5.555555555555555,1.6666666666666667
High-Risk,549,loss,3631,162,4.461580831726797,3.4504523458868084
High-Risk,549,win,1122,2,0.17825311942959002,3.4504523458868084
High-Risk,550,loss,14,1,7.142857142857142,5.555555555555555
High-Risk,550,win,4,0,0,5.555555555555555
High-Risk,551,loss,396,5,1.2626262626262625,0.9900990099009901
High-Risk,551,win,109,0,0,0.9900990099009901
High-Risk,552,loss,61546,741,1.2039775127546875,0.9074056005463947
High-Risk,552,win,20446,3,0.014672796635038638,0.9074056005463947
High-Risk,553,loss,9310,149,1.6004296455424276,1.2280557158163685
High-Risk,553,win,2823,0,0,1.2280557158163685
High-Risk,554,loss,51,2,3.9215686274509802,3.076923076923077
High-Risk,554,win,14,0,0,3.076923076923077
High-Risk,555,loss,2270,19,0.8370044052863436,0.6245890861275477
High-Risk,555,win,772,0,0,0.6245890861275477
High-Risk,556,loss,142,1,0.7042253521126761,0.5494505494505495
High-Risk,556,win,40,0,0,0.5494505494505495
High-Risk,557,loss,216,8,3.7037037037037033,3.0303030303030303
High-Risk,557,win,48,0,0,3.0303030303030303
High-Risk,558,loss,35,1,2.857142857142857,2.380952380952381
High-Risk,558,win,7,0,0,2.380952380952381
High-Risk,559,loss,3171,53,1.6713970356354462,1.2577123872804936
High-Risk,559,win,1043,0,0,1.2577123872804936
High-Risk,560,loss,2914,166,5.696636925188744,4.244438762464843
High-Risk,560,win,997,0,0,4.244438762464843
High-Risk,561,loss,3664,92,2.5109170305676853,1.9226750261233019
High-Risk,561,win,1121,0,0,1.9226750261233019
High-Risk,562,loss,217,1,0.4608294930875576,0.34602076124567477
High-Risk,562,win,72,0,0,0.34602076124567477
High-Risk,563,loss,1471,27,1.8354860639021073,1.5255128879537085
High-Risk,563,win,430,2,0.46511627906976744,1.5255128879537085
High-Risk,564,loss,589,17,2.886247877758913,2.303523035230352
High-Risk,564,win,149,0,0,2.303523035230352
High-Risk,565,loss,92,3,3.260869565217391,2.564102564102564
High-Risk,565,win,25,0,0,2.564102564102564
High-Risk,566,loss,843,15,1.7793594306049825,1.3368983957219251
High-Risk,566,win,279,0,0,1.3368983957219251
High-Risk,567,loss,6,1,16.666666666666664,10
High-Risk,567,win,4,0,0,10
High-Risk,568,loss,261,3,1.1494252873563218,0.9146341463414633
High-Risk,568,win,67,0,0,0.9146341463414633
High-Risk,569,loss,1583,11,0.6948831332912192,0.5352798053527981
High-Risk,569,win,472,0,0,0.5352798053527981
High-Risk,570,loss,598,13,2.1739130434782608,1.6352201257861636
High-Risk,570,win,197,0,0,1.6352201257861636
High-Risk,571,loss,130,4,3.076923076923077,2.4539877300613497
High-Risk,571,win,33,0,0,2.4539877300613497
High-Risk,572,loss,374,12,3.2085561497326207,2.515723270440252
High-Risk,572,win,103,0,0,2.515723270440252
High-Risk,573,loss,42,1,2.380952380952381,1.9230769230769231
High-Risk,573,win,10,0,0,1.9230769230769231
High-Risk,574,loss,567,5,0.8818342151675485,0.6756756756756757
High-Risk,574,win,173,0,0,0.6756756756756757
High-Risk,575,loss,90,6,6.666666666666667,5.217391304347826
High-Risk,575,win,25,0,0,5.217391304347826
High-Risk,576,loss,8357,58,0.6940289577599618,0.6675441895449417
High-Risk,576,win,2279,13,0.5704256252742431,0.6675441895449417
High-Risk,577,loss,255,3,1.1764705882352942,0.8571428571428572
High-Risk,577,win,95,0,0,0.8571428571428572
High-Risk,578,loss,14,8,57.14285714285714,53.333333333333336
High-Risk,578,win,1,0,0,53.333333333333336
High-Risk,579,loss,279,4,1.4336917562724014,1.1235955056179776
High-Risk,579,win,77,0,0,1.1235955056179776
High-Risk,580,loss,54,1,1.8518518518518516,1.3513513513513513
High-Risk,580,win,20,0,0,1.3513513513513513
High-Risk,581,loss,237,6,2.5316455696202533,1.9672131147540985
High-Risk,581,win,68,0,0,1.9672131147540985
High-Risk,582,loss,175,3,1.7142857142857144,1.3215859030837005
High-Risk,582,win,52,0,0,1.3215859030837005
High-Risk,583,loss,29,6,20.689655172413794,18.421052631578945
High-Risk,583,win,9,1,11.11111111111111,18.421052631578945
High-Risk,584,loss,8124,52,0.6400787789266371,0.4918653045781309
High-Risk,584,win,2448,0,0,0.4918653045781309
High-Risk,585,loss,31,0,0,2.1739130434782608
High-Risk,585,win,15,1,6.666666666666667,2.1739130434782608
High-Risk,586,loss,37,1,2.7027027027027026,2.272727272727273
High-Risk,586,win,7,0,0,2.272727272727273
High-Risk,587,loss,405,9,2.2222222222222223,1.6697588126159555
High-Risk,587,win,134,0,0,1.6697588126159555
High-Risk,588,loss,4498,77,1.711871943085816,1.3902847571189278
High-Risk,588,win,1472,6,0.4076086956521739,1.3902847571189278
High-Risk,589,loss,2594,42,1.6191210485736314,1.243707432632514
High-Risk,589,win,783,0,0,1.243707432632514
High-Risk,590,loss,82,2,2.4390243902439024,2.1505376344086025
High-Risk,590,win,11,0,0,2.1505376344086025
High-Risk,591,loss,5763,104,1.8046156515703626,1.3627514600908501
High-Risk,591,win,1942,1,0.051493305870236865,1.3627514600908501
High-Risk,592,loss,9,1,11.11111111111111,7.6923076923076925
High-Risk,592,win,4,0,0,7.6923076923076925
High-Risk,593,loss,182,3,1.6483516483516485,1.2605042016806722
High-Risk,593,win,56,0,0,1.2605042016806722
High-Risk,594,loss,3687,61,1.654461621914836,1.3056506849315068
High-Risk,594,win,985,0,0,1.3056506849315068
High-Risk,595,loss,467,8,1.7130620985010707,1.3266998341625207
High-Risk,595,win,136,0,0,1.3266998341625207
High-Risk,596,loss,22,1,4.545454545454546,4.3478260869565215
High-Risk,596,win,1,0,0,4.3478260869565215
High-Risk,597,loss,7023,146,2.0788836679481704,1.632926965663796
High-Risk,597,win,1918,0,0,1.632926965663796
High-Risk,598,loss,3566,89,2.495793606281548,1.9810508182601205
High-Risk,598,win,1078,3,0.27829313543599254,1.9810508182601205
High-Risk,599,loss,190,2,1.0526315789473684,0.8163265306122449
High-Risk,599,win,55,0,0,0.8163265306122449
High-Risk,600,loss,2633,37,1.4052411697683251,1.1474469305794608
High-Risk,600,win,853,3,0.3516998827667058,1.1474469305794608
High-Risk,601,loss,4,1,25,20
High-Risk,601,win,1,0,0,20
High-Risk,602,loss,17097,121,0.7077265017254488,0.5313776294409556
High-Risk,602,win,5674,0,0,0.5313776294409556
High-Risk,603,loss,107,3,2.803738317757009,2.1739130434782608
High-Risk,603,win,31,0,0,2.1739130434782608
High-Risk,604,loss,20,1,5,8.695652173913043
High-Risk,604,win,3,1,33.33333333333333,8.695652173913043
High-Risk,605,loss,6,1,16.666666666666664,11.11111111111111
High-Risk,605,win,3,0,0,11.11111111111111
High-Risk,606,loss,2130,60,2.8169014084507045,2.1357216672407855
High-Risk,606,win,773,2,0.258732212160414,2.1357216672407855
High-Risk,607,loss,6027,116,1.9246723079475694,1.4677970390990762
High-Risk,607,win,1876,0,0,1.4677970390990762
High-Risk,608,loss,1353,11,0.8130081300813009,0.6455399061032864
High-Risk,608,win,351,0,0,0.6455399061032864
High-Risk,609,loss,333,6,1.8018018018018018,1.3303769401330376
High-Risk,609,win,118,0,0,1.3303769401330376
High-Risk,610,loss,22798,131,0.574611808053338,0.46025246201225084
High-Risk,610,win,6751,5,0.07406310176270181,0.46025246201225084
High-Risk,611,loss,12,1,8.333333333333332,7.142857142857142
High-Risk,611,win,2,0,0,7.142857142857142
High-Risk,612,loss,21,1,4.761904761904762,3.7037037037037033
High-Risk,612,win,6,0,0,3.7037037037037033
High-Risk,613,loss,5231,112,2.141082011087746,1.6477857878475797
High-Risk,613,win,1566,0,0,1.6477857878475797
High-Risk,614,loss,356,4,1.1235955056179776,0.8421052631578947
High-Risk,614,win,119,0,0,0.8421052631578947
High-Risk,615,loss,18518,83,0.44821254995139864,0.38753365423839436
High-Risk,615,win,5996,12,0.20013342228152103,0.38753365423839436
High-Risk,616,loss,1340,18,1.3432835820895521,1.0869565217391304
High-Risk,616,win,316,0,0,1.0869565217391304
High-Risk,617,loss,79,2,2.5316455696202533,2.0408163265306123
High-Risk,617,win,19,0,0,2.0408163265306123
High-Risk,618,loss,61,1,1.639344262295082,1.3513513513513513
High-Risk,618,win,13,0,0,1.3513513513513513
High-Risk,619,loss,53906,112,0.20776907950877452,0.1655200207259852
High-Risk,619,win,15572,3,0.01926534806062163,0.1655200207259852
High-Risk,620,loss,11,1,9.090909090909092,7.6923076923076925
High-Risk,620,win,2,0,0,7.6923076923076925
High-Risk,621,loss,1185,13,1.0970464135021099,0.8507853403141361
High-Risk,621,win,343,0,0,0.8507853403141361
High-Risk,622,loss,748,19,2.5401069518716577,1.9668737060041408
High-Risk,622,win,218,0,0,1.9668737060041408
High-Risk,623,loss,158,6,3.79746835443038,3.225806451612903
High-Risk,623,win,28,0,0,3.225806451612903
High-Risk,624,loss,191,10,5.2356020942408374,4.149377593360995
High-Risk,624,win,50,0,0,4.149377593360995
High-Risk,625,loss,37124,505,1.360306001508458,1.043337054704151
High-Risk,625,win,12141,9,0.07412898443291327,1.043337054704151
High-Risk,626,loss,46,7,15.217391304347828,11.29032258064516
High-Risk,626,win,16,0,0,11.29032258064516
High-Risk,627,loss,459,10,2.178649237472767,2.1201413427561837
High-Risk,627,win,107,2,1.8691588785046727,2.1201413427561837
High-Risk,628,loss,2771,57,2.0570191266690725,1.693503609106052
High-Risk,628,win,831,4,0.48134777376654636,1.693503609106052
High-Risk,629,loss,23353,463,1.9826146533635938,1.5110246433203631
High-Risk,629,win,7487,3,0.040069453719780955,1.5110246433203631
High-Risk,630,loss,336,7,2.083333333333333,1.6018306636155606
High-Risk,630,win,101,0,0,1.6018306636155606
High-Risk,631,loss,72,3,4.166666666666666,2.803738317757009
High-Risk,631,win,35,0,0,2.803738317757009
High-Risk,632,loss,143,7,4.895104895104895,4.191616766467066
High-Risk,632,win,24,0,0,4.191616766467066
High-Risk,633,loss,130,5,3.8461538461538463,2.923976608187134
High-Risk,633,win,41,0,0,2.923976608187134
High-Risk,634,loss,22009,315,1.431232677541006,1.0992419021364577
High-Risk,634,win,7011,4,0.057053202110968475,1.0992419021364577
High-Risk,635,loss,8,1,12.5,12.5
High-Risk,636,loss,1910,32,1.6753926701570683,1.6373801916932909
High-Risk,636,win,594,9,1.5151515151515151,1.6373801916932909
High-Risk,637,loss,38,1,2.631578947368421,1.9607843137254901
High-Risk,637,win,13,0,0,1.9607843137254901
High-Risk,638,loss,642,31,4.8286604361370715,3.699284009546539
High-Risk,638,win,196,0,0,3.699284009546539
High-Risk,639,loss,204,6,2.941176470588235,2.3255813953488373
High-Risk,639,win,54,0,0,2.3255813953488373
High-Risk,640,loss,16,1,6.25,5
High-Risk,640,win,4,0,0,5
High-Risk,641,loss,34,2,5.88235294117647,5.405405405405405
High-Risk,641,win,3,0,0,5.405405405405405
High-Risk,642,loss,67,1,1.4925373134328357,3.5294117647058822
High-Risk,642,win,18,2,11.11111111111111,3.5294117647058822
High-Risk,643,loss,75,1,1.3333333333333335,1.0416666666666665
High-Risk,643,win,21,0,0,1.0416666666666665
High-Risk,644,loss,115,4,3.4782608695652173,2.564102564102564
High-Risk,644,win,41,0,0,2.564102564102564
High-Risk,645,loss,8,1,12.5,11.11111111111111
High-Risk,645,win,1,0,0,11.11111111111111
High-Risk,646,loss,552,6,1.0869565217391304,0.8287292817679558
High-Risk,646,win,172,0,0,0.8287292817679558
High-Risk,647,loss,24,1,4.166666666666666,3.3333333333333335
High-Risk,647,win,6,0,0,3.3333333333333335
High-Risk,648,loss,509,7,1.37524557956778,1.0903426791277258
High-Risk,648,win,133,0,0,1.0903426791277258
High-Risk,649,loss,46300,492,1.062634989200864,0.8718017235620281
High-Risk,649,win,13576,30,0.22097819681791397,0.8718017235620281
High-Risk,650,loss,11,0,0,6.666666666666667
High-Risk,650,win,4,1,25,6.666666666666667
High-Risk,651,loss,68,3,4.411764705882353,3.8461538461538463
High-Risk,651,win,10,0,0,3.8461538461538463
High-Risk,652,loss,394,11,2.7918781725888326,2.1153846153846154
High-Risk,652,win,126,0,0,2.1153846153846154
High-Risk,653,loss,12,1,8.333333333333332,7.142857142857142
High-Risk,653,win,2,0,0,7.142857142857142
High-Risk,654,loss,840,19,2.261904761904762,1.8147086914995225
High-Risk,654,win,207,0,0,1.8147086914995225
High-Risk,655,loss,32912,365,1.1090179873602333,0.8562467089448019
High-Risk,655,win,10767,9,0.08358874338255781,0.8562467089448019
High-Risk,656,loss,44,1,2.272727272727273,1.8181818181818181
High-Risk,656,win,11,0,0,1.8181818181818181
High-Risk,657,loss,15,1,6.666666666666667,5.263157894736842
High-Risk,657,win,4,0,0,5.263157894736842
High-Risk,658,loss,7655,103,1.3455258001306336,1.087278837600079
High-Risk,658,win,2462,7,0.2843216896831844,1.087278837600079
High-Risk,659,loss,41,1,2.4390243902439024,1.9607843137254901
High-Risk,659,win,10,0,0,1.9607843137254901
High-Risk,660,loss,144,1,0.6944444444444444,0.5208333333333333
High-Risk,660,win,48,0,0,0.5208333333333333
High-Risk,661,loss,1,1,100,100
High-Risk,662,loss,33,1,3.0303030303030303,2.564102564102564
High-Risk,662,win,6,0,0,2.564102564102564
High-Risk,663,loss,4920,107,2.1747967479674797,1.691164849059586
High-Risk,663,win,1407,0,0,1.691164849059586
High-Risk,664,loss,1594,3,0.18820577164366373,0.1902044698050404
High-Risk,664,win,509,1,0.19646365422396855,0.1902044698050404
High-Risk,665,loss,1296,40,3.0864197530864197,2.444987775061125
High-Risk,665,win,340,0,0,2.444987775061125
High-Risk,666,loss,710,7,0.9859154929577465,0.7856341189674524
High-Risk,666,win,181,0,0,0.7856341189674524
High-Risk,667,loss,1,0,0,50
High-Risk,667,win,1,1,100,50
High-Risk,668,loss,52,2,3.8461538461538463,3.225806451612903
High-Risk,668,win,10,0,0,3.225806451612903
High-Risk,669,loss,15718,239,1.5205496882555034,1.1741872877244055
High-Risk,669,win,4892,3,0.06132461161079313,1.1741872877244055
High-Risk,670,loss,69,3,4.3478260869565215,3.6585365853658534
High-Risk,670,win,13,0,0,3.6585365853658534
High-Risk,671,loss,834,3,0.3597122302158274,0.2724795640326975
High-Risk,671,win,267,0,0,0.2724795640326975
High-Risk,672,loss,3751,27,0.7198080511863503,0.5302435192458759
High-Risk,672,win,1341,0,0,0.5302435192458759
High-Risk,673,loss,6,1,16.666666666666664,16.666666666666664
High-Risk,674,loss,517,6,1.160541586073501,1.0294117647058822
High-Risk,674,win,163,1,0.6134969325153374,1.0294117647058822
High-Risk,675,loss,746,25,3.351206434316354,2.6371308016877637
High-Risk,675,win,202,0,0,2.6371308016877637
High-Risk,676,loss,39,2,5.128205128205128,4.651162790697675
High-Risk,676,win,4,0,0,4.651162790697675
High-Risk,677,loss,1243,27,2.1721641190667738,1.6843418590143482
High-Risk,677,win,360,0,0,1.6843418590143482
High-Risk,678,loss,30516,155,0.5079302660899201,0.4533481916725762
High-Risk,678,win,8968,24,0.2676181980374665,0.4533481916725762
High-Risk,679,loss,806,10,1.240694789081886,0.9950248756218906
High-Risk,679,win,199,0,0,0.9950248756218906
High-Risk,680,loss,12663,186,1.468846244965648,1.1217948717948718
High-Risk,680,win,4185,3,0.07168458781362007,1.1217948717948718
High-Risk,681,loss,1668,31,1.8585131894484412,1.411657559198543
High-Risk,681,win,528,0,0,1.411657559198543
High-Risk,682,loss,84,2,2.380952380952381,1.9801980198019802
High-Risk,682,win,17,0,0,1.9801980198019802
High-Risk,683,loss,159,5,3.1446540880503147,2.3923444976076556
High-Risk,683,win,50,0,0,2.3923444976076556
High-Risk,684,loss,1103,19,1.7225747960108795,1.4134275618374559
High-Risk,684,win,312,1,0.3205128205128205,1.4134275618374559
High-Risk,685,loss,4317,62,1.4361825341672458,1.1202520567127605
High-Risk,685,win,1396,2,0.14326647564469913,1.1202520567127605
High-Risk,686,loss,1023,2,0.19550342130987292,0.23112480739599386
High-Risk,686,win,275,1,0.36363636363636365,0.23112480739599386
High-Risk,687,loss,999,6,0.6006006006006006,0.45489006823351025
High-Risk,687,win,320,0,0,0.45489006823351025
High-Risk,688,loss,102,3,2.941176470588235,2.272727272727273
High-Risk,688,win,30,0,0,2.272727272727273
High-Risk,689,loss,3183,76,2.3876845743009736,2.008608321377331
High-Risk,689,win,999,8,0.8008008008008007,2.008608321377331
High-Risk,690,loss,7548,97,1.2851086380498145,1.0190427174472465
High-Risk,690,win,2167,2,0.09229349330872173,1.0190427174472465
High-Risk,691,loss,86,4,4.651162790697675,3.571428571428571
High-Risk,691,win,26,0,0,3.571428571428571
High-Risk,692,loss,247,4,1.6194331983805668,1.2232415902140672
High-Risk,692,win,80,0,0,1.2232415902140672
High-Risk,693,loss,6019,162,2.691476989533145,2.032672403042773
High-Risk,693,win,2000,1,0.05,2.032672403042773
High-Risk,694,loss,19,1,5.263157894736842,4.166666666666666
High-Risk,694,win,5,0,0,4.166666666666666
High-Risk,695,loss,296,1,0.33783783783783783,0.2849002849002849
High-Risk,695,win,55,0,0,0.2849002849002849
High-Risk,696,loss,296,6,2.027027027027027,1.5544041450777202
High-Risk,696,win,90,0,0,1.5544041450777202
High-Risk,697,loss,246,7,2.8455284552845526,2.8938906752411575
High-Risk,697,win,65,2,3.076923076923077,2.8938906752411575
High-Risk,698,loss,25,2,8,7.142857142857142
High-Risk,698,win,3,0,0,7.142857142857142
High-Risk,699,loss,1148,18,1.5679442508710801,1.2048192771084338
High-Risk,699,win,346,0,0,1.2048192771084338
High-Risk,700,loss,155,3,1.935483870967742,1.4218009478672986
High-Risk,700,win,56,0,0,1.4218009478672986
High-Risk,701,loss,1436,17,1.1838440111420612,0.9224091155724362
High-Risk,701,win,407,0,0,0.9224091155724362
High-Risk,702,loss,80,3,3.75,3.0303030303030303
High-Risk,702,win,19,0,0,3.0303030303030303
High-Risk,703,loss,21547,295,1.369100106743398,1.0838045527040743
High-Risk,703,win,6041,4,0.06621420294653203,1.0838045527040743
High-Risk,704,loss,199,4,2.0100502512562812,1.5873015873015872
High-Risk,704,win,53,0,0,1.5873015873015872
High-Risk,705,loss,60,1,1.6666666666666667,1.2345679012345678
High-Risk,705,win,21,0,0,1.2345679012345678
High-Risk,706,loss,7048,103,1.4614074914869466,1.2133799737647575
High-Risk,706,win,2100,8,0.38095238095238093,1.2133799737647575
High-Risk,707,loss,1005,8,0.7960199004975124,0.6987577639751553
High-Risk,707,win,283,1,0.35335689045936397,0.6987577639751553
High-Risk,708,loss,403,10,2.481389578163772,2.2494887525562373
High-Risk,708,win,86,1,1.1627906976744187,2.2494887525562373
High-Risk,709,loss,22,2,9.090909090909092,6.451612903225806
High-Risk,709,win,9,0,0,6.451612903225806
High-Risk,710,loss,1105,16,1.4479638009049773,1.0862186014935504
High-Risk,710,win,368,0,0,1.0862186014935504
High-Risk,711,loss,2233,26,1.1643528884908196,0.9269162210338682
High-Risk,711,win,572,0,0,0.9269162210338682
High-Risk,712,loss,4370,72,1.6475972540045767,1.2946116165150454
High-Risk,712,win,1346,2,0.1485884101040119,1.2946116165150454
High-Risk,713,loss,58,2,3.4482758620689653,3.076923076923077
High-Risk,713,win,7,0,0,3.076923076923077
High-Risk,714,loss,2944,61,2.0720108695652173,1.5897836851707066
High-Risk,714,win,893,0,0,1.5897836851707066
High-Risk,715,loss,82,2,2.4390243902439024,1.9417475728155338
High-Risk,715,win,21,0,0,1.9417475728155338
High-Risk,716,loss,1008,20,1.984126984126984,1.556420233463035
High-Risk,716,win,277,0,0,1.556420233463035
High-Risk,717,loss,11005,643,5.842798727850977,4.5753482780567145
High-Risk,717,win,3136,4,0.12755102040816327,4.5753482780567145
High-Risk,718,loss,9577,286,2.986321395008875,2.3065177208068794
High-Risk,718,win,2866,1,0.034891835310537335,2.3065177208068794
High-Risk,719,loss,490,9,1.8367346938775513,1.4705882352941175
High-Risk,719,win,122,0,0,1.4705882352941175
High-Risk,720,loss,1774,16,0.9019165727170236,0.7975188303057155
High-Risk,720,win,483,2,0.4140786749482402,0.7975188303057155
High-Risk,721,loss,2,1,50,50
