group,id_player,outcome,total_count,stop_count,stop_prob,stop_overall
Low-Risk,2166,win,36,0,0,4.368932038834951
Low-Risk,2167,loss,14,1,7.142857142857142,11.11111111111111
Low-Risk,2167,win,4,1,25,11.11111111111111
Low-Risk,2168,loss,46,1,2.1739130434782608,1.7241379310344827
Low-Risk,2168,win,12,0,0,1.7241379310344827
Low-Risk,2169,loss,177,4,2.2598870056497176,1.8018018018018018
Low-Risk,2169,win,45,0,0,1.8018018018018018
Low-Risk,2170,loss,35,2,5.714285714285714,3.9215686274509802
Low-Risk,2170,win,16,0,0,3.9215686274509802
Low-Risk,2171,loss,30,1,3.3333333333333335,2.7777777777777777
Low-Risk,2171,win,6,0,0,2.7777777777777777
Low-Risk,2172,loss,283,21,7.420494699646643,6.162464985994398
Low-Risk,2172,win,74,1,1.3513513513513513,6.162464985994398
Low-Risk,2173,loss,13,1,7.6923076923076925,5.555555555555555
Low-Risk,2173,win,5,0,0,5.555555555555555
Low-Risk,2174,loss,20,1,5,4.166666666666666
Low-Risk,2174,win,4,0,0,4.166666666666666
Low-Risk,2175,loss,18,1,5.555555555555555,4.166666666666666
Low-Risk,2175,win,6,0,0,4.166666666666666
Low-Risk,2176,loss,18,1,5.555555555555555,5.263157894736842
Low-Risk,2176,win,1,0,0,5.263157894736842
Low-Risk,2177,loss,65,2,3.076923076923077,2.4096385542168677
Low-Risk,2177,win,18,0,0,2.4096385542168677
Low-Risk,2178,loss,21,1,4.761904761904762,3.3333333333333335
Low-Risk,2178,win,9,0,0,3.3333333333333335
Low-Risk,2179,loss,66,2,3.0303030303030303,2.3529411764705883
Low-Risk,2179,win,19,0,0,2.3529411764705883
Low-Risk,2180,loss,27,1,3.7037037037037033,2.857142857142857
Low-Risk,2180,win,8,0,0,2.857142857142857
Low-Risk,2181,loss,29,1,3.4482758620689653,2.941176470588235
Low-Risk,2181,win,5,0,0,2.941176470588235
Low-Risk,2182,loss,20,1,5,4
Low-Risk,2182,win,5,0,0,4
Low-Risk,2183,loss,109,1,0.9174311926605505,0.6756756756756757
Low-Risk,2183,win,39,0,0,0.6756756756756757
Low-Risk,2184,loss,30,2,6.666666666666667,5.128205128205128
Low-Risk,2184,win,9,0,0,5.128205128205128
Low-Risk,2185,loss,187,9,4.81283422459893,3.9473684210526314
Low-Risk,2185,win,41,0,0,3.9473684210526314
Low-Risk,2186,loss,117,3,2.564102564102564,1.9867549668874174
Low-Risk,2186,win,34,0,0,1.9867549668874174
Low-Risk,2187,loss,23,1,4.3478260869565215,3.7037037037037033
Low-Risk,2187,win,4,0,0,3.7037037037037033
Low-Risk,2188,loss,26,0,0,3.225806451612903
Low-Risk,2188,win,5,1,20,3.225806451612903
Low-Risk,2189,loss,349,10,2.865329512893983,2.4271844660194173
Low-Risk,2189,win,63,0,0,2.4271844660194173
Low-Risk,2190,loss,144,3,2.083333333333333,1.5873015873015872
Low-Risk,2190,win,45,0,0,1.5873015873015872
Low-Risk,2191,loss,1,1,100,100
Low-Risk,2192,loss,19,2,10.526315789473683,7.4074074074074066
Low-Risk,2192,win,8,0,0,7.4074074074074066
Low-Risk,2193,loss,116,2,1.7241379310344827,1.3986013986013985
Low-Risk,2193,win,27,0,0,1.3986013986013985
Low-Risk,2194,loss,11,1,9.090909090909092,8.333333333333332
Low-Risk,2194,win,1,0,0,8.333333333333332
Low-Risk,2195,loss,1334,13,0.9745127436281859,0.805523590333717
Low-Risk,2195,win,404,1,0.24752475247524752,0.805523590333717
Low-Risk,2196,loss,5,1,20,16.666666666666664
Low-Risk,2196,win,1,0,0,16.666666666666664
Low-Risk,2197,loss,252,4,1.5873015873015872,1.2121212121212122
Low-Risk,2197,win,78,0,0,1.2121212121212122
Low-Risk,2198,loss,22,1,4.545454545454546,3.7037037037037033
Low-Risk,2198,win,5,0,0,3.7037037037037033
Low-Risk,2199,loss,80,2,2.5,3.7037037037037033
Low-Risk,2199,win,28,2,7.142857142857142,3.7037037037037033
Low-Risk,2200,loss,21,1,4.761904761904762,3.7037037037037033
Low-Risk,2200,win,6,0,0,3.7037037037037033
Low-Risk,2201,loss,9,1,11.11111111111111,11.11111111111111
Low-Risk,2202,loss,92,4,4.3478260869565215,3.278688524590164
Low-Risk,2202,win,30,0,0,3.278688524590164
Low-Risk,2203,loss,30,1,3.3333333333333335,3.0303030303030303
Low-Risk,2203,win,3,0,0,3.0303030303030303
Low-Risk,2204,loss,56,1,1.7857142857142856,1.4705882352941175
Low-Risk,2204,win,12,0,0,1.4705882352941175
Low-Risk,2205,loss,36,4,11.11111111111111,9.30232558139535
Low-Risk,2205,win,7,0,0,9.30232558139535
Low-Risk,2206,loss,732,7,0.9562841530054645,1.0526315789473684
Low-Risk,2206,win,218,3,1.3761467889908259,1.0526315789473684
Low-Risk,2207,loss,45,1,2.2222222222222223,1.6666666666666667
Low-Risk,2207,win,15,0,0,1.6666666666666667
Low-Risk,2208,loss,31,1,3.225806451612903,5.714285714285714
Low-Risk,2208,win,4,1,25,5.714285714285714
Low-Risk,2209,loss,269,3,1.1152416356877324,1.6853932584269662
Low-Risk,2209,win,87,3,3.4482758620689653,1.6853932584269662
Low-Risk,2210,loss,2556,29,1.1345852895148671,0.8912108174554395
Low-Risk,2210,win,698,0,0,0.8912108174554395
Low-Risk,2211,loss,165,4,2.4242424242424243,2.4875621890547266
Low-Risk,2211,win,36,1,2.7777777777777777,2.4875621890547266
Low-Risk,2212,loss,31,1,3.225806451612903,2.631578947368421
Low-Risk,2212,win,7,0,0,2.631578947368421
Low-Risk,2213,loss,199,4,2.0100502512562812,1.550387596899225
Low-Risk,2213,win,59,0,0,1.550387596899225
Low-Risk,2214,loss,249,3,1.2048192771084338,1.1695906432748537
Low-Risk,2214,win,93,1,1.0752688172043012,1.1695906432748537
Low-Risk,2215,loss,247,10,4.048582995951417,3.1446540880503147
Low-Risk,2215,win,71,0,0,3.1446540880503147
Low-Risk,2216,loss,22,1,4.545454545454546,4.166666666666666
Low-Risk,2216,win,2,0,0,4.166666666666666
Low-Risk,2217,loss,676,23,3.4023668639053253,2.867383512544803
Low-Risk,2217,win,161,1,0.6211180124223602,2.867383512544803
Low-Risk,2218,loss,54,3,5.555555555555555,7.142857142857142
Low-Risk,2218,win,16,2,12.5,7.142857142857142
Low-Risk,2219,loss,21,1,4.761904761904762,4
Low-Risk,2219,win,4,0,0,4
Low-Risk,2220,loss,70,1,1.4285714285714286,1.1111111111111112
Low-Risk,2220,win,20,0,0,1.1111111111111112
Low-Risk,2221,loss,807,14,1.734820322180917,1.3513513513513513
Low-Risk,2221,win,229,0,0,1.3513513513513513
Low-Risk,2222,loss,384,8,2.083333333333333,1.550387596899225
Low-Risk,2222,win,132,0,0,1.550387596899225
Low-Risk,2223,loss,43,1,2.3255813953488373,1.7241379310344827
Low-Risk,2223,win,15,0,0,1.7241379310344827
Low-Risk,2224,loss,68,6,8.823529411764707,7.5
Low-Risk,2224,win,12,0,0,7.5
Low-Risk,2225,loss,71,2,2.8169014084507045,2.247191011235955
Low-Risk,2225,win,18,0,0,2.247191011235955
Low-Risk,2226,loss,83,4,4.819277108433735,4.587155963302752
Low-Risk,2226,win,26,1,3.8461538461538463,4.587155963302752
Low-Risk,2227,loss,1817,10,0.5503577325261421,0.6044905008635579
Low-Risk,2227,win,499,4,0.8016032064128256,0.6044905008635579
Low-Risk,2228,loss,17,1,5.88235294117647,4.761904761904762
Low-Risk,2228,win,4,0,0,4.761904761904762
Low-Risk,2229,loss,9,1,11.11111111111111,7.6923076923076925
Low-Risk,2229,win,4,0,0,7.6923076923076925
Low-Risk,2230,loss,41,1,2.4390243902439024,2.127659574468085
Low-Risk,2230,win,6,0,0,2.127659574468085
Low-Risk,2231,loss,5,1,20,20
Low-Risk,2232,loss,50,4,8,7.017543859649122
Low-Risk,2232,win,7,0,0,7.017543859649122
Low-Risk,2233,loss,120,2,1.6666666666666667,1.3071895424836601
Low-Risk,2233,win,33,0,0,1.3071895424836601
Low-Risk,2234,loss,5,1,20,14.285714285714285
Low-Risk,2234,win,2,0,0,14.285714285714285
Low-Risk,2235,loss,121,1,0.8264462809917356,0.6493506493506493
Low-Risk,2235,win,33,0,0,0.6493506493506493
Low-Risk,2236,loss,222,3,1.3513513513513513,1.0309278350515463
Low-Risk,2236,win,69,0,0,1.0309278350515463
Low-Risk,2237,loss,5119,55,1.0744285993358078,0.8746795355150053
Low-Risk,2237,win,1512,3,0.1984126984126984,0.8746795355150053
Low-Risk,2238,loss,27,1,3.7037037037037033,3.225806451612903
Low-Risk,2238,win,4,0,0,3.225806451612903
Low-Risk,2239,loss,39,1,2.564102564102564,2.5
Low-Risk,2239,win,1,0,0,2.5
Low-Risk,2240,loss,26,1,3.8461538461538463,3.4482758620689653
Low-Risk,2240,win,3,0,0,3.4482758620689653
Low-Risk,2241,loss,9,1,11.11111111111111,10
Low-Risk,2241,win,1,0,0,10
Low-Risk,2242,loss,12,1,8.333333333333332,7.142857142857142
Low-Risk,2242,win,2,0,0,7.142857142857142
Low-Risk,2243,loss,13,1,7.6923076923076925,7.6923076923076925
Low-Risk,2244,loss,53,1,1.8867924528301887,1.6129032258064515
Low-Risk,2244,win,9,0,0,1.6129032258064515
Low-Risk,2245,loss,1990,81,4.0703517587939695,3.1733746130030958
Low-Risk,2245,win,594,1,0.16835016835016833,3.1733746130030958
Low-Risk,2246,loss,84,1,1.1904761904761905,0.9009009009009009
Low-Risk,2246,win,27,0,0,0.9009009009009009
Low-Risk,2247,loss,33,1,3.0303030303030303,2.4390243902439024
Low-Risk,2247,win,8,0,0,2.4390243902439024
Low-Risk,2248,loss,11,1,9.090909090909092,8.333333333333332
Low-Risk,2248,win,1,0,0,8.333333333333332
Low-Risk,2249,loss,92,7,7.608695652173914,6.60377358490566
Low-Risk,2249,win,14,0,0,6.60377358490566
Low-Risk,2250,loss,56,1,1.7857142857142856,1.5625
Low-Risk,2250,win,8,0,0,1.5625
Low-Risk,2251,loss,2,1,50,50
Low-Risk,2252,loss,23,3,13.043478260869565,11.11111111111111
Low-Risk,2252,win,4,0,0,11.11111111111111
Low-Risk,2253,loss,81,2,2.4691358024691357,1.9417475728155338
Low-Risk,2253,win,22,0,0,1.9417475728155338
Low-Risk,2254,loss,16,1,6.25,5
Low-Risk,2254,win,4,0,0,5
Low-Risk,2255,loss,37,1,2.7027027027027026,2.3255813953488373
Low-Risk,2255,win,6,0,0,2.3255813953488373
Low-Risk,2256,loss,112,2,1.7857142857142856,1.3793103448275863
Low-Risk,2256,win,33,0,0,1.3793103448275863
Low-Risk,2257,loss,331,6,1.812688821752266,1.3303769401330376
Low-Risk,2257,win,120,0,0,1.3303769401330376
Low-Risk,2258,loss,10,1,10,10
Low-Risk,2259,loss,85,2,2.3529411764705883,2.0408163265306123
Low-Risk,2259,win,13,0,0,2.0408163265306123
Low-Risk,2260,loss,118,3,2.5423728813559325,1.935483870967742
Low-Risk,2260,win,37,0,0,1.935483870967742
Low-Risk,2261,loss,23,1,4.3478260869565215,3.8461538461538463
Low-Risk,2261,win,3,0,0,3.8461538461538463
Low-Risk,2262,loss,62,5,8.064516129032258,7.042253521126761
Low-Risk,2262,win,9,0,0,7.042253521126761
Low-Risk,2263,loss,195,11,5.641025641025641,4.313725490196078
Low-Risk,2263,win,60,0,0,4.313725490196078
Low-Risk,2264,loss,272,3,1.1029411764705883,0.8064516129032258
Low-Risk,2264,win,100,0,0,0.8064516129032258
Low-Risk,2265,loss,99,2,2.0202020202020203,2.272727272727273
Low-Risk,2265,win,33,1,3.0303030303030303,2.272727272727273
Low-Risk,2266,loss,270,3,1.1111111111111112,1.3850415512465373
Low-Risk,2266,win,91,2,2.197802197802198,1.3850415512465373
Low-Risk,2267,loss,37,1,2.7027027027027026,1.9230769230769231
Low-Risk,2267,win,15,0,0,1.9230769230769231
Low-Risk,2268,loss,854,12,1.405152224824356,1.0517090271691498
Low-Risk,2268,win,287,0,0,1.0517090271691498
Low-Risk,2269,loss,111,3,2.7027027027027026,2.34375
Low-Risk,2269,win,17,0,0,2.34375
Low-Risk,2270,loss,156,0,0,0.5649717514124294
Low-Risk,2270,win,21,1,4.761904761904762,0.5649717514124294
Low-Risk,2271,loss,26,1,3.8461538461538463,3.3333333333333335
Low-Risk,2271,win,4,0,0,3.3333333333333335
Low-Risk,2272,loss,335,6,1.791044776119403,1.3888888888888888
Low-Risk,2272,win,97,0,0,1.3888888888888888
Low-Risk,2273,loss,22,1,4.545454545454546,4
Low-Risk,2273,win,3,0,0,4
Low-Risk,2274,loss,91,2,2.197802197802198,1.9047619047619049
Low-Risk,2274,win,14,0,0,1.9047619047619049
Low-Risk,2275,loss,32,1,3.125,2.7777777777777777
Low-Risk,2275,win,4,0,0,2.7777777777777777
Low-Risk,2276,loss,2,1,50,50
Low-Risk,2277,loss,60,0,0,1.282051282051282
Low-Risk,2277,win,18,1,5.555555555555555,1.282051282051282
Low-Risk,2278,loss,91,2,2.197802197802198,1.694915254237288
Low-Risk,2278,win,27,0,0,1.694915254237288
Low-Risk,2279,loss,21,1,4.761904761904762,3.125
Low-Risk,2279,win,11,0,0,3.125
Low-Risk,2280,loss,140,11,7.857142857142857,5.9459459459459465
Low-Risk,2280,win,45,0,0,5.9459459459459465
Low-Risk,2281,loss,22,1,4.545454545454546,3.571428571428571
Low-Risk,2281,win,6,0,0,3.571428571428571
Low-Risk,2282,loss,368,1,0.2717391304347826,0.21645021645021645
Low-Risk,2282,win,94,0,0,0.21645021645021645
Low-Risk,2283,loss,258,5,1.937984496124031,1.7751479289940828
Low-Risk,2283,win,80,1,1.25,1.7751479289940828
Low-Risk,2284,loss,110,4,3.6363636363636362,2.73972602739726
Low-Risk,2284,win,36,0,0,2.73972602739726
Low-Risk,2285,loss,16,1,6.25,5.88235294117647
Low-Risk,2285,win,1,0,0,5.88235294117647
Low-Risk,2286,loss,40,1,2.5,2.0408163265306123
Low-Risk,2286,win,9,0,0,2.0408163265306123
Low-Risk,2287,loss,22,1,4.545454545454546,3.8461538461538463
Low-Risk,2287,win,4,0,0,3.8461538461538463
Low-Risk,2288,loss,176,2,1.1363636363636365,0.8695652173913043
Low-Risk,2288,win,54,0,0,0.8695652173913043
Low-Risk,2289,loss,41,1,2.4390243902439024,1.8181818181818181
Low-Risk,2289,win,14,0,0,1.8181818181818181
Low-Risk,2290,loss,596,3,0.5033557046979865,0.38461538461538464
Low-Risk,2290,win,184,0,0,0.38461538461538464
Low-Risk,2291,loss,13,1,7.6923076923076925,7.142857142857142
Low-Risk,2291,win,1,0,0,7.142857142857142
Low-Risk,2292,loss,517,10,1.9342359767891684,1.812688821752266
Low-Risk,2292,win,145,2,1.3793103448275863,1.812688821752266
Low-Risk,2293,loss,14,1,7.142857142857142,5
Low-Risk,2293,win,6,0,0,5
Low-Risk,2294,loss,122,4,3.278688524590164,2.877697841726619
Low-Risk,2294,win,17,0,0,2.877697841726619
Low-Risk,2295,loss,14,1,7.142857142857142,6.25
Low-Risk,2295,win,2,0,0,6.25
Low-Risk,2296,loss,323,5,1.5479876160990713,1.2919896640826873
Low-Risk,2296,win,64,0,0,1.2919896640826873
Low-Risk,2297,loss,409,10,2.444987775061125,1.9011406844106464
Low-Risk,2297,win,117,0,0,1.9011406844106464
Low-Risk,2298,loss,2,1,50,50
Low-Risk,2299,loss,1550,27,1.7419354838709675,1.4035087719298245
Low-Risk,2299,win,445,1,0.22471910112359553,1.4035087719298245
Low-Risk,2300,loss,2997,43,1.434768101434768,1.6249677585762186
Low-Risk,2300,win,880,20,2.272727272727273,1.6249677585762186
Low-Risk,2301,loss,29,1,3.4482758620689653,2.857142857142857
Low-Risk,2301,win,6,0,0,2.857142857142857
Low-Risk,2302,loss,13,1,7.6923076923076925,7.142857142857142
Low-Risk,2302,win,1,0,0,7.142857142857142
Low-Risk,2303,loss,16,1,6.25,6.25
Low-Risk,2304,loss,14,2,14.285714285714285,14.285714285714285
Low-Risk,2305,loss,280,2,0.7142857142857143,0.5494505494505495
Low-Risk,2305,win,84,0,0,0.5494505494505495
Low-Risk,2306,loss,23,1,4.3478260869565215,3.4482758620689653
Low-Risk,2306,win,6,0,0,3.4482758620689653
Low-Risk,2307,loss,19,1,5.263157894736842,4.3478260869565215
Low-Risk,2307,win,4,0,0,4.3478260869565215
Low-Risk,2308,loss,29,1,3.4482758620689653,2.941176470588235
Low-Risk,2308,win,5,0,0,2.941176470588235
Low-Risk,2309,loss,2,1,50,50
Low-Risk,2310,loss,948,14,1.4767932489451476,1.2335526315789473
Low-Risk,2310,win,268,1,0.3731343283582089,1.2335526315789473
Low-Risk,2311,loss,17,0,0,5.263157894736842
Low-Risk,2311,win,2,1,50,5.263157894736842
Low-Risk,2312,loss,184,4,2.1739130434782608,2.314814814814815
Low-Risk,2312,win,32,1,3.125,2.314814814814815
Low-Risk,2313,loss,69,1,1.4492753623188406,1.2195121951219512
Low-Risk,2313,win,13,0,0,1.2195121951219512
Low-Risk,2314,loss,221,3,1.3574660633484164,1.1152416356877324
Low-Risk,2314,win,48,0,0,1.1152416356877324
Low-Risk,2315,loss,212,9,4.245283018867925,3.4090909090909087
Low-Risk,2315,win,52,0,0,3.4090909090909087
Low-Risk,2316,loss,964,11,1.1410788381742738,0.8821170809943866
Low-Risk,2316,win,283,0,0,0.8821170809943866
Low-Risk,2317,loss,117,3,2.564102564102564,2.083333333333333
Low-Risk,2317,win,27,0,0,2.083333333333333
Low-Risk,2318,loss,318,2,0.628930817610063,0.7425742574257426
Low-Risk,2318,win,86,1,1.1627906976744187,0.7425742574257426
Low-Risk,2319,loss,2,1,50,50
Low-Risk,2320,loss,8,1,12.5,9.090909090909092
Low-Risk,2320,win,3,0,0,9.090909090909092
Low-Risk,2321,loss,303,2,0.6600660066006601,0.5235602094240838
Low-Risk,2321,win,79,0,0,0.5235602094240838
Low-Risk,2322,loss,10,1,10,7.6923076923076925
Low-Risk,2322,win,3,0,0,7.6923076923076925
Low-Risk,2323,loss,248,4,1.6129032258064515,2.013422818791946
Low-Risk,2323,win,50,2,4,2.013422818791946
Low-Risk,2324,loss,6,2,33.33333333333333,28.57142857142857
Low-Risk,2324,win,1,0,0,28.57142857142857
Low-Risk,2325,loss,1820,40,2.197802197802198,1.7417162276975362
Low-Risk,2325,win,534,1,0.18726591760299627,1.7417162276975362
Low-Risk,2326,loss,23,1,4.3478260869565215,3.225806451612903
Low-Risk,2326,win,8,0,0,3.225806451612903
Low-Risk,2327,loss,52,2,3.8461538461538463,2.8169014084507045
Low-Risk,2327,win,19,0,0,2.8169014084507045
Low-Risk,2328,loss,466,10,2.1459227467811157,1.574803149606299
Low-Risk,2328,win,169,0,0,1.574803149606299
Low-Risk,2329,loss,25,1,4,3.0303030303030303
Low-Risk,2329,win,8,0,0,3.0303030303030303
Low-Risk,2330,loss,10,1,10,10
Low-Risk,2331,loss,783,3,0.38314176245210724,0.30927835051546393
Low-Risk,2331,win,187,0,0,0.30927835051546393
Low-Risk,2332,loss,205,9,4.390243902439024,3.5294117647058822
Low-Risk,2332,win,50,0,0,3.5294117647058822
Low-Risk,2333,loss,4,1,25,20
Low-Risk,2333,win,1,0,0,20
Low-Risk,2334,loss,5,1,20,20
Low-Risk,2335,loss,5685,127,2.233948988566403,1.8013100436681224
Low-Risk,2335,win,1643,5,0.30432136335970783,1.8013100436681224
Low-Risk,2336,loss,6,1,16.666666666666664,12.5
Low-Risk,2336,win,2,0,0,12.5
Low-Risk,2337,loss,40,1,2.5,1.8518518518518516
Low-Risk,2337,win,14,0,0,1.8518518518518516
Low-Risk,2338,loss,889,14,1.574803149606299,1.2325390304026294
Low-Risk,2338,win,328,1,0.3048780487804878,1.2325390304026294
Low-Risk,2339,loss,20,3,15,12.5
Low-Risk,2339,win,4,0,0,12.5
Low-Risk,2340,loss,22,1,4.545454545454546,4.166666666666666
Low-Risk,2340,win,2,0,0,4.166666666666666
Low-Risk,2341,loss,1554,22,1.4157014157014158,1.2755102040816326
Low-Risk,2341,win,406,3,0.7389162561576355,1.2755102040816326
Low-Risk,2342,loss,179,2,1.1173184357541899,0.8928571428571428
Low-Risk,2342,win,45,0,0,0.8928571428571428
Low-Risk,2343,loss,153,2,1.3071895424836601,1
Low-Risk,2343,win,47,0,0,1
Low-Risk,2344,loss,4,1,25,16.666666666666664
Low-Risk,2344,win,2,0,0,16.666666666666664
Low-Risk,2345,loss,9961,149,1.4958337516313622,1.181942961720299
Low-Risk,2345,win,3153,6,0.19029495718363465,1.181942961720299
Low-Risk,2346,loss,632,11,1.740506329113924,1.3173652694610778
Low-Risk,2346,win,203,0,0,1.3173652694610778
Low-Risk,2347,loss,81,2,2.4691358024691357,1.9801980198019802
Low-Risk,2347,win,20,0,0,1.9801980198019802
Low-Risk,2348,loss,7,2,28.57142857142857,28.57142857142857
Low-Risk,2349,loss,26,1,3.8461538461538463,3.3333333333333335
Low-Risk,2349,win,4,0,0,3.3333333333333335
Low-Risk,2350,loss,46,1,2.1739130434782608,1.6666666666666667
Low-Risk,2350,win,14,0,0,1.6666666666666667
Low-Risk,2351,loss,86,1,1.1627906976744187,0.9090909090909091
Low-Risk,2351,win,24,0,0,0.9090909090909091
Low-Risk,2352,loss,18,1,5.555555555555555,4.3478260869565215
Low-Risk,2352,win,5,0,0,4.3478260869565215
Low-Risk,2353,loss,4,1,25,16.666666666666664
Low-Risk,2353,win,2,0,0,16.666666666666664
Low-Risk,2354,loss,24,2,8.333333333333332,7.4074074074074066
Low-Risk,2354,win,3,0,0,7.4074074074074066
Low-Risk,2355,loss,52,1,1.9230769230769231,1.639344262295082
Low-Risk,2355,win,9,0,0,1.639344262295082
Low-Risk,2356,loss,51,1,1.9607843137254901,1.6129032258064515
Low-Risk,2356,win,11,0,0,1.6129032258064515
Low-Risk,2357,loss,15,1,6.666666666666667,5.555555555555555
Low-Risk,2357,win,3,0,0,5.555555555555555
Low-Risk,2358,loss,4389,54,1.2303485987696514,1.0285095633345362
Low-Risk,2358,win,1153,3,0.26019080659150046,1.0285095633345362
Low-Risk,2359,loss,34,1,2.941176470588235,2.272727272727273
Low-Risk,2359,win,10,0,0,2.272727272727273
Low-Risk,2360,loss,35,1,2.857142857142857,2.4390243902439024
Low-Risk,2360,win,6,0,0,2.4390243902439024
Low-Risk,2361,loss,5,1,20,20
Low-Risk,2362,loss,55,1,1.8181818181818181,1.3513513513513513
Low-Risk,2362,win,19,0,0,1.3513513513513513
Low-Risk,2363,loss,1066,20,1.876172607879925,1.4214641080312722
Low-Risk,2363,win,341,0,0,1.4214641080312722
Low-Risk,2364,loss,26,1,3.8461538461538463,3.4482758620689653
Low-Risk,2364,win,3,0,0,3.4482758620689653
Low-Risk,2365,loss,16,1,6.25,5.555555555555555
Low-Risk,2365,win,2,0,0,5.555555555555555
Low-Risk,2366,loss,50,4,8,6.451612903225806
Low-Risk,2366,win,12,0,0,6.451612903225806
Low-Risk,2367,loss,55,3,5.454545454545454,3.6585365853658534
Low-Risk,2367,win,27,0,0,3.6585365853658534
Low-Risk,2368,loss,198,4,2.0202020202020203,1.6666666666666667
Low-Risk,2368,win,42,0,0,1.6666666666666667
Low-Risk,2369,loss,68,1,1.4705882352941175,1.2658227848101267
Low-Risk,2369,win,11,0,0,1.2658227848101267
Low-Risk,2370,loss,14,1,7.142857142857142,6.666666666666667
Low-Risk,2370,win,1,0,0,6.666666666666667
Low-Risk,2371,loss,35,0,0,2.3255813953488373
Low-Risk,2371,win,8,1,12.5,2.3255813953488373
Low-Risk,2372,loss,995,27,2.7135678391959797,2.3500810372771475
Low-Risk,2372,win,239,2,0.8368200836820083,2.3500810372771475
Low-Risk,2373,loss,20,1,5,4
Low-Risk,2373,win,5,0,0,4
Low-Risk,2374,loss,346,8,2.312138728323699,1.8018018018018018
Low-Risk,2374,win,98,0,0,1.8018018018018018
Low-Risk,2375,loss,210,2,0.9523809523809524,0.7547169811320755
Low-Risk,2375,win,55,0,0,0.7547169811320755
Low-Risk,2376,loss,1,1,100,100
Low-Risk,2377,loss,7,1,14.285714285714285,12.5
Low-Risk,2377,win,1,0,0,12.5
Low-Risk,2378,loss,634,12,1.8927444794952681,1.5719467956469164
Low-Risk,2378,win,193,1,0.5181347150259068,1.5719467956469164
Low-Risk,2379,loss,216,5,2.314814814814815,1.8726591760299627
Low-Risk,2379,win,51,0,0,1.8726591760299627
Low-Risk,2380,loss,20,1,5,4.166666666666666
Low-Risk,2380,win,4,0,0,4.166666666666666
Low-Risk,2381,loss,9,1,11.11111111111111,10
Low-Risk,2381,win,1,0,0,10
Low-Risk,2382,loss,1482,37,2.496626180836707,1.9670388091440723
Low-Risk,2382,win,399,0,0,1.9670388091440723
Low-Risk,2383,loss,36,0,0,2.127659574468085
Low-Risk,2383,win,11,1,9.090909090909092,2.127659574468085
Low-Risk,2384,loss,134,5,3.731343283582089,2.9069767441860463
Low-Risk,2384,win,38,0,0,2.9069767441860463
Low-Risk,2385,loss,1076,25,2.323420074349442,2.245508982035928
Low-Risk,2385,win,260,5,1.9230769230769231,2.245508982035928
Low-Risk,2386,loss,14,1,7.142857142857142,6.25
Low-Risk,2386,win,2,0,0,6.25
Low-Risk,2387,loss,19,1,5.263157894736842,4.545454545454546
Low-Risk,2387,win,3,0,0,4.545454545454546
Low-Risk,2388,loss,31,1,3.225806451612903,5
Low-Risk,2388,win,9,1,11.11111111111111,5
Low-Risk,2389,loss,160,6,3.75,2.843601895734597
Low-Risk,2389,win,51,0,0,2.843601895734597
Low-Risk,2390,loss,98,3,3.061224489795918,2.6785714285714284
Low-Risk,2390,win,14,0,0,2.6785714285714284
Low-Risk,2391,loss,14,1,7.142857142857142,5.555555555555555
Low-Risk,2391,win,4,0,0,5.555555555555555
Low-Risk,2392,loss,213,5,2.3474178403755865,1.7921146953405016
Low-Risk,2392,win,66,0,0,1.7921146953405016
Low-Risk,2393,loss,12,1,8.333333333333332,6.666666666666667
Low-Risk,2393,win,3,0,0,6.666666666666667
Low-Risk,2394,loss,44,1,2.272727272727273,1.7857142857142856
Low-Risk,2394,win,12,0,0,1.7857142857142856
Low-Risk,2395,loss,170,4,2.3529411764705883,1.8604651162790697
Low-Risk,2395,win,45,0,0,1.8604651162790697
Low-Risk,2396,loss,3,1,33.33333333333333,33.33333333333333
Low-Risk,2397,loss,330,3,0.9090909090909091,0.7109004739336493
Low-Risk,2397,win,92,0,0,0.7109004739336493
Low-Risk,2398,loss,32,1,3.125,2.564102564102564
Low-Risk,2398,win,7,0,0,2.564102564102564
Low-Risk,2399,loss,26,3,11.538461538461538,10.344827586206897
Low-Risk,2399,win,3,0,0,10.344827586206897
Low-Risk,2400,loss,112,2,1.7857142857142856,2.5316455696202533
Low-Risk,2400,win,46,2,4.3478260869565215,2.5316455696202533
Low-Risk,2401,loss,53,2,3.7735849056603774,3.0303030303030303
Low-Risk,2401,win,13,0,0,3.0303030303030303
Low-Risk,2402,loss,132,3,2.272727272727273,1.694915254237288
Low-Risk,2402,win,45,0,0,1.694915254237288
Low-Risk,2403,loss,941,35,3.7194473963868226,2.7844073190135243
Low-Risk,2403,win,316,0,0,2.7844073190135243
Low-Risk,2404,loss,33,6,18.181818181818183,15.384615384615385
Low-Risk,2404,win,6,0,0,15.384615384615385
Low-Risk,2405,loss,65,4,6.153846153846154,4.444444444444445
Low-Risk,2405,win,25,0,0,4.444444444444445
Low-Risk,2406,loss,1446,19,1.313969571230982,1.0111761575306013
Low-Risk,2406,win,433,0,0,1.0111761575306013
Low-Risk,2407,loss,35,1,2.857142857142857,2.1739130434782608
Low-Risk,2407,win,11,0,0,2.1739130434782608
Low-Risk,2408,loss,24,1,4.166666666666666,3.0303030303030303
Low-Risk,2408,win,9,0,0,3.0303030303030303
Low-Risk,2409,loss,639,29,4.538341158059469,3.562653562653563
