group,id_player,stake,n_round,n_round_total,prop
High-Risk,1,0.25,0,8586,0
High-Risk,1,0.5,2282,8586,26.578150477521547
High-Risk,1,1,2476,8586,28.837642674120662
High-Risk,1,1.5,0,8586,0
High-Risk,1,2,613,8586,7.139529466573492
High-Risk,1,2.5,2740,8586,31.912415560214303
High-Risk,1,5,450,8586,5.2410901467505235
High-Risk,1,10,25,8586,0.2911716748194736
High-Risk,1,15,0,8586,0
High-Risk,1,20,0,8586,0
High-Risk,2,0.25,14,9334,0.14998928647953716
High-Risk,2,0.5,88,9334,0.9427898007285194
High-Risk,2,1,501,9334,5.367473751874866
High-Risk,2,1.5,0,9334,0
High-Risk,2,2,3985,9334,42.693379044353975
High-Risk,2,2.5,143,9334,1.532033426183844
High-Risk,2,5,4603,9334,49.314334690379255
High-Risk,2,10,0,9334,0
High-Risk,2,15,0,9334,0
High-Risk,2,20,0,9334,0
High-Risk,3,0.25,0,1769,0
High-Risk,3,0.5,245,1769,13.849632560768796
High-Risk,3,1,418,1769,23.629169022046355
High-Risk,3,1.5,108,1769,6.105144149236857
High-Risk,3,2,155,1769,8.762012436404747
High-Risk,3,2.5,519,1769,29.338609383832676
High-Risk,3,5,299,1769,16.902204635387225
High-Risk,3,10,25,1769,1.4132278123233466
High-Risk,3,15,0,1769,0
High-Risk,3,20,0,1769,0
High-Risk,4,0.25,6,6,100
High-Risk,4,0.5,0,6,0
High-Risk,4,1,0,6,0
High-Risk,4,1.5,0,6,0
High-Risk,4,2,0,6,0
High-Risk,4,2.5,0,6,0
High-Risk,4,5,0,6,0
High-Risk,4,10,0,6,0
High-Risk,4,15,0,6,0
High-Risk,4,20,0,6,0
High-Risk,5,0.25,25,16959,0.14741435226133617
High-Risk,5,0.5,7490,16959,44.16533993749632
High-Risk,5,1,8177,16959,48.21628633763783
High-Risk,5,1.5,206,16959,1.21469426263341
High-Risk,5,2,476,16959,2.8067692670558406
High-Risk,5,2.5,448,16959,2.641665192523144
High-Risk,5,5,137,16959,0.8078306503921221
High-Risk,5,10,0,16959,0
High-Risk,5,15,0,16959,0
High-Risk,5,20,0,16959,0
High-Risk,6,0.25,125,2192,5.702554744525547
High-Risk,6,0.5,1191,2192,54.33394160583942
High-Risk,6,1,618,2192,28.193430656934304
High-Risk,6,1.5,5,2192,0.22810218978102187
High-Risk,6,2,164,2192,7.481751824817519
High-Risk,6,2.5,51,2192,2.326642335766423
High-Risk,6,5,38,2192,1.7335766423357664
High-Risk,6,10,0,2192,0
High-Risk,6,15,0,2192,0
High-Risk,6,20,0,2192,0
High-Risk,7,0.25,26,45,57.77777777777777
High-Risk,7,0.5,17,45,37.77777777777778
High-Risk,7,1,2,45,4.444444444444445
High-Risk,7,1.5,0,45,0
High-Risk,7,2,0,45,0
High-Risk,7,2.5,0,45,0
High-Risk,7,5,0,45,0
High-Risk,7,10,0,45,0
High-Risk,7,15,0,45,0
High-Risk,7,20,0,45,0
High-Risk,8,0.25,24,24,100
High-Risk,8,0.5,0,24,0
High-Risk,8,1,0,24,0
High-Risk,8,1.5,0,24,0
High-Risk,8,2,0,24,0
High-Risk,8,2.5,0,24,0
High-Risk,8,5,0,24,0
High-Risk,8,10,0,24,0
High-Risk,8,15,0,24,0
High-Risk,8,20,0,24,0
High-Risk,9,0.25,0,31,0
High-Risk,9,0.5,0,31,0
High-Risk,9,1,0,31,0
High-Risk,9,1.5,0,31,0
High-Risk,9,2,0,31,0
High-Risk,9,2.5,0,31,0
High-Risk,9,5,9,31,29.03225806451613
High-Risk,9,10,22,31,70.96774193548387
High-Risk,9,15,0,31,0
High-Risk,9,20,0,31,0
High-Risk,10,0.25,2444,20938,11.67255707326392
High-Risk,10,0.5,694,20938,3.3145477122934377
High-Risk,10,1,83,20938,0.3964084439774572
High-Risk,10,1.5,19,20938,0.09074410163339383
High-Risk,10,2,428,20938,2.044130289425924
High-Risk,10,2.5,93,20938,0.44416849746871717
High-Risk,10,5,89,20938,0.42506447607221315
High-Risk,10,10,6098,20938,29.124080618970293
High-Risk,10,15,6059,20938,28.93781641035438
High-Risk,10,20,4931,20938,23.55048237654026
High-Risk,11,0.25,0,1415,0
High-Risk,11,0.5,0,1415,0
High-Risk,11,1,4,1415,0.2826855123674912
High-Risk,11,1.5,2,1415,0.1413427561837456
High-Risk,11,2,211,1415,14.911660777385158
High-Risk,11,2.5,451,1415,31.872791519434628
High-Risk,11,5,717,1415,50.67137809187279
High-Risk,11,10,18,1415,1.2720848056537104
High-Risk,11,15,12,1415,0.8480565371024734
High-Risk,11,20,0,1415,0
High-Risk,12,0.25,48,355,13.521126760563378
High-Risk,12,0.5,124,355,34.92957746478873
High-Risk,12,1,95,355,26.76056338028169
High-Risk,12,1.5,88,355,24.788732394366196
High-Risk,12,2,0,355,0
High-Risk,12,2.5,0,355,0
High-Risk,12,5,0,355,0
High-Risk,12,10,0,355,0
High-Risk,12,15,0,355,0
High-Risk,12,20,0,355,0
High-Risk,13,0.25,1319,6250,21.104
High-Risk,13,0.5,2230,6250,35.68
High-Risk,13,1,1385,6250,22.16
High-Risk,13,1.5,205,6250,3.2800000000000002
High-Risk,13,2,954,6250,15.264
High-Risk,13,2.5,157,6250,2.512
High-Risk,13,5,0,6250,0
High-Risk,13,10,0,6250,0
High-Risk,13,15,0,6250,0
High-Risk,13,20,0,6250,0
High-Risk,14,0.25,62,62,100
High-Risk,14,0.5,0,62,0
High-Risk,14,1,0,62,0
High-Risk,14,1.5,0,62,0
High-Risk,14,2,0,62,0
High-Risk,14,2.5,0,62,0
High-Risk,14,5,0,62,0
High-Risk,14,10,0,62,0
High-Risk,14,15,0,62,0
High-Risk,14,20,0,62,0
High-Risk,15,0.25,355,704,50.42613636363637
High-Risk,15,0.5,348,704,49.43181818181818
High-Risk,15,1,1,704,0.14204545454545456
High-Risk,15,1.5,0,704,0
High-Risk,15,2,0,704,0
High-Risk,15,2.5,0,704,0
High-Risk,15,5,0,704,0
High-Risk,15,10,0,704,0
High-Risk,15,15,0,704,0
High-Risk,15,20,0,704,0
High-Risk,16,0.25,43,10692,0.40216984661429106
High-Risk,16,0.5,982,10692,9.18443696221474
High-Risk,16,1,3254,10692,30.43396932285821
High-Risk,16,1.5,366,10692,3.423120089786756
High-Risk,16,2,1259,10692,11.77515899738122
High-Risk,16,2.5,1046,10692,9.783015338570895
High-Risk,16,5,3103,10692,29.021698466142908
High-Risk,16,10,446,10692,4.171343060231949
High-Risk,16,15,0,10692,0
High-Risk,16,20,193,10692,1.8050879161990274
High-Risk,17,0.25,0,2279,0
High-Risk,17,0.5,19,2279,0.8336989907854322
High-Risk,17,1,22,2279,0.9653356735410268
High-Risk,17,1.5,0,2279,0
High-Risk,17,2,0,2279,0
High-Risk,17,2.5,0,2279,0
High-Risk,17,5,766,2279,33.61123299692848
High-Risk,17,10,122,2279,5.353225098727512
High-Risk,17,15,85,2279,3.7297060114085125
High-Risk,17,20,1265,2279,55.506801228609035
High-Risk,18,0.25,592,994,59.55734406438632
High-Risk,18,0.5,253,994,25.452716297786722
High-Risk,18,1,71,994,7.142857142857142
High-Risk,18,1.5,0,994,0
High-Risk,18,2,63,994,6.338028169014084
High-Risk,18,2.5,5,994,0.5030181086519114
High-Risk,18,5,10,994,1.0060362173038229
High-Risk,18,10,0,994,0
High-Risk,18,15,0,994,0
High-Risk,18,20,0,994,0
High-Risk,19,0.25,0,7,0
High-Risk,19,0.5,0,7,0
High-Risk,19,1,7,7,100
High-Risk,19,1.5,0,7,0
High-Risk,19,2,0,7,0
High-Risk,19,2.5,0,7,0
High-Risk,19,5,0,7,0
High-Risk,19,10,0,7,0
High-Risk,19,15,0,7,0
High-Risk,19,20,0,7,0
High-Risk,20,0.25,0,233,0
High-Risk,20,0.5,0,233,0
High-Risk,20,1,2,233,0.8583690987124464
High-Risk,20,1.5,24,233,10.300429184549357
High-Risk,20,2,0,233,0
High-Risk,20,2.5,172,233,73.8197424892704
High-Risk,20,5,35,233,15.021459227467812
High-Risk,20,10,0,233,0
High-Risk,20,15,0,233,0
High-Risk,20,20,0,233,0
High-Risk,21,0.25,0,26998,0
High-Risk,21,0.5,16,26998,0.05926364915919697
High-Risk,21,1,4953,26998,18.345803392843916
High-Risk,21,1.5,140,26998,0.5185569301429735
High-Risk,21,2,5319,26998,19.701459367360545
High-Risk,21,2.5,5550,26998,20.55707830209645
High-Risk,21,5,9351,26998,34.63589895547818
High-Risk,21,10,751,26998,2.7816875324098085
High-Risk,21,15,0,26998,0
High-Risk,21,20,918,26998,3.4002518705089266
High-Risk,22,0.25,141,58125,0.24258064516129033
High-Risk,22,0.5,20662,58125,35.54752688172043
High-Risk,22,1,18000,58125,30.967741935483872
High-Risk,22,1.5,4622,58125,7.951827956989248
High-Risk,22,2,5495,58125,9.453763440860214
High-Risk,22,2.5,4442,58125,7.642150537634408
High-Risk,22,5,2436,58125,4.190967741935484
High-Risk,22,10,2194,58125,3.7746236559139787
High-Risk,22,15,49,58125,0.08430107526881721
High-Risk,22,20,84,58125,0.14451612903225805
High-Risk,23,0.25,173,1074,16.10800744878957
High-Risk,23,0.5,290,1074,27.001862197392924
High-Risk,23,1,454,1074,42.27188081936685
High-Risk,23,1.5,91,1074,8.472998137802607
High-Risk,23,2,38,1074,3.5381750465549344
High-Risk,23,2.5,28,1074,2.60707635009311
High-Risk,23,5,0,1074,0
High-Risk,23,10,0,1074,0
High-Risk,23,15,0,1074,0
High-Risk,23,20,0,1074,0
High-Risk,24,0.25,4,1839,0.2175095160413268
High-Risk,24,0.5,1431,1839,77.81402936378467
High-Risk,24,1,404,1839,21.968461120174005
High-Risk,24,1.5,0,1839,0
High-Risk,24,2,0,1839,0
High-Risk,24,2.5,0,1839,0
High-Risk,24,5,0,1839,0
High-Risk,24,10,0,1839,0
High-Risk,24,15,0,1839,0
High-Risk,24,20,0,1839,0
High-Risk,25,0.25,28,28,100
High-Risk,25,0.5,0,28,0
High-Risk,25,1,0,28,0
High-Risk,25,1.5,0,28,0
High-Risk,25,2,0,28,0
High-Risk,25,2.5,0,28,0
High-Risk,25,5,0,28,0
High-Risk,25,10,0,28,0
High-Risk,25,15,0,28,0
High-Risk,25,20,0,28,0
High-Risk,26,0.25,10,989,1.0111223458038423
High-Risk,26,0.5,26,989,2.62891809908999
High-Risk,26,1,505,989,51.061678463094026
High-Risk,26,1.5,417,989,42.163801820020225
High-Risk,26,2,0,989,0
High-Risk,26,2.5,31,989,3.1344792719919106
High-Risk,26,5,0,989,0
High-Risk,26,10,0,989,0
High-Risk,26,15,0,989,0
High-Risk,26,20,0,989,0
High-Risk,27,0.25,205,425,48.23529411764706
High-Risk,27,0.5,220,425,51.76470588235295
High-Risk,27,1,0,425,0
High-Risk,27,1.5,0,425,0
High-Risk,27,2,0,425,0
High-Risk,27,2.5,0,425,0
High-Risk,27,5,0,425,0
High-Risk,27,10,0,425,0
High-Risk,27,15,0,425,0
High-Risk,27,20,0,425,0
High-Risk,28,0.25,0,142,0
High-Risk,28,0.5,104,142,73.23943661971832
High-Risk,28,1,38,142,26.76056338028169
High-Risk,28,1.5,0,142,0
High-Risk,28,2,0,142,0
High-Risk,28,2.5,0,142,0
High-Risk,28,5,0,142,0
High-Risk,28,10,0,142,0
High-Risk,28,15,0,142,0
High-Risk,28,20,0,142,0
High-Risk,29,0.25,0,4,0
High-Risk,29,0.5,4,4,100
High-Risk,29,1,0,4,0
High-Risk,29,1.5,0,4,0
High-Risk,29,2,0,4,0
High-Risk,29,2.5,0,4,0
High-Risk,29,5,0,4,0
High-Risk,29,10,0,4,0
High-Risk,29,15,0,4,0
High-Risk,29,20,0,4,0
High-Risk,30,0.25,2140,83400,2.565947242206235
High-Risk,30,0.5,6154,83400,7.378896882494004
High-Risk,30,1,12740,83400,15.275779376498802
High-Risk,30,1.5,390,83400,0.4676258992805755
High-Risk,30,2,28954,83400,34.71702637889688
High-Risk,30,2.5,2891,83400,3.466426858513189
High-Risk,30,5,20376,83400,24.431654676258994
High-Risk,30,10,9601,83400,11.511990407673862
High-Risk,30,15,29,83400,0.03477218225419665
High-Risk,30,20,125,83400,0.1498800959232614
High-Risk,31,0.25,0,431,0
High-Risk,31,0.5,0,431,0
High-Risk,31,1,373,431,86.5429234338747
High-Risk,31,1.5,0,431,0
High-Risk,31,2,58,431,13.45707656612529
High-Risk,31,2.5,0,431,0
High-Risk,31,5,0,431,0
High-Risk,31,10,0,431,0
High-Risk,31,15,0,431,0
High-Risk,31,20,0,431,0
High-Risk,32,0.25,9,65569,0.013725998566395706
High-Risk,32,0.5,601,65569,0.9165916820448687
High-Risk,32,1,9550,65569,14.564809589897665
High-Risk,32,1.5,4181,65569,6.3764888895667156
High-Risk,32,2,37162,65569,56.67617319159969
High-Risk,32,2.5,8974,65569,13.68634568164834
High-Risk,32,5,4933,65569,7.523372325336668
High-Risk,32,10,159,65569,0.24249264133965748
High-Risk,32,15,0,65569,0
High-Risk,32,20,0,65569,0
High-Risk,33,0.25,472,1220,38.68852459016394
High-Risk,33,0.5,462,1220,37.868852459016395
High-Risk,33,1,286,1220,23.442622950819672
High-Risk,33,1.5,0,1220,0
High-Risk,33,2,0,1220,0
High-Risk,33,2.5,0,1220,0
High-Risk,33,5,0,1220,0
High-Risk,33,10,0,1220,0
High-Risk,33,15,0,1220,0
High-Risk,33,20,0,1220,0
High-Risk,34,0.25,0,901,0
High-Risk,34,0.5,874,901,97.0033296337403
High-Risk,34,1,27,901,2.9966703662597114
High-Risk,34,1.5,0,901,0
High-Risk,34,2,0,901,0
High-Risk,34,2.5,0,901,0
High-Risk,34,5,0,901,0
High-Risk,34,10,0,901,0
High-Risk,34,15,0,901,0
High-Risk,34,20,0,901,0
High-Risk,35,0.25,86,86,100
High-Risk,35,0.5,0,86,0
High-Risk,35,1,0,86,0
High-Risk,35,1.5,0,86,0
High-Risk,35,2,0,86,0
High-Risk,35,2.5,0,86,0
High-Risk,35,5,0,86,0
High-Risk,35,10,0,86,0
High-Risk,35,15,0,86,0
High-Risk,35,20,0,86,0
High-Risk,36,0.25,0,270,0
High-Risk,36,0.5,0,270,0
High-Risk,36,1,154,270,57.03703703703704
High-Risk,36,1.5,0,270,0
High-Risk,36,2,52,270,19.25925925925926
High-Risk,36,2.5,28,270,10.37037037037037
High-Risk,36,5,36,270,13.333333333333334
High-Risk,36,10,0,270,0
High-Risk,36,15,0,270,0
High-Risk,36,20,0,270,0
High-Risk,37,0.25,96,328,29.268292682926827
High-Risk,37,0.5,0,328,0
High-Risk,37,1,147,328,44.81707317073171
High-Risk,37,1.5,0,328,0
High-Risk,37,2,0,328,0
High-Risk,37,2.5,0,328,0
High-Risk,37,5,85,328,25.914634146341463
High-Risk,37,10,0,328,0
High-Risk,37,15,0,328,0
High-Risk,37,20,0,328,0
High-Risk,38,0.25,55,402,13.681592039800993
High-Risk,38,0.5,60,402,14.925373134328357
High-Risk,38,1,0,402,0
High-Risk,38,1.5,1,402,0.24875621890547264
High-Risk,38,2,252,402,62.68656716417911
High-Risk,38,2.5,34,402,8.45771144278607
High-Risk,38,5,0,402,0
High-Risk,38,10,0,402,0
High-Risk,38,15,0,402,0
High-Risk,38,20,0,402,0
High-Risk,39,0.25,0,2077,0
High-Risk,39,0.5,0,2077,0
High-Risk,39,1,0,2077,0
High-Risk,39,1.5,0,2077,0
High-Risk,39,2,130,2077,6.259027443428021
High-Risk,39,2.5,636,2077,30.621088107847854
High-Risk,39,5,970,2077,46.70197400096293
High-Risk,39,10,59,2077,2.8406355320173327
High-Risk,39,15,0,2077,0
High-Risk,39,20,282,2077,13.577274915743862
High-Risk,40,0.25,8110,19793,40.974081746071846
High-Risk,40,0.5,6577,19793,33.22891931490931
High-Risk,40,1,2590,19793,13.08543424442985
High-Risk,40,1.5,524,19793,2.647400596170363
High-Risk,40,2,570,19793,2.87980599201738
High-Risk,40,2.5,188,19793,0.9498307482443288
High-Risk,40,5,862,19793,4.355075026524529
High-Risk,40,10,218,19793,1.1013994846662962
High-Risk,40,15,0,19793,0
High-Risk,40,20,154,19793,0.7780528469660991
High-Risk,41,0.25,863,3125,27.616000000000003
High-Risk,41,0.5,1473,3125,47.136
High-Risk,41,1,460,3125,14.719999999999999
High-Risk,41,1.5,34,3125,1.088
High-Risk,41,2,111,3125,3.5520000000000005
High-Risk,41,2.5,124,3125,3.968
High-Risk,41,5,60,3125,1.92
High-Risk,41,10,0,3125,0
High-Risk,41,15,0,3125,0
High-Risk,41,20,0,3125,0
High-Risk,42,0.25,0,5,0
High-Risk,42,0.5,0,5,0
High-Risk,42,1,5,5,100
High-Risk,42,1.5,0,5,0
High-Risk,42,2,0,5,0
High-Risk,42,2.5,0,5,0
High-Risk,42,5,0,5,0
High-Risk,42,10,0,5,0
High-Risk,42,15,0,5,0
High-Risk,42,20,0,5,0
High-Risk,43,0.25,9,968,0.9297520661157025
High-Risk,43,0.5,5,968,0.5165289256198348
High-Risk,43,1,148,968,15.289256198347106
High-Risk,43,1.5,0,968,0
High-Risk,43,2,49,968,5.06198347107438
High-Risk,43,2.5,336,968,34.710743801652896
High-Risk,43,5,421,968,43.49173553719009
High-Risk,43,10,0,968,0
High-Risk,43,15,0,968,0
High-Risk,43,20,0,968,0
High-Risk,44,0.25,504,964,52.282157676348554
High-Risk,44,0.5,327,964,33.921161825726145
High-Risk,44,1,133,964,13.796680497925312
High-Risk,44,1.5,0,964,0
High-Risk,44,2,0,964,0
High-Risk,44,2.5,0,964,0
High-Risk,44,5,0,964,0
High-Risk,44,10,0,964,0
High-Risk,44,15,0,964,0
High-Risk,44,20,0,964,0
High-Risk,45,0.25,0,130,0
High-Risk,45,0.5,0,130,0
High-Risk,45,1,0,130,0
High-Risk,45,1.5,0,130,0
High-Risk,45,2,0,130,0
High-Risk,45,2.5,130,130,100
High-Risk,45,5,0,130,0
High-Risk,45,10,0,130,0
High-Risk,45,15,0,130,0
High-Risk,45,20,0,130,0
High-Risk,46,0.25,376,1063,35.37158984007526
High-Risk,46,0.5,664,1063,62.46472248353716
High-Risk,46,1,23,1063,2.1636876763875823
High-Risk,46,1.5,0,1063,0
High-Risk,46,2,0,1063,0
High-Risk,46,2.5,0,1063,0
High-Risk,46,5,0,1063,0
High-Risk,46,10,0,1063,0
High-Risk,46,15,0,1063,0
High-Risk,46,20,0,1063,0
High-Risk,47,0.25,510,700,72.85714285714285
High-Risk,47,0.5,182,700,26
High-Risk,47,1,8,700,1.1428571428571428
High-Risk,47,1.5,0,700,0
High-Risk,47,2,0,700,0
High-Risk,47,2.5,0,700,0
High-Risk,47,5,0,700,0
High-Risk,47,10,0,700,0
High-Risk,47,15,0,700,0
High-Risk,47,20,0,700,0
High-Risk,48,0.25,353,450,78.44444444444446
High-Risk,48,0.5,43,450,9.555555555555555
High-Risk,48,1,38,450,8.444444444444445
High-Risk,48,1.5,0,450,0
High-Risk,48,2,16,450,3.5555555555555554
High-Risk,48,2.5,0,450,0
High-Risk,48,5,0,450,0
High-Risk,48,10,0,450,0
High-Risk,48,15,0,450,0
High-Risk,48,20,0,450,0
High-Risk,49,0.25,0,362,0
High-Risk,49,0.5,84,362,23.204419889502763
High-Risk,49,1,278,362,76.79558011049724
High-Risk,49,1.5,0,362,0
High-Risk,49,2,0,362,0
High-Risk,49,2.5,0,362,0
High-Risk,49,5,0,362,0
High-Risk,49,10,0,362,0
High-Risk,49,15,0,362,0
High-Risk,49,20,0,362,0
High-Risk,50,0.25,13870,70022,19.808060323898204
High-Risk,50,0.5,12155,70022,17.358830081974236
High-Risk,50,1,18071,70022,25.807603324669387
High-Risk,50,1.5,100,70022,0.14281225900431294
High-Risk,50,2,19609,70022,28.004055868155724
High-Risk,50,2.5,337,70022,0.48127731284453457
High-Risk,50,5,5834,70022,8.331667190311617
High-Risk,50,10,46,70022,0.06569363914198395
High-Risk,50,15,0,70022,0
High-Risk,50,20,0,70022,0
High-Risk,51,0.25,22,384,5.729166666666666
High-Risk,51,0.5,217,384,56.510416666666664
High-Risk,51,1,61,384,15.885416666666666
High-Risk,51,1.5,84,384,21.875
High-Risk,51,2,0,384,0
High-Risk,51,2.5,0,384,0
High-Risk,51,5,0,384,0
High-Risk,51,10,0,384,0
High-Risk,51,15,0,384,0
High-Risk,51,20,0,384,0
High-Risk,52,0.25,295,1140,25.877192982456144
High-Risk,52,0.5,750,1140,65.78947368421053
High-Risk,52,1,95,1140,8.333333333333332
High-Risk,52,1.5,0,1140,0
High-Risk,52,2,0,1140,0
High-Risk,52,2.5,0,1140,0
High-Risk,52,5,0,1140,0
High-Risk,52,10,0,1140,0
High-Risk,52,15,0,1140,0
High-Risk,52,20,0,1140,0
High-Risk,53,0.25,0,211,0
High-Risk,53,0.5,106,211,50.23696682464455
High-Risk,53,1,105,211,49.763033175355446
High-Risk,53,1.5,0,211,0
High-Risk,53,2,0,211,0
High-Risk,53,2.5,0,211,0
High-Risk,53,5,0,211,0
High-Risk,53,10,0,211,0
High-Risk,53,15,0,211,0
High-Risk,53,20,0,211,0
High-Risk,54,0.25,0,75,0
High-Risk,54,0.5,75,75,100
High-Risk,54,1,0,75,0
High-Risk,54,1.5,0,75,0
High-Risk,54,2,0,75,0
High-Risk,54,2.5,0,75,0
High-Risk,54,5,0,75,0
High-Risk,54,10,0,75,0
High-Risk,54,15,0,75,0
High-Risk,54,20,0,75,0
High-Risk,55,0.25,51,3846,1.326053042121685
High-Risk,55,0.5,854,3846,22.204888195527822
High-Risk,55,1,2769,3846,71.996879875195
High-Risk,55,1.5,1,3846,0.026001040041601666
High-Risk,55,2,171,3846,4.446177847113884
High-Risk,55,2.5,0,3846,0
High-Risk,55,5,0,3846,0
High-Risk,55,10,0,3846,0
High-Risk,55,15,0,3846,0
High-Risk,55,20,0,3846,0
High-Risk,56,0.25,14,6785,0.20633750921149593
High-Risk,56,0.5,76,6785,1.1201179071481209
High-Risk,56,1,47,6785,0.6927044952100221
High-Risk,56,1.5,178,6785,2.6234340456890197
High-Risk,56,2,198,6785,2.918201915991157
High-Risk,56,2.5,1310,6785,19.307295504789977
High-Risk,56,5,3265,6785,48.12085482682388
High-Risk,56,10,892,6785,13.146647015475313
High-Risk,56,15,121,6785,1.7833456153279292
High-Risk,56,20,684,6785,10.081061164333088
High-Risk,57,0.25,636,13274,4.79132138014163
High-Risk,57,0.5,714,13274,5.3789362663854154
High-Risk,57,1,1681,13274,12.663854150971824
High-Risk,57,1.5,354,13274,2.6668675606448695
High-Risk,57,2,2891,13274,21.7794184119331
High-Risk,57,2.5,4592,13274,34.59394304655718
High-Risk,57,5,2052,13274,15.45879162272111
High-Risk,57,10,354,13274,2.6668675606448695
High-Risk,57,15,0,13274,0
High-Risk,57,20,0,13274,0
High-Risk,58,0.25,126,257,49.0272373540856
High-Risk,58,0.5,0,257,0
High-Risk,58,1,0,257,0
High-Risk,58,1.5,0,257,0
High-Risk,58,2,0,257,0
High-Risk,58,2.5,47,257,18.28793774319066
High-Risk,58,5,0,257,0
High-Risk,58,10,84,257,32.68482490272373
High-Risk,58,15,0,257,0
High-Risk,58,20,0,257,0
High-Risk,59,0.25,2,424,0.4716981132075472
High-Risk,59,0.5,0,424,0
High-Risk,59,1,52,424,12.264150943396226
High-Risk,59,1.5,57,424,13.443396226415095
High-Risk,59,2,0,424,0
High-Risk,59,2.5,123,424,29.009433962264154
High-Risk,59,5,0,424,0
High-Risk,59,10,0,424,0
High-Risk,59,15,0,424,0
High-Risk,59,20,190,424,44.81132075471698
High-Risk,60,0.25,1433,3544,40.434537246049665
High-Risk,60,0.5,405,3544,11.427765237020317
High-Risk,60,1,164,3544,4.6275395033860045
High-Risk,60,1.5,0,3544,0
High-Risk,60,2,0,3544,0
High-Risk,60,2.5,576,3544,16.252821670428894
High-Risk,60,5,628,3544,17.720090293453726
High-Risk,60,10,161,3544,4.542889390519187
High-Risk,60,15,1,3544,0.02821670428893905
High-Risk,60,20,176,3544,4.966139954853273
High-Risk,61,0.25,4332,17850,24.26890756302521
High-Risk,61,0.5,4008,17850,22.45378151260504
High-Risk,61,1,3130,17850,17.53501400560224
High-Risk,61,1.5,33,17850,0.18487394957983194
High-Risk,61,2,5589,17850,31.3109243697479
High-Risk,61,2.5,8,17850,0.04481792717086835
High-Risk,61,5,675,17850,3.7815126050420167
High-Risk,61,10,75,17850,0.42016806722689076
High-Risk,61,15,0,17850,0
High-Risk,61,20,0,17850,0
High-Risk,62,0.25,3866,4107,94.13196980764549
High-Risk,62,0.5,240,4107,5.843681519357196
High-Risk,62,1,1,4107,0.024348672997321647
High-Risk,62,1.5,0,4107,0
High-Risk,62,2,0,4107,0
High-Risk,62,2.5,0,4107,0
High-Risk,62,5,0,4107,0
High-Risk,62,10,0,4107,0
High-Risk,62,15,0,4107,0
High-Risk,62,20,0,4107,0
High-Risk,63,0.25,8604,37121,23.178254896150428
High-Risk,63,0.5,15851,37121,42.700897066350585
High-Risk,63,1,12044,37121,32.44524662589909
High-Risk,63,1.5,0,37121,0
High-Risk,63,2,616,37121,1.6594380539317368
High-Risk,63,2.5,6,37121,0.016163357668166265
High-Risk,63,5,0,37121,0
High-Risk,63,10,0,37121,0
High-Risk,63,15,0,37121,0
High-Risk,63,20,0,37121,0
High-Risk,64,0.25,64,42683,0.14994260009839983
High-Risk,64,0.5,1835,42683,4.299135487196307
High-Risk,64,1,4863,42683,11.39329475435185
High-Risk,64,1.5,184,42683,0.43108497528289946
High-Risk,64,2,2463,42683,5.770447250661856
High-Risk,64,2.5,6545,42683,15.33397371318792
High-Risk,64,5,18435,42683,43.190497387718764
High-Risk,64,10,7100,42683,16.63425719841623
High-Risk,64,15,18,42683,0.04217135627767495
High-Risk,64,20,1176,42683,2.755195276808097
High-Risk,65,0.25,2,36,5.555555555555555
High-Risk,65,0.5,5,36,13.88888888888889
High-Risk,65,1,29,36,80.55555555555556
High-Risk,65,1.5,0,36,0
High-Risk,65,2,0,36,0
High-Risk,65,2.5,0,36,0
High-Risk,65,5,0,36,0
High-Risk,65,10,0,36,0
High-Risk,65,15,0,36,0
High-Risk,65,20,0,36,0
High-Risk,66,0.25,148,3791,3.9039831179108413
High-Risk,66,0.5,758,3791,19.994724347137957
High-Risk,66,1,1420,3791,37.45713532049591
High-Risk,66,1.5,175,3791,4.616196254286468
High-Risk,66,2,1118,3791,29.49089949881298
High-Risk,66,2.5,55,3791,1.4508045370614615
High-Risk,66,5,117,3791,3.0862569242943816
High-Risk,66,10,0,3791,0
High-Risk,66,15,0,3791,0
High-Risk,66,20,0,3791,0
High-Risk,67,0.25,0,70,0
High-Risk,67,0.5,23,70,32.857142857142854
High-Risk,67,1,0,70,0
High-Risk,67,1.5,0,70,0
High-Risk,67,2,0,70,0
High-Risk,67,2.5,1,70,1.4285714285714286
High-Risk,67,5,26,70,37.142857142857146
High-Risk,67,10,0,70,0
High-Risk,67,15,0,70,0
High-Risk,67,20,20,70,28.57142857142857
High-Risk,68,0.25,57,196,29.081632653061224
High-Risk,68,0.5,6,196,3.061224489795918
High-Risk,68,1,72,196,36.734693877551024
High-Risk,68,1.5,10,196,5.1020408163265305
High-Risk,68,2,51,196,26.02040816326531
High-Risk,68,2.5,0,196,0
High-Risk,68,5,0,196,0
High-Risk,68,10,0,196,0
High-Risk,68,15,0,196,0
High-Risk,68,20,0,196,0
High-Risk,69,0.25,609,2092,29.11089866156788
High-Risk,69,0.5,1094,2092,52.29445506692161
High-Risk,69,1,239,2092,11.424474187380497
High-Risk,69,1.5,150,2092,7.170172084130019
High-Risk,69,2,0,2092,0
High-Risk,69,2.5,0,2092,0
High-Risk,69,5,0,2092,0
High-Risk,69,10,0,2092,0
High-Risk,69,15,0,2092,0
High-Risk,69,20,0,2092,0
High-Risk,70,0.25,5,5,100
High-Risk,70,0.5,0,5,0
High-Risk,70,1,0,5,0
