group,id_player,prev_outcome,n_round,rt_mean,rt_z_mean
High-Risk,HR_1507,loss,543,630.6832412523021,-0.01500605157770289
High-Risk,HR_1507,win,180,641.5333333333333,0.0452682555927382
High-Risk,HR_1508,loss,189,702.8253968253969,-0.06261138934876258
High-Risk,HR_1508,win,61,752.311475409836,0.19399266535928125
High-Risk,HR_1509,loss,3927,532.8044308632544,-0.014368340885012815
High-Risk,HR_1509,win,1156,554.6323529411765,0.04881009918291141
High-Risk,HR_151,loss,5637,737.2045414227426,-0.07569705988004764
High-Risk,HR_151,win,1632,894.2910539215686,0.26146098440185606
High-Risk,HR_1510,loss,11,767.0909090909091,-0.22685678731628653
High-Risk,HR_1510,win,3,1764,0.8318082201597173
High-Risk,HR_1511,loss,8365,250.45594739988044,-0.11816760111579631
High-Risk,HR_1511,win,2242,376.75022301516503,0.4408884849837804
High-Risk,HR_1512,loss,250,420.488,-0.04263178404963641
High-Risk,HR_1512,win,70,506.04285714285714,0.15225637160584432
High-Risk,HR_1513,loss,47635,519.6766663167839,-0.07208802739414868
High-Risk,HR_1513,win,15299,567.2754428394013,0.22445344041573254
High-Risk,HR_1514,loss,64,251.5,-0.09736157358684316
High-Risk,HR_1514,win,13,412.3076923076923,0.47931851611984316
High-Risk,HR_1515,loss,49,328.42857142857144,-0.24634773203351767
High-Risk,HR_1515,win,8,490,1.5088798587052954
High-Risk,HR_1516,loss,400,292.005,-0.07146837285694313
High-Risk,HR_1516,win,105,340.8857142857143,0.27226046802644993
High-Risk,HR_1517,loss,3041,441.96284117066756,-9.025927086147683e-4
High-Risk,HR_1517,win,574,444.09581881533103,0.00478185440226061
High-Risk,HR_1518,loss,1167,269.74121679520135,-0.031375084286517634
High-Risk,HR_1518,win,406,305.0566502463054,0.09018404769055709
High-Risk,HR_1519,loss,25078,840.9801419570939,-0.1423933628626097
High-Risk,HR_1519,win,8355,1039.1821663674446,0.42740164618414467
High-Risk,HR_152,loss,53,379.20754716981133,-0.12870897693584307
High-Risk,HR_152,win,11,472.8181818181818,0.6201432525090622
High-Risk,HR_1520,loss,143,680.4895104895105,-0.028868725791519882
High-Risk,HR_1520,win,32,718.90625,0.12900711838085407
High-Risk,HR_1521,loss,681,330.60058737151246,-0.11863074016945464
High-Risk,HR_1521,win,213,510.6619718309859,0.3792841974431862
High-Risk,HR_1522,loss,437,645.974828375286,-0.1122096269822557
High-Risk,HR_1522,win,134,810.2537313432836,0.365937365606311
High-Risk,HR_1523,loss,47,724.3617021276596,0.13813038123557045
High-Risk,HR_1523,win,18,605.8888888888889,-0.3606737732262119
High-Risk,HR_1524,loss,3988,427.5220661985958,0.0016679262039048061
High-Risk,HR_1524,win,1325,426.22188679245284,-0.00502014317069594
High-Risk,HR_1525,loss,20903,208.2357556331627,0.006874246617099476
High-Risk,HR_1525,win,6991,203.33371477614077,-0.020553908888174773
High-Risk,HR_1526,loss,42,460.73809523809524,-0.008965702600373849
High-Risk,HR_1526,win,7,474.2857142857143,0.053794215602242526
High-Risk,HR_1527,loss,721,361.17059639389737,-0.08032942955964
High-Risk,HR_1527,win,242,471.8057851239669,0.23932858972107598
High-Risk,HR_1528,loss,7488,444.2903311965812,-0.07965857558775948
High-Risk,HR_1528,win,2424,488.5094884488449,0.2460740156770399
High-Risk,HR_1529,loss,422,226.15876777251185,-0.09304256895690244
High-Risk,HR_1529,win,137,305.6788321167883,0.28659827810082344
High-Risk,HR_153,loss,10800,477.4038888888889,-0.019532444857719527
High-Risk,HR_153,win,3002,502.93870752831447,0.07026995485122263
High-Risk,HR_1530,loss,4952,254.11974959612277,-0.029297350318682205
High-Risk,HR_1530,win,1386,282.6399711399711,0.10467567011407922
High-Risk,HR_1531,loss,8286,572.2500603427468,-0.08246502464271663
High-Risk,HR_1531,win,2274,709.5167106420405,0.3004860132759673
High-Risk,HR_1532,loss,1046,535.6931166347993,-0.010096515507204914
High-Risk,HR_1532,win,328,550.295731707317,0.03219803420895264
High-Risk,HR_1533,loss,2543,692.2068423122297,-0.007563781960029502
High-Risk,HR_1533,win,816,704.4865196078431,0.023571933240631286
High-Risk,HR_1534,loss,481,432.12889812889813,-0.015606836790437183
High-Risk,HR_1534,win,144,446.7083333333333,0.05213117011250197
High-Risk,HR_1535,loss,160,416.50625,-0.04512893440402828
High-Risk,HR_1535,win,39,463.61538461538464,0.18514434627293605
High-Risk,HR_1536,loss,91,455.24175824175825,-0.03940280333849607
High-Risk,HR_1536,win,18,479,0.19920306132239782
High-Risk,HR_1537,loss,176,398.46590909090907,-0.1613661407924669
High-Risk,HR_1537,win,38,518.8947368421053,0.747380020512478
High-Risk,HR_1538,loss,10477,513.8681874582419,-0.04900352519761835
High-Risk,HR_1538,win,3558,544.7068577852726,0.14429733937477474
High-Risk,HR_1539,loss,20,183.25,-0.06347929842772583
High-Risk,HR_1539,win,3,192.33333333333334,0.423195322851504
High-Risk,HR_154,loss,367,308.4986376021798,-0.14992617946435235
High-Risk,HR_154,win,118,431.77966101694915,0.46629582935099395
High-Risk,HR_1540,loss,2444,210.65098199672667,-0.020172923742950214
High-Risk,HR_1540,win,830,227.40602409638555,0.05940075376839791
High-Risk,HR_1541,loss,10303,370.28632437154226,-0.017494942632200812
High-Risk,HR_1541,win,2971,385.93066307640527,0.06066994074034486
High-Risk,HR_1542,loss,9921,917.9381110775123,-0.035718445519170416
High-Risk,HR_1542,win,3141,980.5899395097102,0.11281843298175447
High-Risk,HR_1543,loss,117,358.8034188034188,-0.1347765917127023
High-Risk,HR_1543,win,41,491.0243902439024,0.38460637147283305
High-Risk,HR_1544,loss,4,1151,0.039385317995997024
High-Risk,HR_1544,win,1,942,-0.15754127198398823
High-Risk,HR_1545,loss,174,495.4425287356322,-0.042609328881297766
High-Risk,HR_1545,win,56,536.0357142857143,0.13239327188117503
High-Risk,HR_1546,loss,228,498.5219298245614,-0.10325266769310505
High-Risk,HR_1546,win,63,569.5396825396825,0.37367632117504795
High-Risk,HR_1547,loss,2271,249.37252311756936,-0.2622192347507918
High-Risk,HR_1547,win,816,484.625,0.7297792673027552
High-Risk,HR_1548,loss,424,618.51179245283015,-0.006129193830096497
High-Risk,HR_1548,win,128,623.359375,0.020302954562194983
High-Risk,HR_1549,loss,116,516.0862068965517,-0.04745449924709889
High-Risk,HR_1549,win,36,542.1388888888889,0.15290894201842914
High-Risk,HR_155,loss,3,530,-0.08416029948749522
High-Risk,HR_155,win,3,544.3333333333334,0.08416029948749613
High-Risk,HR_1550,loss,43,600.0930232558139,-0.10993165258722548
High-Risk,HR_1550,win,5,659,0.9454122122501457
High-Risk,HR_1551,loss,3149,467.0949507780248,-0.04685521524640129
High-Risk,HR_1551,win,899,513.0812013348165,0.16412355151381244
High-Risk,HR_1552,loss,471,485.4012738853503,-0.05733784113719664
High-Risk,HR_1552,win,165,554.0727272727273,0.16367347379163383
High-Risk,HR_1553,loss,104096,389.84761181985857,-0.10759121413122681
High-Risk,HR_1553,win,33471,461.97093005885694,0.3346125011563504
High-Risk,HR_1554,loss,674,553.0178041543027,-0.09769136464426267
High-Risk,HR_1554,win,232,671.823275862069,0.2838102576303145
High-Risk,HR_1555,loss,61,300.60655737704917,-0.03362400805334394
High-Risk,HR_1555,win,20,338.95,0.10255322456269897
High-Risk,HR_1556,loss,15,605.2666666666667,-0.04124111525011319
High-Risk,HR_1556,win,3,630,0.20620557625056435
High-Risk,HR_1557,loss,4946,484.8883946623534,-0.07116695959871704
High-Risk,HR_1557,win,1461,548.7248459958932,0.24092524447313832
High-Risk,HR_1558,loss,16,462.8125,-0.23351450084168235
High-Risk,HR_1558,win,4,1298,0.9340580033667293
High-Risk,HR_1559,loss,112,584.9285714285714,0.10786890035069632
High-Risk,HR_1559,win,45,520.7111111111111,-0.26847370753951083
High-Risk,HR_156,loss,455,393.9384615384615,-0.0057496198477108755
High-Risk,HR_156,win,145,400.5241379310345,0.018041910556610405
High-Risk,HR_1560,loss,377,557.7639257294429,-0.00984700458115053
High-Risk,HR_1560,win,126,571.4047619047619,0.02946286291344306
High-Risk,HR_1561,loss,25,454.88,-0.07897228508865348
High-Risk,HR_1561,win,2,499,0.987153563608167
High-Risk,HR_1562,loss,3385,199.55745937961595,-0.07120846505817097
High-Risk,HR_1562,win,1084,242.36070110701107,0.22236222714198256
High-Risk,HR_1563,loss,44105,672.1737444734157,-0.03304786885569506
High-Risk,HR_1563,win,14670,742.4786639400137,0.09935761798775974
High-Risk,HR_1564,loss,561,310.5935828877005,-0.12466080113854054
High-Risk,HR_1564,win,148,460.94594594594594,0.47253182053190074
High-Risk,HR_1565,loss,188,651.1010638297872,-0.036935289935254516
High-Risk,HR_1565,win,53,699.88679245283015,0.13101574543071373
High-Risk,HR_1566,loss,235,684.1744680851064,-0.16978068421456669
High-Risk,HR_1566,win,94,845.2446808510638,0.42445171053641734
High-Risk,HR_1567,loss,1229,1081.5321399511797,-0.05378733662600908
High-Risk,HR_1567,win,370,1170.4054054054054,0.17866118030639136
High-Risk,HR_1568,loss,1733,482.92267743796884,-0.15331512736501027
High-Risk,HR_1568,win,565,633.2194690265487,0.4702568419886063
High-Risk,HR_1569,loss,217,703.3917050691244,0.04250752331310575
High-Risk,HR_1569,win,46,613.804347826087,-0.2005246208466067
High-Risk,HR_157,loss,617,251.68881685575366,-0.06708535257675702
High-Risk,HR_157,win,187,290.83422459893046,0.2213457889832033
High-Risk,HR_1570,loss,50,268.46,-0.10661580779760188
High-Risk,HR_1570,win,16,345.625,0.3331743993675054
High-Risk,HR_1571,loss,1128,462.1400709219858,-0.047365652739730334
High-Risk,HR_1571,win,256,541.73046875,0.20870490738443667
High-Risk,HR_1572,loss,31,1270.8064516129032,0.020751203103216688
High-Risk,HR_1572,win,3,1097.3333333333333,-0.21442909873323912
High-Risk,HR_1573,loss,19,558.6315789473684,0.0047205073378346245
High-Risk,HR_1573,win,1,503,-0.08968963941885877
High-Risk,HR_1574,loss,26,783.7692307692307,-0.13586546632815844
High-Risk,HR_1574,win,2,1585.5,1.7662510622660583
High-Risk,HR_1575,loss,15,503.4,-0.1762306126357274
High-Risk,HR_1575,win,3,638.3333333333334,0.8811530631786358
High-Risk,HR_1576,loss,615,726.2585365853658,-0.038595625487906085
High-Risk,HR_1576,win,188,838.5265957446809,0.1262569663567137
High-Risk,HR_1577,loss,256,424.68359375,-0.15388712009105374
High-Risk,HR_1577,win,66,574.2878787878788,0.5968954961107544
High-Risk,HR_1578,loss,33,562.2121212121212,0.04917540924856468
High-Risk,HR_1578,win,6,536,-0.270464750867106
High-Risk,HR_1579,loss,51,444.3529411764706,-0.14374356319189632
High-Risk,HR_1579,win,11,510.27272727272725,0.6664474293442456
High-Risk,HR_158,loss,3199,444.7024070021882,-0.2954332388322866
High-Risk,HR_158,win,1150,707.3582608695652,0.8218182008908567
High-Risk,HR_1580,loss,628,423.1687898089172,-0.0509086494728477
High-Risk,HR_1580,win,189,482.7883597883598,0.16915678237538825
High-Risk,HR_1581,loss,3764,793.1115834218916,-0.010448929963823479
High-Risk,HR_1581,win,1150,812.4626086956522,0.03419980207289696
High-Risk,HR_1582,loss,8020,285.19600997506234,-0.020375941281857678
High-Risk,HR_1582,win,2467,298.58654235914065,0.06624039281738933
High-Risk,HR_1583,loss,303,233.15181518151815,0.04409382537618915
High-Risk,HR_1583,win,103,199.83495145631068,-0.1297129037765565
High-Risk,HR_1584,loss,3918,516.3039816232772,5.875751204245448e-4
High-Risk,HR_1584,win,1068,515.1956928838952,-0.002155542436164849
High-Risk,HR_1585,loss,551,479.9019963702359,-0.036809387613995284
High-Risk,HR_1585,win,200,518.865,0.10140986287655734
High-Risk,HR_1586,loss,24306,203.5127129103925,-0.0044341073986489885
High-Risk,HR_1586,win,7548,205.474297827239,0.014278671758288673
High-Risk,HR_1587,loss,1574,487.01651842439645,-0.10145313286217446
High-Risk,HR_1587,win,448,652.265625,0.35644471233272934
High-Risk,HR_1588,loss,1480,683.7013513513514,-0.05840059583920041
High-Risk,HR_1588,win,466,780.4442060085837,0.18547828721462772
High-Risk,HR_1589,loss,367,978.1389645776567,-0.0292279047103953
High-Risk,HR_1589,win,103,1048.7087378640776,0.1041421459098551
High-Risk,HR_159,loss,10211,494.87229458427186,-0.059576062665273585
High-Risk,HR_159,win,3070,574.6231270358306,0.19815347748374806
High-Risk,HR_1590,loss,8554,536.1057984568623,-0.03185279338544592
High-Risk,HR_1590,win,2551,591.2567620540964,0.10680862195966478
High-Risk,HR_1591,loss,187,751,-0.0854804273179386
High-Risk,HR_1591,win,59,848.6440677966102,0.270929489973806
High-Risk,HR_1592,loss,7,650.4285714285714,-1.0509016771877354e-16
High-Risk,HR_1593,loss,3261,561.7764489420423,-0.024433174922224635
High-Risk,HR_1593,win,988,604.578947368421,0.08064431520382001
High-Risk,HR_1594,loss,326,540.1472392638037,-0.050028447188716504
High-Risk,HR_1594,win,79,631.5949367088608,0.20644650358888086
High-Risk,HR_1595,loss,10188,385.20494699646645,-0.07399129262284473
High-Risk,HR_1595,win,2591,458.66229255113853,0.29093913131668975
High-Risk,HR_1596,loss,158,928.3037974683544,0.020271918697080327
High-Risk,HR_1596,win,68,891.1323529411765,-0.047102399325569186
High-Risk,HR_1597,loss,2922,586.5369609856263,0.008330128751253541
High-Risk,HR_1597,win,1032,572.937015503876,-0.023585887801514587
High-Risk,HR_1598,loss,537,426.2662942271881,-0.11745969736468952
High-Risk,HR_1598,win,176,522.4659090909091,0.3583855538911261
High-Risk,HR_1599,loss,4171,365.7012706784944,-0.003108679899408684
High-Risk,HR_1599,win,877,371.91790193842644,0.014784839065488624
High-Risk,HR_16,loss,8205,548.4201096892139,0.005024071754065014
High-Risk,HR_16,win,2432,544.9449013157895,-0.016950044713035354
High-Risk,HR_160,loss,160,277.1,0.0339431686344115
High-Risk,HR_160,win,49,261.2244897959184,-0.1108348363572614
High-Risk,HR_1600,loss,419,566.7231503579952,-0.07122296053377901
High-Risk,HR_1600,win,115,698.9130434782609,0.2594993083795943
High-Risk,HR_1601,loss,2187,240.99954275262917,-0.020804175053874878
High-Risk,HR_1601,win,606,265.64521452145215,0.0750804139320533
High-Risk,HR_1602,loss,7737,517.085821377795,-0.09282242721917842
High-Risk,HR_1602,win,2539,580.515557306026,0.28285432036029146
High-Risk,HR_1603,loss,1186,846.4797639123103,-0.013167922064075499
High-Risk,HR_1603,win,366,859.7377049180328,0.04266982395626576
High-Risk,HR_1604,loss,103818,389.9037257508332,0.003357269021481082
High-Risk,HR_1604,win,33989,383.5580629027038,-0.010254639891497705
High-Risk,HR_1605,loss,41,347.0975609756098,-0.20174398040834493
High-Risk,HR_1605,win,15,693.1333333333333,0.5514335464494762
High-Risk,HR_1606,loss,18632,410.1713718334049,-0.014782220773621058
High-Risk,HR_1606,win,5547,435.36758608256713,0.04965248556951635
High-Risk,HR_1607,loss,68640,318.2330710955711,-0.030426616616832075
High-Risk,HR_1607,win,20294,344.60303537991524,0.10291135136391848
High-Risk,HR_1608,loss,515,666.7087378640776,-0.027955360678570386
High-Risk,HR_1608,win,177,712.2542372881356,0.08133904378228074
High-Risk,HR_1609,loss,312,479.87179487179486,-0.016708621884935895
High-Risk,HR_1609,win,91,498.6923076923077,0.057286703605494364
High-Risk,HR_161,loss,34107,501.7925352566922,-0.047795193492199704
High-Risk,HR_161,win,10827,555.0796157753764,0.15056346766772502
High-Risk,HR_1610,loss,23809,356.9846696627326,0.009098983249822291
High-Risk,HR_1610,win,6893,348.35209632960976,-0.031428651123605995
High-Risk,HR_1611,loss,4933,317.65720656801136,-0.12320541300152889
High-Risk,HR_1611,win,1620,415.441975308642,0.37516808786206324
High-Risk,HR_1612,loss,895,346.5899441340782,-0.05236080630519292
High-Risk,HR_1612,win,280,402.4357142857143,0.16736757729695617
High-Risk,HR_1613,loss,3352,446.67869928400955,-0.059642428486140785
High-Risk,HR_1613,win,1075,498.5320930232558,0.18597341421911093
High-Risk,HR_1614,loss,8941,597.8850240465272,-0.06155129963350694
High-Risk,HR_1614,win,2378,759.9915895710682,0.23142563920234888
High-Risk,HR_1615,loss,14280,409.82065826330535,-0.12751587837730846
High-Risk,HR_1615,win,4741,503.46699008647965,0.3840807304847008
High-Risk,HR_1616,loss,331,583.8066465256798,-0.14206922206267822
High-Risk,HR_1616,win,86,687.8139534883721,0.5468013081714722
High-Risk,HR_1617,loss,1054,476.9525616698292,-0.08908295203366322
High-Risk,HR_1617,win,309,565.7087378640776,0.30386223768116805
High-Risk,HR_1618,loss,1651,719.037552998183,0.02790620961436237
High-Risk,HR_1618,win,552,690.1684782608696,-0.08346585520527577
High-Risk,HR_1619,loss,773,679.1604139715395,-0.1953997507959884
High-Risk,HR_1619,win,242,896.301652892562,0.6241487907656982
High-Risk,HR_162,loss,4351,601.9657549988508,-0.01567368664058885
High-Risk,HR_162,win,1276,617.9192789968652,0.05344530609185153
High-Risk,HR_1620,loss,2217,473.6684709066306,-0.04491423063260635
High-Risk,HR_1620,win,653,533.5436447166921,0.1524882837863526
High-Risk,HR_1621,loss,780,653.1948717948718,-0.061033139121629484
High-Risk,HR_1621,win,250,735.184,0.1904233940594847
High-Risk,HR_1622,loss,62,434.93548387096774,-0.0066769286766825515
High-Risk,HR_1622,win,23,439.3478260869565,0.017998677302361744
High-Risk,HR_1623,loss,55,328.72727272727275,-0.036221107501085724
High-Risk,HR_1623,win,10,374.1,0.19921609125597184
High-Risk,HR_1624,loss,52,378.21153846153845,-0.16648823418822692
High-Risk,HR_1624,win,16,548.75,0.541086761111738
High-Risk,HR_1625,loss,2614,272.1610558530987,-0.061081264856805234
High-Risk,HR_1625,win,941,316.3315621679065,0.1696773924927616
High-Risk,HR_1626,loss,31032,762.8156741428203,-0.021462004325427816
High-Risk,HR_1626,win,9575,807.9002610966057,0.06955706717772123
High-Risk,HR_1627,loss,4584,571.9033595113438,-0.06319100238552892
High-Risk,HR_1627,win,1216,630.9136513157895,0.23821344978228898
High-Risk,HR_1628,loss,83521,394.0682343362747,-0.045684134084554705
High-Risk,HR_1628,win,26798,427.2490857526681,0.1423831839270125
High-Risk,HR_1629,loss,713,418.38148667601683,-0.044942645950783046
High-Risk,HR_1629,win,207,452.6183574879227,0.15480244716380803
High-Risk,HR_163,loss,802,382.81047381546136,-0.06432617233684973
High-Risk,HR_163,win,162,475.5308641975309,0.3184542605811938
High-Risk,HR_1630,loss,673,585.1381872213967,0.012143247769653885
High-Risk,HR_1630,win,207,561.9806763285025,-0.03948022100955157
High-Risk,HR_1631,loss,2085,401.50647482014386,-0.08672064987078436
High-Risk,HR_1631,win,609,465.47947454844007,0.296900747094558
High-Risk,HR_1632,loss,2970,469.7060606060606,-0.05673196148264629
High-Risk,HR_1632,win,768,545.9518229166666,0.21939313229617097
High-Risk,HR_1633,loss,545,300.60366972477067,-0.012748366826048468
High-Risk,HR_1633,win,139,314.9640287769784,0.04998460374241977
High-Risk,HR_1634,loss,742,276.64959568733155,0.017770700823112284
High-Risk,HR_1634,win,207,254.11111111111111,-0.06369980681521432
High-Risk,HR_1635,loss,2527,316.50890383854374,-0.0381391390469436
High-Risk,HR_1635,win,659,360.25189681335354,0.14624826156544177
High-Risk,HR_1636,loss,5354,168.38849458348898,-0.04401198874294966
High-Risk,HR_1636,win,1568,198.68686224489795,0.15028073197050507
High-Risk,HR_1637,loss,1004,416.9930278884462,0.029999647915522655
High-Risk,HR_1637,win,361,395.74238227146816,-0.08343392384261651
High-Risk,HR_1638,loss,32,159.125,-0.17130374195199313
High-Risk,HR_1638,win,12,237.66666666666666,0.45680997853864885
High-Risk,HR_1639,loss,53,165.83018867924528,-0.4485025151073644
High-Risk,HR_1639,win,18,655.9444444444445,1.3205907389272398
High-Risk,HR_164,loss,79,525.873417721519,-0.1054615945168106
High-Risk,HR_164,win,12,620.6666666666666,0.6942888305690018
High-Risk,HR_1640,loss,192,230.61979166666666,-0.08760275989802582
High-Risk,HR_1640,win,53,366.5660377358491,0.31735339434756554
High-Risk,HR_1641,loss,26,684.2692307692307,-0.18100105833506938
High-Risk,HR_1641,win,4,1249.25,1.1765068791779507
High-Risk,HR_1642,loss,9,794,-0.057206942966618615
High-Risk,HR_1642,win,1,920,0.5148624866995667
High-Risk,HR_1643,loss,6388,579.4688478396995,-0.053049632059064815
High-Risk,HR_1643,win,1900,623.55,0.17835844715437033
High-Risk,HR_1644,loss,7654,481.5007839038411,-0.04382307121236447
High-Risk,HR_1644,win,2510,523.600796812749,0.13363417811132955
High-Risk,HR_1645,loss,4329,210.53846153846155,-0.05275388952297146
High-Risk,HR_1645,win,1386,256.25757575757575,0.16477026532824224
High-Risk,HR_1646,loss,24,518.6666666666666,-0.2239412826548503
High-Risk,HR_1646,win,4,1051,1.3436476959291028
High-Risk,HR_1647,loss,24656,242.31533906554185,-0.053766065594203896
High-Risk,HR_1647,win,7016,283.40763968072974,0.18894756460813694
High-Risk,HR_1648,loss,42,290.5238095238095,-0.1699974634553593
High-Risk,HR_1648,win,12,401.5833333333333,0.5949911220937578
High-Risk,HR_1649,loss,74,353.6621621621622,0.012209651196607618
High-Risk,HR_1649,win,18,318.8333333333333,-0.05019523269716446
High-Risk,HR_165,loss,259,811.6718146718147,-0.02004985113124139
High-Risk,HR_165,win,81,846.8148148148148,0.06411001781471054
High-Risk,HR_1650,loss,13,870.6923076923077,-0.245494130565685
High-Risk,HR_1650,win,3,1699,1.0638078991179682
High-Risk,HR_1651,loss,36049,347.81142334045325,-0.09462090902723573
High-Risk,HR_1651,win,11841,474.98843003124733,0.2880659698946726
High-Risk,HR_1652,loss,682,546.4002932551319,0.004166585434251737
High-Risk,HR_1652,win,218,540.9678899082569,-0.013034914064952665
High-Risk,HR_1653,loss,156,373.2692307692308,-0.02884230944108251
High-Risk,HR_1653,win,45,422.77777777777777,0.09998667272908579
High-Risk,HR_1654,loss,8,873.875,0.03789466502848919
High-Risk,HR_1654,win,1,820,-0.3031573202279149
High-Risk,HR_1655,loss,873,257.0194730813287,-0.03805022348474463
High-Risk,HR_1655,win,249,292.62248995983936,0.13340500041036935
High-Risk,HR_1656,loss,7187,553.2578266314179,0.014675199261415925
High-Risk,HR_1656,win,1944,517.733024691358,-0.054254453236520395
High-Risk,HR_1657,loss,10129,265.04896830881626,-0.020670271518808802
High-Risk,HR_1657,win,3297,282.22505307855624,0.06350293606733833
High-Risk,HR_1658,loss,7902,510.142622120982,-0.044030763916831486
High-Risk,HR_1658,win,2528,542.5779272151899,0.13763097170522293
High-Risk,HR_1659,loss,21060,278.4688509021842,-0.09437852747759175
High-Risk,HR_1659,win,7039,381.29990055405597,0.28237132954653776
High-Risk,HR_166,loss,38,947.4736842105264,-9.352955526545305e-4
High-Risk,HR_166,win,6,950.5,0.005923538500145704
High-Risk,HR_1660,loss,2224,299.94109712230215,-0.012910605356851974
High-Risk,HR_1660,win,681,315.80616740088107,0.04216326918302334
High-Risk,HR_1661,loss,6223,405.71283946649527,-0.07713429442315314
High-Risk,HR_1661,win,2018,475.0222993062438,0.23786259375385585
High-Risk,HR_1662,loss,61,617.9672131147541,-0.060330190743360435
High-Risk,HR_1662,win,17,683.5294117647059,0.21647891972617528
High-Risk,HR_1663,loss,28,643.3214285714286,-0.04615126938038395
High-Risk,HR_1663,win,7,718.7142857142857,0.1846050775215361
High-Risk,HR_1664,loss,1253,506.39106145251395,-0.022235739989420696
High-Risk,HR_1664,win,354,532.8954802259886,0.07870446951057607
High-Risk,HR_1665,loss,17014,507.34571529328787,-0.023187687362246606
High-Risk,HR_1665,win,5614,527.6184538653366,0.0702734792984083
High-Risk,HR_1666,loss,823,402.02308626974485,-0.1172811817688636
High-Risk,HR_1666,win,231,515.7662337662338,0.4178459419730511
High-Risk,HR_1667,loss,25,528.96,-0.18819061924052144
High-Risk,HR_1667,win,9,806.3333333333334,0.5227517201125595
High-Risk,HR_1668,loss,13,643.8461538461538,-0.12002198405689349
High-Risk,HR_1668,win,2,828.5,0.7801428963698065
High-Risk,HR_1669,loss,467,602.9357601713062,-0.11493018729492206
High-Risk,HR_1669,win,112,880.5357142857143,0.4792178345243631
High-Risk,HR_167,loss,2750,605.6669090909091,-0.07944863004181486
High-Risk,HR_167,win,999,663.4224224224224,0.2187024350500409
High-Risk,HR_1670,loss,5351,202.5815735376565,-0.02764557900557615
High-Risk,HR_1670,win,1418,224.36953455571228,0.10432404320087266
High-Risk,HR_1671,loss,303,700.5808580858086,0.01133996510779219
High-Risk,HR_1671,win,65,679.1692307692308,-0.052861683502477254
High-Risk,HR_1672,loss,2371,270.15478700970056,-0.022310190273690026
High-Risk,HR_1672,win,784,291.5599489795918,0.06747125145270264
High-Risk,HR_1673,loss,167,1270.8622754491018,-0.05812371694305863
High-Risk,HR_1673,win,43,1524.4651162790697,0.225736296034669
High-Risk,HR_1674,loss,890,391.47415730337076,0.0019222615189053987
High-Risk,HR_1674,win,267,389.21722846441946,-0.006407538396351771
High-Risk,HR_1675,loss,2816,282.77095170454544,-0.07536625192489899
High-Risk,HR_1675,win,795,378.17861635220123,0.26695769235284955
High-Risk,HR_1676,loss,5615,469.2719501335708,-0.006150182735527526
High-Risk,HR_1676,win,1685,476.5127596439169,0.020494525851624073
High-Risk,HR_1677,loss,8885,356.00011254924027,-0.11009970378763081
High-Risk,HR_1677,win,2445,434.4916155419223,0.4000964695922694
High-Risk,HR_1678,loss,1787,503.0542809177392,0.0440781900775488
High-Risk,HR_1678,win,644,456.3245341614907,-0.12231013302574498
High-Risk,HR_1679,loss,536,625.6138059701492,-0.1093778196222533
High-Risk,HR_1679,win,127,794.4645669291339,0.4616260733663607
High-Risk,HR_168,loss,24,745.4583333333334,-0.0689985359868763
High-Risk,HR_168,win,10,812,0.1655964863685034
High-Risk,HR_1680,loss,3596,535.7786429365963,-0.022194513257011595
High-Risk,HR_1680,win,928,559.457974137931,0.08600373887092053
High-Risk,HR_1681,loss,636,359.16509433962267,-0.05306864346236662
High-Risk,HR_1681,win,228,431.9605263157895,0.14803358439502268
High-Risk,HR_1682,loss,4478,912.6623492630639,0.0017031544038794482
High-Risk,HR_1682,win,1244,909.8030546623794,-0.006130808215894247
High-Risk,HR_1683,loss,114,293.2631578947368,-0.13512670393200196
High-Risk,HR_1683,win,38,408.05263157894734,0.40538011179600575
High-Risk,HR_1684,loss,52,557.8653846153846,0.04924747046245878
High-Risk,HR_1684,win,10,488.3,-0.2560868464047852
High-Risk,HR_1685,loss,1957,334.83392948390394,-0.06341992155357876
High-Risk,HR_1685,win,625,406.4816,0.19858045836856564
High-Risk,HR_1686,loss,15,775.3333333333334,0.08045524184777049
High-Risk,HR_1686,win,4,591,-0.301707156929139
High-Risk,HR_1687,loss,474,264.36708860759495,-0.16525700052608255
High-Risk,HR_1687,win,135,479.2,0.580235690736023
High-Risk,HR_1688,loss,5,836.8,-0.3136972935282097
High-Risk,HR_1688,win,3,1528.6666666666667,0.5228288225470162
High-Risk,HR_1689,loss,1240,1079.9322580645162,-0.013793497042772346
High-Risk,HR_1689,win,409,1120.4474327628361,0.041818915239701306
High-Risk,HR_169,loss,84,595.1785714285714,-0.15130093137626446
High-Risk,HR_169,win,22,805.2272727272727,0.5776944652548274
High-Risk,HR_1690,loss,569,808.1195079086116,-0.06509919206925466
High-Risk,HR_1690,win,168,911.5,0.2204847636155107
High-Risk,HR_1691,loss,333,358.83483483483485,-0.0575258650432487
High-Risk,HR_1691,win,92,400.19565217391306,0.2082186202108887
High-Risk,HR_1692,loss,281,576.6476868327402,-0.03163259561413863
High-Risk,HR_1692,win,71,635.9577464788732,0.12519379390947769
High-Risk,HR_1693,loss,245,461.39183673469387,-0.13355788738637459
High-Risk,HR_1693,win,83,624.9759036144578,0.39423713746580424
High-Risk,HR_1694,loss,148,236.74324324324326,-0.0618826916958821
