group,id_player,prev_outcome,n_round,n_round_change,stake_change_prop,stake_change_size_overall,stake_change_level_overall,stake_change_size,stake_change_level
High-Risk,HR_1261,win,924,3,0.3246753246753247,0.032467532467532464,0.006493506493506494,10,2
High-Risk,HR_1262,loss,109,0,0,0,0,NA,NA
High-Risk,HR_1262,win,21,0,0,0,0,NA,NA
High-Risk,HR_1263,loss,2004,5,0.249500998003992,-8.73253493013972e-4,-0.00249500998003992,-0.35,-1
High-Risk,HR_1263,win,553,3,0.5424954792043399,0.0027124773960217,0.007233273056057866,0.5,1.3333333333333333
High-Risk,HR_1264,loss,25595,30,0.1172103926548154,-1.953506544246923e-4,-5.079117015042001e-4,-0.16666666666666666,-0.43333333333333335
High-Risk,HR_1264,win,8537,1,0.011713716762328687,-1.4642145952910857e-4,-3.514115028698606e-4,-1.25,-3
High-Risk,HR_1265,loss,12402,99,0.7982583454281567,-0.0034067085953878406,-0.006934365424931463,-0.42676767676767674,-0.8686868686868687
High-Risk,HR_1265,win,3932,3,0.0762970498474059,3.1790437436419127e-4,7.62970498474059e-4,0.4166666666666667,1
High-Risk,HR_1266,loss,502,13,2.589641434262948,0.02041832669322709,-0.00199203187250996,0.7884615384615384,-0.07692307692307693
High-Risk,HR_1266,win,144,0,0,0,0,NA,NA
High-Risk,HR_1267,loss,1113,15,1.3477088948787064,8.984725965858042e-4,0.0017969451931716084,0.06666666666666667,0.13333333333333333
High-Risk,HR_1267,win,313,0,0,0,0,NA,NA
High-Risk,HR_1268,loss,25,1,4,-0.79,-0.36,-19.75,-9
High-Risk,HR_1268,win,5,0,0,0,0,NA,NA
High-Risk,HR_1269,loss,1574,0,0,0,0,NA,NA
High-Risk,HR_1269,win,524,0,0,0,0,NA,NA
High-Risk,HR_127,loss,860,74,8.604651162790699,0.24767441860465117,0.05232558139534884,2.8783783783783785,0.6081081081081081
High-Risk,HR_127,win,249,11,4.417670682730924,0.13654618473895583,0.040160642570281124,3.090909090909091,0.9090909090909091
High-Risk,HR_1270,loss,2145,31,1.4452214452214454,0.0050116550116550114,-0.002331002331002331,0.3467741935483871,-0.16129032258064516
High-Risk,HR_1270,win,584,1,0.17123287671232876,-8.561643835616438e-4,-0.0017123287671232876,-0.5,-1
High-Risk,HR_1271,loss,563,3,0.5328596802841918,-0.0053285968028419185,-0.010657193605683837,-1,-2
High-Risk,HR_1271,win,161,0,0,0,0,NA,NA
High-Risk,HR_1272,loss,504,3,0.5952380952380952,0.002976190476190476,0.005952380952380952,0.5,1
High-Risk,HR_1272,win,169,0,0,0,0,NA,NA
High-Risk,HR_1273,loss,68,2,2.941176470588235,-0.011029411764705883,-0.029411764705882353,-0.375,-1
High-Risk,HR_1273,win,14,0,0,0,0,NA,NA
High-Risk,HR_1274,loss,4901,1,0.020403999183840033,-1.0201999591920016e-4,-2.0403999183840033e-4,-0.5,-1
High-Risk,HR_1274,win,1409,0,0,0,0,NA,NA
High-Risk,HR_1275,loss,1434,4,0.2789400278940028,-0.001394700139470014,-0.003486750348675035,-0.5,-1.25
High-Risk,HR_1275,win,407,3,0.7371007371007371,-0.0018427518427518428,-0.004914004914004914,-0.25,-0.6666666666666666
High-Risk,HR_1276,loss,661,4,0.6051437216338881,0.00680786686838124,0.007564296520423601,1.125,1.25
High-Risk,HR_1276,win,214,0,0,0,0,NA,NA
High-Risk,HR_1277,loss,3666,33,0.900163666121113,-7.501363884342608e-4,-0.002727768685215494,-0.08333333333333333,-0.30303030303030304
High-Risk,HR_1277,win,879,3,0.3412969283276451,8.532423208191126e-4,0.0034129692832764505,0.25,1
High-Risk,HR_1278,loss,3103,13,0.41894940380277146,2.417015791169836e-4,6.445375443119561e-4,0.057692307692307696,0.15384615384615385
High-Risk,HR_1278,win,913,2,0.21905805038335158,0,0,0,0
High-Risk,HR_1279,loss,251,0,0,0,0,NA,NA
High-Risk,HR_1279,win,71,0,0,0,0,NA,NA
High-Risk,HR_128,loss,6235,28,0.4490777866880513,0.00545308740978348,-0.0016038492381716118,1.2142857142857142,-0.35714285714285715
High-Risk,HR_128,win,1852,4,0.21598272138228944,0.004454643628509719,0.0021598272138228943,2.0625,1
High-Risk,HR_1280,loss,20,0,0,0,0,NA,NA
High-Risk,HR_1280,win,4,0,0,0,0,NA,NA
High-Risk,HR_1281,loss,844,17,2.014218009478673,-0.00533175355450237,-0.014218009478672985,-0.2647058823529412,-0.7058823529411765
High-Risk,HR_1281,win,241,2,0.8298755186721992,0.004149377593360996,0.008298755186721992,0.5,1
High-Risk,HR_1282,loss,524,0,0,0,0,NA,NA
High-Risk,HR_1282,win,137,0,0,0,0,NA,NA
High-Risk,HR_1283,loss,88,2,2.272727272727273,0.002840909090909091,0,0.125,0
High-Risk,HR_1283,win,28,0,0,0,0,NA,NA
High-Risk,HR_1284,loss,9869,18,0.18238929982774343,2.279866247846793e-4,4.053095551727632e-4,0.125,0.2222222222222222
High-Risk,HR_1284,win,2819,7,0.24831500532103584,-8.868393047179851e-4,-0.0017736786094359701,-0.35714285714285715,-0.7142857142857143
High-Risk,HR_1285,loss,200,2,1,0.05,0.01,5,1
High-Risk,HR_1285,win,58,0,0,0,0,NA,NA
High-Risk,HR_1286,loss,429,32,7.459207459207459,0.004662004662004662,0.006993006993006993,0.0625,0.09375
High-Risk,HR_1286,win,118,0,0,0,0,NA,NA
High-Risk,HR_1287,loss,51,3,5.88235294117647,-0.0392156862745098,-0.0784313725490196,-0.6666666666666666,-1.3333333333333333
High-Risk,HR_1287,win,16,0,0,0,0,NA,NA
High-Risk,HR_1288,loss,8176,52,0.6360078277886496,1.223091976516634e-4,-2.446183953033268e-4,0.019230769230769232,-0.038461538461538464
High-Risk,HR_1288,win,2230,2,0.08968609865470852,0,0,0,0
High-Risk,HR_1289,loss,148,0,0,0,0,NA,NA
High-Risk,HR_1289,win,50,0,0,0,0,NA,NA
High-Risk,HR_129,loss,42,0,0,0,0,NA,NA
High-Risk,HR_129,win,10,0,0,0,0,NA,NA
High-Risk,HR_1290,loss,32,0,0,0,0,NA,NA
High-Risk,HR_1290,win,6,0,0,0,0,NA,NA
High-Risk,HR_1291,loss,39956,370,0.9260186204825308,0.0015329362298528379,-0.0022024226649314245,0.16554054054054054,-0.23783783783783785
High-Risk,HR_1291,win,12947,2,0.015447594037228701,-1.9309492546535876e-5,0,-0.125,0
High-Risk,HR_1292,loss,2913,10,0.3432887058015791,0.003089598352214212,0.0034328870580157913,0.9,1
High-Risk,HR_1292,win,798,0,0,0,0,NA,NA
High-Risk,HR_1293,loss,510,4,0.7843137254901961,-9.80392156862745e-4,-0.00196078431372549,-0.125,-0.25
High-Risk,HR_1293,win,144,1,0.6944444444444444,0.003472222222222222,0.006944444444444444,0.5,1
High-Risk,HR_1294,loss,89,3,3.3707865168539324,-0.0056179775280898875,-0.011235955056179775,-0.16666666666666666,-0.3333333333333333
High-Risk,HR_1294,win,27,0,0,0,0,NA,NA
High-Risk,HR_1295,loss,2470,5,0.20242914979757085,0.0010121457489878543,0.0020242914979757085,0.5,1
High-Risk,HR_1295,win,691,1,0.1447178002894356,7.23589001447178e-4,0.001447178002894356,0.5,1
High-Risk,HR_1296,loss,6329,55,0.869015642281561,3.950071101279828e-5,-0.004740085321535787,0.004545454545454545,-0.5454545454545454
High-Risk,HR_1296,win,2071,18,0.8691453404152583,0.005190729116368904,0.01110574601641719,0.5972222222222222,1.2777777777777777
High-Risk,HR_1297,loss,9011,696,7.723893019642659,-0.01700699145488847,-0.03673288203307069,-0.22018678160919541,-0.4755747126436782
High-Risk,HR_1297,win,3193,34,1.0648293141246477,0.005245850297525838,0.011274663326025681,0.49264705882352944,1.0588235294117647
High-Risk,HR_1298,loss,1666,6,0.36014405762304924,-0.0021008403361344537,-0.0024009603841536613,-0.5833333333333334,-0.6666666666666666
High-Risk,HR_1298,win,460,3,0.6521739130434783,0.004891304347826087,0,0.75,0
High-Risk,HR_1299,loss,247,5,2.0242914979757085,0.07894736842105263,0.012145748987854251,3.9,0.6
High-Risk,HR_1299,win,56,0,0,0,0,NA,NA
High-Risk,HR_13,loss,4937,73,1.4786307474174598,-6.582945108365404e-4,-0.0018229694146242657,-0.04452054794520548,-0.1232876712328767
High-Risk,HR_13,win,1258,9,0.7154213036565978,0.001987281399046105,0.005564387917329093,0.2777777777777778,0.7777777777777778
High-Risk,HR_130,loss,330,0,0,0,0,NA,NA
High-Risk,HR_130,win,112,0,0,0,0,NA,NA
High-Risk,HR_1300,loss,81,1,1.2345679012345678,0.006172839506172839,0.012345679012345678,0.5,1
High-Risk,HR_1300,win,14,0,0,0,0,NA,NA
High-Risk,HR_1301,loss,571,9,1.5761821366024518,0.0017513134851138354,0.005253940455341506,0.1111111111111111,0.3333333333333333
High-Risk,HR_1301,win,147,0,0,0,0,NA,NA
High-Risk,HR_1302,loss,9006,1,0.01110370863868532,-5.5518543193426606e-5,-1.1103708638685321e-4,-0.5,-1
High-Risk,HR_1302,win,2712,0,0,0,0,NA,NA
High-Risk,HR_1303,loss,1188,4,0.33670033670033667,-0.0012626262626262627,-0.003367003367003367,-0.375,-1
High-Risk,HR_1303,win,295,1,0.3389830508474576,-0.002542372881355932,-0.006779661016949152,-0.75,-2
High-Risk,HR_1304,loss,1560,13,0.8333333333333334,-0.0011217948717948717,-0.002564102564102564,-0.1346153846153846,-0.3076923076923077
High-Risk,HR_1304,win,469,1,0.21321961620469082,-0.0010660980810234541,-0.0021321961620469083,-0.5,-1
High-Risk,HR_1305,loss,20187,2640,13.077723287264082,-0.016149006786545798,-0.005548125030960519,-0.12348484848484849,-0.04242424242424243
High-Risk,HR_1305,win,5948,69,1.160053799596503,0.018409549428379288,0.010255548083389375,1.5869565217391304,0.8840579710144928
High-Risk,HR_1306,loss,231,10,4.329004329004329,0.007575757575757576,0.012987012987012988,0.175,0.3
High-Risk,HR_1306,win,72,0,0,0,0,NA,NA
High-Risk,HR_1307,loss,988,15,1.5182186234817814,-0.00354251012145749,-0.012145748987854251,-0.23333333333333334,-0.8
High-Risk,HR_1307,win,235,4,1.702127659574468,0.006382978723404255,0.02127659574468085,0.375,1.25
High-Risk,HR_1308,loss,119,8,6.722689075630252,0,0,0,0
High-Risk,HR_1308,win,29,0,0,0,0,NA,NA
High-Risk,HR_1309,loss,270,6,2.2222222222222223,-0.003703703703703704,-0.014814814814814815,-0.16666666666666666,-0.6666666666666666
High-Risk,HR_1309,win,80,4,5,0.0125,0.05,0.25,1
High-Risk,HR_131,loss,909,4,0.44004400440044,-8.250825082508251e-4,-0.0022002200220022,-0.1875,-0.5
High-Risk,HR_131,win,199,0,0,0,0,NA,NA
High-Risk,HR_1310,loss,2287,21,0.9182334936598164,0.018583296895496284,0.008307826847398338,2.0238095238095237,0.9047619047619048
High-Risk,HR_1310,win,762,0,0,0,0,NA,NA
High-Risk,HR_1311,loss,435,6,1.3793103448275863,-0.005172413793103448,-0.011494252873563218,-0.375,-0.8333333333333334
High-Risk,HR_1311,win,145,3,2.0689655172413794,0,0,0,0
High-Risk,HR_1312,loss,4,0,0,0,0,NA,NA
High-Risk,HR_1312,win,3,0,0,0,0,NA,NA
High-Risk,HR_1313,loss,26,0,0,0,0,NA,NA
High-Risk,HR_1313,win,6,0,0,0,0,NA,NA
High-Risk,HR_1314,loss,2677,2,0.0747104968248039,6.53716847217034e-4,0.0014942099364960778,0.875,2
High-Risk,HR_1314,win,858,0,0,0,0,NA,NA
High-Risk,HR_1315,loss,97,1,1.0309278350515463,0.05154639175257732,0.010309278350515464,5,1
High-Risk,HR_1315,win,34,0,0,0,0,NA,NA
High-Risk,HR_1316,loss,3000,52,1.7333333333333332,-0.0013333333333333333,-0.003,-0.07692307692307693,-0.17307692307692307
High-Risk,HR_1316,win,850,3,0.35294117647058826,0.003235294117647059,0.007058823529411765,0.9166666666666666,2
High-Risk,HR_1317,loss,148216,512,0.3454417876612511,0.007838222594051925,0.0014033572623738326,2.26904296875,0.40625
High-Risk,HR_1317,win,49397,2,0.004048828876247546,3.036621657185659e-4,6.073243314371319e-5,7.5,1.5
High-Risk,HR_1318,loss,2006,17,0.847457627118644,-0.00211864406779661,-0.0024925224327018943,-0.25,-0.29411764705882354
High-Risk,HR_1318,win,434,3,0.6912442396313364,0.024193548387096774,0.009216589861751152,3.5,1.3333333333333333
High-Risk,HR_1319,loss,1840,77,4.184782608695652,0.00421195652173913,-0.003260869565217391,0.10064935064935066,-0.07792207792207792
High-Risk,HR_1319,win,627,17,2.711323763955343,-0.003987240829346092,0.004784688995215311,-0.14705882352941177,0.17647058823529413
High-Risk,HR_132,loss,11043,39,0.35316490084216245,-6.112469437652811e-4,-0.0014488816444806665,-0.17307692307692307,-0.41025641025641024
High-Risk,HR_132,win,3144,0,0,0,0,NA,NA
High-Risk,HR_1320,loss,104,0,0,0,0,NA,NA
High-Risk,HR_1320,win,26,0,0,0,0,NA,NA
High-Risk,HR_1321,loss,1342,29,2.1609538002980626,-0.0020491803278688526,-0.005216095380029807,-0.09482758620689655,-0.2413793103448276
High-Risk,HR_1321,win,435,4,0.9195402298850575,0.0022988505747126436,0.004597701149425287,0.25,0.5
High-Risk,HR_1322,loss,6505,39,0.5995388162951576,-0.0014604150653343582,-0.005226748654880861,-0.24358974358974358,-0.8717948717948718
High-Risk,HR_1322,win,1477,4,0.2708192281651997,6.770480704129993e-4,0.002708192281651997,0.25,1
High-Risk,HR_1323,loss,3474,162,4.66321243523316,0.04907887161773172,0.014392630972941854,1.0524691358024691,0.30864197530864196
High-Risk,HR_1323,win,1087,9,0.8279668813247469,0.018859245630174794,0.010119595216191352,2.2777777777777777,1.2222222222222223
High-Risk,HR_1324,loss,1034,3,0.2901353965183753,-4.8355899419729207e-4,-9.671179883945841e-4,-0.16666666666666666,-0.3333333333333333
High-Risk,HR_1324,win,300,0,0,0,0,NA,NA
High-Risk,HR_1325,loss,10354,25,0.24145257871354067,0.001835039598222909,0.0027042688815916553,0.76,1.12
High-Risk,HR_1325,win,3350,1,0.029850746268656716,0.0029850746268656717,5.970149253731343e-4,10,2
High-Risk,HR_1326,loss,125,0,0,0,0,NA,NA
High-Risk,HR_1326,win,27,0,0,0,0,NA,NA
High-Risk,HR_1327,loss,6923,202,2.9178101978910878,0.0031417015744619387,-0.0021666907410082333,0.10767326732673267,-0.07425742574257425
High-Risk,HR_1327,win,1938,11,0.5675954592363261,0.0020639834881320948,0.0041279669762641896,0.36363636363636365,0.7272727272727273
High-Risk,HR_1328,loss,323,9,2.786377708978328,-0.09520123839009288,-0.043343653250773995,-3.4166666666666665,-1.5555555555555556
High-Risk,HR_1328,win,81,0,0,0,0,NA,NA
High-Risk,HR_1329,loss,132,1,0.7575757575757576,-0.005681818181818182,-0.015151515151515152,-0.75,-2
High-Risk,HR_1329,win,39,1,2.564102564102564,0.01282051282051282,0.02564102564102564,0.5,1
High-Risk,HR_133,loss,99,5,5.05050505050505,0.15151515151515152,0.030303030303030304,3,0.6
High-Risk,HR_133,win,25,0,0,0,0,NA,NA
High-Risk,HR_1330,loss,966,22,2.2774327122153206,0.0012939958592132505,0.0010351966873706003,0.056818181818181816,0.045454545454545456
High-Risk,HR_1330,win,278,0,0,0,0,NA,NA
High-Risk,HR_1331,loss,31,0,0,0,0,NA,NA
High-Risk,HR_1331,win,8,0,0,0,0,NA,NA
High-Risk,HR_1332,loss,3,0,0,0,0,NA,NA
High-Risk,HR_1333,loss,224,0,0,0,0,NA,NA
High-Risk,HR_1333,win,50,0,0,0,0,NA,NA
High-Risk,HR_1334,loss,437,17,3.8901601830663615,0.004576659038901602,-0.016018306636155607,0.11764705882352941,-0.4117647058823529
High-Risk,HR_1334,win,102,2,1.9607843137254901,0.007352941176470588,0.0196078431372549,0.375,1
High-Risk,HR_1335,loss,1614,126,7.806691449814126,0.02509293680297398,0.02292441140024783,0.32142857142857145,0.29365079365079366
High-Risk,HR_1335,win,474,6,1.2658227848101267,-0.047995780590717296,-0.03375527426160337,-3.7916666666666665,-2.6666666666666665
High-Risk,HR_1336,loss,5012,9,0.17956903431763765,5.48683160415004e-4,3.9904229848363923e-4,0.3055555555555556,0.2222222222222222
High-Risk,HR_1336,win,1428,0,0,0,0,NA,NA
High-Risk,HR_1337,loss,398,2,0.5025125628140703,-0.001256281407035176,-0.005025125628140704,-0.25,-1
High-Risk,HR_1337,win,99,1,1.0101010101010102,0.0025252525252525255,0.010101010101010102,0.25,1
High-Risk,HR_1338,loss,62,1,1.6129032258064515,-0.16129032258064516,-0.03225806451612903,-10,-2
High-Risk,HR_1338,win,14,1,7.142857142857142,0.7142857142857143,0.14285714285714285,10,2
High-Risk,HR_1339,loss,7613,314,4.124523840798633,-0.007323000131354262,-0.012347300669906738,-0.17754777070063693,-0.29936305732484075
High-Risk,HR_1339,win,2554,11,0.4306969459671104,0.00538371182458888,0.005090054815974941,1.25,1.1818181818181819
High-Risk,HR_134,loss,42,1,2.380952380952381,-0.011904761904761904,-0.023809523809523808,-0.5,-1
High-Risk,HR_134,win,14,0,0,0,0,NA,NA
High-Risk,HR_1340,loss,4861,97,1.9954741822670232,0.006891586093396421,0.0030857848179386958,0.34536082474226804,0.15463917525773196
High-Risk,HR_1340,win,1315,3,0.22813688212927757,0.0011406844106463879,0.0022813688212927757,0.5,1
High-Risk,HR_1341,loss,20,0,0,0,0,NA,NA
High-Risk,HR_1341,win,5,0,0,0,0,NA,NA
High-Risk,HR_1342,loss,13594,67,0.4928644990436958,7.356186552890981e-4,0.002795350890098573,0.14925373134328357,0.5671641791044776
High-Risk,HR_1342,win,4129,6,0.1453136352627755,4.238314361830952e-4,0.001453136352627755,0.2916666666666667,1
High-Risk,HR_1343,loss,14811,197,1.330092498818446,0.0024137465397339815,0.0011477955573560193,0.1814720812182741,0.08629441624365482
High-Risk,HR_1343,win,4635,4,0.08629989212513485,0,0,0,0
High-Risk,HR_1344,loss,4060,10,0.24630541871921183,0.0018472906403940886,0.003694581280788177,0.75,1.5
High-Risk,HR_1344,win,1335,0,0,0,0,NA,NA
High-Risk,HR_1345,loss,1508,2,0.1326259946949602,0.009946949602122016,0.001989389920424403,7.5,1.5
High-Risk,HR_1345,win,421,1,0.23752969121140144,0.011876484560570071,0.0023752969121140144,5,1
High-Risk,HR_1346,loss,740,8,1.0810810810810811,0.0010135135135135136,0.0013513513513513514,0.09375,0.125
High-Risk,HR_1346,win,208,0,0,0,0,NA,NA
High-Risk,HR_1347,loss,201,0,0,0,0,NA,NA
High-Risk,HR_1347,win,37,0,0,0,0,NA,NA
High-Risk,HR_1348,loss,230,5,2.1739130434782608,0.0010869565217391304,0.004347826086956522,0.05,0.2
High-Risk,HR_1348,win,62,1,1.6129032258064515,0.016129032258064516,0.03225806451612903,1,2
High-Risk,HR_1349,loss,39,3,7.6923076923076925,0.1282051282051282,0.02564102564102564,1.6666666666666667,0.3333333333333333
High-Risk,HR_1349,win,7,1,14.285714285714285,0.35714285714285715,0.14285714285714285,2.5,1
High-Risk,HR_135,loss,34805,557,1.6003447780491307,5.674472058612273e-4,-0.0033041229708375233,0.035457809694793535,-0.20646319569120286
High-Risk,HR_135,win,11108,104,0.9362621534029528,0.034232084983795465,0.008552394670507743,3.65625,0.9134615384615384
High-Risk,HR_1350,loss,1382,0,0,0,0,NA,NA
High-Risk,HR_1350,win,408,0,0,0,0,NA,NA
High-Risk,HR_1351,loss,625,9,1.44,-0.006,-0.0144,-0.4166666666666667,-1
High-Risk,HR_1351,win,172,0,0,0,0,NA,NA
High-Risk,HR_1352,loss,2423,19,0.7841518778373916,0.0017540239372678499,0.006190672719768881,0.2236842105263158,0.7894736842105263
High-Risk,HR_1352,win,730,4,0.547945205479452,0,0,0,0
High-Risk,HR_1353,loss,140,11,7.857142857142857,0.026785714285714284,0.06428571428571428,0.3409090909090909,0.8181818181818182
High-Risk,HR_1353,win,47,1,2.127659574468085,0.005319148936170213,0.02127659574468085,0.25,1
High-Risk,HR_1354,loss,39,0,0,0,0,NA,NA
High-Risk,HR_1354,win,8,0,0,0,0,NA,NA
High-Risk,HR_1355,loss,5459,29,0.5312328265250046,0.0028851437992306285,0.002198204799413812,0.5431034482758621,0.41379310344827586
High-Risk,HR_1355,win,1716,4,0.2331002331002331,0.0017482517482517483,0.0011655011655011655,0.75,0.5
High-Risk,HR_1356,loss,40818,10,0.024498995541182813,-1.2249497770591404e-5,-7.349698662354843e-5,-0.05,-0.3
High-Risk,HR_1356,win,11338,2,0.01763979537837361,-4.4099488445934035e-5,-8.819897689186807e-5,-0.25,-0.5
High-Risk,HR_1357,loss,8772,52,0.5927952576379389,-2.8499772001823985e-5,-1.1399908800729594e-4,-0.004807692307692308,-0.019230769230769232
High-Risk,HR_1357,win,2596,0,0,0,0,NA,NA
High-Risk,HR_1358,loss,1164,46,3.951890034364261,-0.00622852233676976,-0.015463917525773196,-0.15760869565217392,-0.391304347826087
High-Risk,HR_1358,win,353,1,0.28328611898017,0.00141643059490085,0.0028328611898017,0.5,1
High-Risk,HR_1359,loss,417,61,14.628297362110313,-0.2170263788968825,-0.14628297362110312,-1.4836065573770492,-1
High-Risk,HR_1359,win,140,60,42.857142857142854,0.6428571428571429,0.42857142857142855,1.5,1
High-Risk,HR_136,loss,16,1,6.25,-0.0625,-0.125,-1,-2
High-Risk,HR_136,win,1,0,0,0,0,NA,NA
High-Risk,HR_1360,loss,214,1,0.46728971962616817,-0.0011682242990654205,-0.004672897196261682,-0.25,-1
High-Risk,HR_1360,win,57,0,0,0,0,NA,NA
High-Risk,HR_1361,loss,2515,8,0.31809145129224653,-5.964214711729623e-4,-0.002385685884691849,-0.1875,-0.75
High-Risk,HR_1361,win,738,0,0,0,0,NA,NA
High-Risk,HR_1362,loss,14386,471,3.2740164048380374,0.0018594466842763798,0.0019463367162519114,0.056794055201698515,0.059447983014861996
High-Risk,HR_1362,win,4735,9,0.1900739176346357,0.0027455121436114043,0.0029567053854276664,1.4444444444444444,1.5555555555555556
High-Risk,HR_1363,loss,1016,1,0.09842519685039369,0.002952755905511811,0.001968503937007874,3,2
High-Risk,HR_1363,win,309,0,0,0,0,NA,NA
High-Risk,HR_1364,loss,107,1,0.9345794392523363,-0.002336448598130841,-0.009345794392523364,-0.25,-1
High-Risk,HR_1364,win,31,0,0,0,0,NA,NA
High-Risk,HR_1365,loss,194,1,0.5154639175257731,0.001288659793814433,0.005154639175257732,0.25,1
High-Risk,HR_1365,win,67,0,0,0,0,NA,NA
High-Risk,HR_1366,loss,30521,1038,3.400937059729367,5.733757085285542e-4,0.0011795157432587398,0.016859344894026976,0.03468208092485549
High-Risk,HR_1366,win,9937,16,0.16101439066116535,6.792794606017913e-4,0.0016101439066116534,0.421875,1
High-Risk,HR_1367,loss,775,5,0.6451612903225806,-0.001935483870967742,-0.005161290322580645,-0.3,-0.8
High-Risk,HR_1367,win,208,3,1.4423076923076923,0.002403846153846154,0.004807692307692308,0.16666666666666666,0.3333333333333333
High-Risk,HR_1368,loss,15,0,0,0,0,NA,NA
High-Risk,HR_1368,win,1,0,0,0,0,NA,NA
High-Risk,HR_1369,loss,23472,161,0.6859236537150647,0.0011929107021131562,0.0015337423312883436,0.17391304347826086,0.2236024844720497
High-Risk,HR_1369,win,7815,2,0.02559181062060141,2.559181062060141e-4,5.118362124120282e-4,1,2
High-Risk,HR_137,loss,26,1,3.8461538461538463,0.019230769230769232,0.038461538461538464,0.5,1
High-Risk,HR_137,win,3,0,0,0,0,NA,NA
High-Risk,HR_1370,loss,352,2,0.5681818181818182,-0.0035511363636363635,-0.008522727272727272,-0.625,-1.5
High-Risk,HR_1370,win,88,2,2.272727272727273,0,0,0,0
High-Risk,HR_1371,loss,966,1,0.10351966873706005,0.007763975155279503,0.002070393374741201,7.5,2
High-Risk,HR_1371,win,332,2,0.6024096385542169,0,0,0,0
High-Risk,HR_1372,loss,571,10,1.7513134851138354,0,0,0,0
High-Risk,HR_1372,win,163,1,0.6134969325153374,0.0015337423312883436,0.006134969325153374,0.25,1
High-Risk,HR_1373,loss,170,1,0.5882352941176471,0.0029411764705882353,0.0058823529411764705,0.5,1
High-Risk,HR_1373,win,66,0,0,0,0,NA,NA
High-Risk,HR_1374,loss,31,0,0,0,0,NA,NA
High-Risk,HR_1374,win,8,0,0,0,0,NA,NA
High-Risk,HR_1375,loss,91,2,2.197802197802198,-0.005494505494505495,-0.02197802197802198,-0.25,-1
High-Risk,HR_1375,win,22,0,0,0,0,NA,NA
High-Risk,HR_1376,loss,265,19,7.169811320754717,-0.05849056603773585,-0.033962264150943396,-0.8157894736842105,-0.47368421052631576
High-Risk,HR_1376,win,57,2,3.508771929824561,0.30701754385964913,0.07017543859649122,8.75,2
High-Risk,HR_1377,loss,315,4,1.2698412698412698,0,0,0,0
High-Risk,HR_1377,win,84,0,0,0,0,NA,NA
High-Risk,HR_1378,loss,573,7,1.2216404886561953,0.007853403141361256,0.008726003490401396,0.6428571428571429,0.7142857142857143
High-Risk,HR_1378,win,152,2,1.3157894736842104,0.05263157894736842,0.019736842105263157,4,1.5
High-Risk,HR_1379,loss,107,3,2.803738317757009,-0.014018691588785047,-0.028037383177570093,-0.5,-1
High-Risk,HR_1379,win,18,0,0,0,0,NA,NA
High-Risk,HR_138,loss,47,2,4.25531914893617,-0.02127659574468085,-0.06382978723404255,-0.5,-1.5
High-Risk,HR_138,win,6,1,16.666666666666664,-0.08333333333333333,-0.16666666666666666,-0.5,-1
High-Risk,HR_1380,loss,60111,1106,1.8399294638252566,-0.00950325231654772,-0.013774517143284924,-0.516500904159132,-0.7486437613019892
High-Risk,HR_1380,win,19954,8,0.04009221208780195,2.505763255487621e-4,5.512679162072767e-4,0.625,1.375
High-Risk,HR_1381,loss,253,0,0,0,0,NA,NA
High-Risk,HR_1381,win,32,0,0,0,0,NA,NA
High-Risk,HR_1382,loss,559,0,0,0,0,NA,NA
High-Risk,HR_1382,win,172,0,0,0,0,NA,NA
High-Risk,HR_1383,loss,17,0,0,0,0,NA,NA
High-Risk,HR_1383,win,4,0,0,0,0,NA,NA
High-Risk,HR_1384,loss,9953,167,1.677886064503165,-4.01888877725309e-4,-0.0026122777052145084,-0.023952095808383235,-0.15568862275449102
High-Risk,HR_1384,win,3171,2,0.06307158625039419,9.46073793755913e-4,6.30715862503942e-4,1.5,1
High-Risk,HR_1385,loss,3112,56,1.7994858611825193,-0.005302056555269923,-0.014460154241645245,-0.29464285714285715,-0.8035714285714286
High-Risk,HR_1385,win,741,1,0.1349527665317139,0.004048582995951417,0.002699055330634278,3,2
High-Risk,HR_1386,loss,251,0,0,0,0,NA,NA
High-Risk,HR_1386,win,88,0,0,0,0,NA,NA
High-Risk,HR_1387,loss,1550,21,1.3548387096774193,0.005,0.012258064516129033,0.36904761904761907,0.9047619047619048
High-Risk,HR_1387,win,426,0,0,0,0,NA,NA
High-Risk,HR_1388,loss,1747,3,0.17172295363480253,-0.001001717229536348,-0.0022896393817973667,-0.5833333333333334,-1.3333333333333333
High-Risk,HR_1388,win,556,1,0.1798561151079137,4.496402877697842e-4,0.0017985611510791368,0.25,1
High-Risk,HR_1389,loss,16057,198,1.233107056112599,9.03032945132964e-4,-4.982250731768079e-4,0.07323232323232323,-0.04040404040404041
High-Risk,HR_1389,win,5616,1,0.017806267806267807,-4.4515669515669517e-4,-1.7806267806267807e-4,-2.5,-1
High-Risk,HR_139,loss,111,1,0.9009009009009009,-0.0045045045045045045,-0.009009009009009009,-0.5,-1
High-Risk,HR_139,win,45,0,0,0,0,NA,NA
High-Risk,HR_1390,loss,38,0,0,0,0,NA,NA
High-Risk,HR_1390,win,16,0,0,0,0,NA,NA
High-Risk,HR_1391,loss,4738,33,0.6964964119881807,-0.003799071338117349,-0.006120726044744618,-0.5454545454545454,-0.8787878787878788
