group,id_player,round_pos,total_count,win_count,win_prob
High-Risk,HR_1554,end,19,0,0
High-Risk,HR_1555,overall,85,20,23.52941176470588
High-Risk,HR_1555,end,4,0,0
High-Risk,HR_1556,overall,19,3,15.789473684210526
High-Risk,HR_1556,end,1,0,0
High-Risk,HR_1557,overall,6514,1464,22.474669941664107
High-Risk,HR_1557,end,103,2,1.9417475728155338
High-Risk,HR_1558,overall,21,4,19.047619047619047
High-Risk,HR_1558,end,1,0,0
High-Risk,HR_1559,overall,162,45,27.77777777777778
High-Risk,HR_1559,end,5,0,0
High-Risk,HR_156,overall,609,145,23.809523809523807
High-Risk,HR_156,end,9,0,0
High-Risk,HR_1560,overall,517,128,24.758220502901356
High-Risk,HR_1560,end,8,0,0
High-Risk,HR_1561,overall,29,2,6.896551724137931
High-Risk,HR_1561,end,2,0,0
High-Risk,HR_1562,overall,4544,1085,23.87764084507042
High-Risk,HR_1562,end,74,0,0
High-Risk,HR_1563,overall,59518,14877,24.995799590039987
High-Risk,HR_1563,end,82,4,4.878048780487805
High-Risk,HR_1564,overall,734,148,20.16348773841962
High-Risk,HR_1564,end,25,0,0
High-Risk,HR_1565,overall,246,53,21.544715447154474
High-Risk,HR_1565,end,5,0,0
High-Risk,HR_1566,overall,330,94,28.484848484848484
High-Risk,HR_1566,end,1,0,0
High-Risk,HR_1567,overall,1624,374,23.029556650246306
High-Risk,HR_1567,end,16,2,12.5
High-Risk,HR_1568,overall,2324,569,24.483648881239244
High-Risk,HR_1568,end,20,2,10
High-Risk,HR_1569,overall,267,47,17.60299625468165
High-Risk,HR_1569,end,3,0,0
High-Risk,HR_157,overall,810,187,23.08641975308642
High-Risk,HR_157,end,6,0,0
High-Risk,HR_1570,overall,67,16,23.88059701492537
High-Risk,HR_1570,end,1,0,0
High-Risk,HR_1571,overall,1422,258,18.143459915611814
High-Risk,HR_1571,end,33,0,0
High-Risk,HR_1572,overall,39,3,7.6923076923076925
High-Risk,HR_1572,end,2,0,0
High-Risk,HR_1573,overall,21,1,4.761904761904762
High-Risk,HR_1573,end,1,0,0
High-Risk,HR_1574,overall,29,2,6.896551724137931
High-Risk,HR_1574,end,1,0,0
High-Risk,HR_1575,overall,19,3,15.789473684210526
High-Risk,HR_1575,end,1,0,0
High-Risk,HR_1576,overall,884,203,22.963800904977376
High-Risk,HR_1576,end,16,0,0
High-Risk,HR_1577,overall,332,67,20.180722891566266
High-Risk,HR_1577,end,10,1,10
High-Risk,HR_1578,overall,40,6,15
High-Risk,HR_1578,end,1,0,0
High-Risk,HR_1579,overall,63,11,17.46031746031746
High-Risk,HR_1579,end,1,0,0
High-Risk,HR_158,overall,4399,1161,26.392361900431915
High-Risk,HR_158,end,40,4,10
High-Risk,HR_1580,overall,822,190,23.114355231143552
High-Risk,HR_1580,end,3,0,0
High-Risk,HR_1581,overall,5027,1163,23.13507061865924
High-Risk,HR_1581,end,93,4,4.301075268817205
High-Risk,HR_1582,overall,10580,2471,23.35538752362949
High-Risk,HR_1582,end,88,2,2.272727272727273
High-Risk,HR_1583,overall,412,103,25
High-Risk,HR_1583,end,5,0,0
High-Risk,HR_1584,overall,5054,1071,21.191135734072024
High-Risk,HR_1584,end,56,0,0
High-Risk,HR_1585,overall,779,205,26.31578947368421
High-Risk,HR_1585,end,23,1,4.3478260869565215
High-Risk,HR_1586,overall,32181,7552,23.4672632920046
High-Risk,HR_1586,end,325,3,0.9230769230769231
High-Risk,HR_1587,overall,2067,449,21.722302854378324
High-Risk,HR_1587,end,39,1,2.564102564102564
High-Risk,HR_1588,overall,1974,470,23.809523809523807
High-Risk,HR_1588,end,21,2,9.523809523809524
High-Risk,HR_1589,overall,485,103,21.237113402061855
High-Risk,HR_1589,end,8,0,0
High-Risk,HR_159,overall,13474,3091,22.94047795754787
High-Risk,HR_159,end,129,5,3.875968992248062
High-Risk,HR_1590,overall,11304,2577,22.79723991507431
High-Risk,HR_1590,end,95,3,3.1578947368421053
High-Risk,HR_1591,overall,249,59,23.694779116465863
High-Risk,HR_1591,end,3,0,0
High-Risk,HR_1592,overall,8,0,0
High-Risk,HR_1592,end,1,0,0
High-Risk,HR_1593,overall,4282,993,23.190098085007005
High-Risk,HR_1593,end,18,0,0
High-Risk,HR_1594,overall,410,79,19.26829268292683
High-Risk,HR_1594,end,4,0,0
High-Risk,HR_1595,overall,12924,2606,20.164035902197462
High-Risk,HR_1595,end,129,11,8.527131782945736
High-Risk,HR_1596,overall,236,68,28.8135593220339
High-Risk,HR_1596,end,2,0,0
High-Risk,HR_1597,overall,4079,1043,25.56999264525619
High-Risk,HR_1597,end,97,1,1.0309278350515463
High-Risk,HR_1598,overall,718,176,24.512534818941504
High-Risk,HR_1598,end,5,0,0
High-Risk,HR_1599,overall,5171,894,17.28872558499323
High-Risk,HR_1599,end,64,5,7.8125
High-Risk,HR_16,overall,10692,2433,22.75533108866442
High-Risk,HR_16,end,54,1,1.8518518518518516
High-Risk,HR_160,overall,210,49,23.333333333333332
High-Risk,HR_160,end,1,0,0
High-Risk,HR_1600,overall,552,118,21.3768115942029
High-Risk,HR_1600,end,13,0,0
High-Risk,HR_1601,overall,2844,606,21.308016877637133
High-Risk,HR_1601,end,40,0,0
High-Risk,HR_1602,overall,10782,2546,23.613429790391393
High-Risk,HR_1602,end,491,3,0.6109979633401221
High-Risk,HR_1603,overall,1600,376,23.5
High-Risk,HR_1603,end,48,10,20.833333333333336
High-Risk,HR_1604,overall,143785,35255,24.519247487568244
High-Risk,HR_1604,end,893,14,1.5677491601343785
High-Risk,HR_1605,overall,58,15,25.862068965517242
High-Risk,HR_1605,end,2,0,0
High-Risk,HR_1606,overall,24731,5630,22.764950871376005
High-Risk,HR_1606,end,265,0,0
High-Risk,HR_1607,overall,89632,20319,22.66935915744377
High-Risk,HR_1607,end,610,0,0
High-Risk,HR_1608,overall,718,179,24.930362116991645
High-Risk,HR_1608,end,12,0,0
High-Risk,HR_1609,overall,436,96,22.018348623853214
High-Risk,HR_1609,end,31,3,9.67741935483871
High-Risk,HR_161,overall,45863,10979,23.938686958986548
High-Risk,HR_161,end,479,2,0.41753653444676403
High-Risk,HR_1610,overall,31110,6900,22.179363548698166
High-Risk,HR_1610,end,397,4,1.0075566750629723
High-Risk,HR_1611,overall,6708,1627,24.254621347644605
High-Risk,HR_1611,end,148,3,2.027027027027027
High-Risk,HR_1612,overall,1190,282,23.697478991596636
High-Risk,HR_1612,end,13,0,0
High-Risk,HR_1613,overall,4518,1082,23.94864984506419
High-Risk,HR_1613,end,49,0,0
High-Risk,HR_1614,overall,11604,2455,21.156497759393314
High-Risk,HR_1614,end,95,0,0
High-Risk,HR_1615,overall,19257,4750,24.66635509165498
High-Risk,HR_1615,end,219,2,0.91324200913242
High-Risk,HR_1616,overall,432,86,19.90740740740741
High-Risk,HR_1616,end,15,0,0
High-Risk,HR_1617,overall,1457,314,21.551132463967054
High-Risk,HR_1617,end,82,2,2.4390243902439024
High-Risk,HR_1618,overall,2238,558,24.932975871313673
High-Risk,HR_1618,end,30,5,16.666666666666664
High-Risk,HR_1619,overall,1055,243,23.033175355450236
High-Risk,HR_1619,end,35,0,0
High-Risk,HR_162,overall,5675,1277,22.502202643171806
High-Risk,HR_162,end,47,1,2.127659574468085
High-Risk,HR_1620,overall,2912,661,22.699175824175825
High-Risk,HR_1620,end,18,3,16.666666666666664
High-Risk,HR_1621,overall,1058,252,23.81852551984877
High-Risk,HR_1621,end,21,1,4.761904761904762
High-Risk,HR_1622,overall,86,23,26.744186046511626
High-Risk,HR_1622,end,1,0,0
High-Risk,HR_1623,overall,66,10,15.151515151515152
High-Risk,HR_1623,end,1,0,0
High-Risk,HR_1624,overall,71,16,22.535211267605636
High-Risk,HR_1624,end,1,0,0
High-Risk,HR_1625,overall,3603,942,26.144879267277272
High-Risk,HR_1625,end,45,0,0
High-Risk,HR_1626,overall,41453,9706,23.414469399078474
High-Risk,HR_1626,end,359,1,0.2785515320334262
High-Risk,HR_1627,overall,5869,1217,20.736070880899643
High-Risk,HR_1627,end,66,1,1.5151515151515151
High-Risk,HR_1628,overall,110963,26861,24.207168155150814
High-Risk,HR_1628,end,527,22,4.174573055028463
High-Risk,HR_1629,overall,926,207,22.354211663066955
High-Risk,HR_1629,end,6,0,0
High-Risk,HR_163,overall,976,163,16.700819672131146
High-Risk,HR_163,end,11,0,0
High-Risk,HR_1630,overall,906,210,23.178807947019866
High-Risk,HR_1630,end,15,0,0
High-Risk,HR_1631,overall,2732,609,22.291361639824306
High-Risk,HR_1631,end,37,0,0
High-Risk,HR_1632,overall,3893,779,20.010274852299
High-Risk,HR_1632,end,136,2,1.4705882352941175
High-Risk,HR_1633,overall,698,140,20.057306590257877
High-Risk,HR_1633,end,11,0,0
High-Risk,HR_1634,overall,956,208,21.75732217573222
High-Risk,HR_1634,end,6,0,0
High-Risk,HR_1635,overall,3200,660,20.625
High-Risk,HR_1635,end,11,1,9.090909090909092
High-Risk,HR_1636,overall,7014,1575,22.45508982035928
High-Risk,HR_1636,end,81,1,1.2345679012345678
High-Risk,HR_1637,overall,1394,361,25.896700143472025
High-Risk,HR_1637,end,29,0,0
High-Risk,HR_1638,overall,45,12,26.666666666666668
High-Risk,HR_1638,end,1,0,0
High-Risk,HR_1639,overall,73,18,24.65753424657534
High-Risk,HR_1639,end,2,0,0
High-Risk,HR_164,overall,93,12,12.903225806451612
High-Risk,HR_164,end,1,0,0
High-Risk,HR_1640,overall,252,53,21.03174603174603
High-Risk,HR_1640,end,7,0,0
High-Risk,HR_1641,overall,36,4,11.11111111111111
High-Risk,HR_1641,end,5,0,0
High-Risk,HR_1642,overall,12,1,8.333333333333332
High-Risk,HR_1642,end,1,0,0
High-Risk,HR_1643,overall,8368,1905,22.76529636711281
High-Risk,HR_1643,end,65,1,1.5384615384615385
High-Risk,HR_1644,overall,10467,2524,24.11388172351199
High-Risk,HR_1644,end,288,9,3.125
High-Risk,HR_1645,overall,5787,1387,23.96751339208571
High-Risk,HR_1645,end,71,1,1.4084507042253522
High-Risk,HR_1646,overall,29,4,13.793103448275861
High-Risk,HR_1646,end,1,0,0
High-Risk,HR_1647,overall,32049,7020,21.903959561920807
High-Risk,HR_1647,end,362,0,0
High-Risk,HR_1648,overall,55,12,21.818181818181817
High-Risk,HR_1648,end,1,0,0
High-Risk,HR_1649,overall,98,18,18.367346938775512
High-Risk,HR_1649,end,4,0,0
High-Risk,HR_165,overall,348,82,23.563218390804597
High-Risk,HR_165,end,7,1,14.285714285714285
High-Risk,HR_1650,overall,17,3,17.647058823529413
High-Risk,HR_1650,end,1,0,0
High-Risk,HR_1651,overall,48755,11919,24.446723412983285
High-Risk,HR_1651,end,704,16,2.272727272727273
High-Risk,HR_1652,overall,953,220,23.084994753410285
High-Risk,HR_1652,end,50,0,0
High-Risk,HR_1653,overall,206,45,21.844660194174757
High-Risk,HR_1653,end,5,0,0
High-Risk,HR_1654,overall,11,1,9.090909090909092
High-Risk,HR_1654,end,2,0,0
High-Risk,HR_1655,overall,1133,250,22.06531332744925
High-Risk,HR_1655,end,9,1,11.11111111111111
High-Risk,HR_1656,overall,9662,2068,21.403436141585594
High-Risk,HR_1656,end,57,1,1.7543859649122806
High-Risk,HR_1657,overall,13571,3305,24.353400633704222
High-Risk,HR_1657,end,139,5,3.5971223021582732
High-Risk,HR_1658,overall,10579,2530,23.915303903960677
High-Risk,HR_1658,end,142,0,0
High-Risk,HR_1659,overall,28524,7080,24.821203197307533
High-Risk,HR_1659,end,277,11,3.9711191335740073
High-Risk,HR_166,overall,48,7,14.583333333333334
High-Risk,HR_166,end,2,0,0
High-Risk,HR_1660,overall,2929,681,23.250256060088766
High-Risk,HR_1660,end,20,0,0
High-Risk,HR_1661,overall,8392,2018,24.046711153479507
High-Risk,HR_1661,end,138,0,0
High-Risk,HR_1662,overall,80,17,21.25
High-Risk,HR_1662,end,2,0,0
High-Risk,HR_1663,overall,39,8,20.51282051282051
High-Risk,HR_1663,end,2,0,0
High-Risk,HR_1664,overall,1631,355,21.76578786020846
High-Risk,HR_1664,end,19,0,0
High-Risk,HR_1665,overall,22906,5626,24.561250327425128
High-Risk,HR_1665,end,260,4,1.5384615384615385
High-Risk,HR_1666,overall,1064,232,21.804511278195488
High-Risk,HR_1666,end,8,0,0
High-Risk,HR_1667,overall,35,9,25.71428571428571
High-Risk,HR_1667,end,1,0,0
High-Risk,HR_1668,overall,17,2,11.76470588235294
High-Risk,HR_1668,end,2,0,0
High-Risk,HR_1669,overall,594,112,18.855218855218855
High-Risk,HR_1669,end,14,0,0
High-Risk,HR_167,overall,3817,1002,26.250982446947862
High-Risk,HR_167,end,64,1,1.5625
High-Risk,HR_1670,overall,6815,1423,20.880410858400587
High-Risk,HR_1670,end,41,4,9.75609756097561
High-Risk,HR_1671,overall,372,65,17.473118279569892
High-Risk,HR_1671,end,4,0,0
High-Risk,HR_1672,overall,3207,786,24.5088868101029
High-Risk,HR_1672,end,40,0,0
High-Risk,HR_1673,overall,216,43,19.90740740740741
High-Risk,HR_1673,end,6,0,0
High-Risk,HR_1674,overall,1164,268,23.02405498281787
High-Risk,HR_1674,end,6,0,0
High-Risk,HR_1675,overall,3671,797,21.710705529828385
High-Risk,HR_1675,end,46,0,0
High-Risk,HR_1676,overall,7397,1693,22.887657158307423
High-Risk,HR_1676,end,86,1,1.1627906976744187
High-Risk,HR_1677,overall,11422,2451,21.458588688495887
High-Risk,HR_1677,end,86,4,4.651162790697675
High-Risk,HR_1678,overall,2464,648,26.2987012987013
High-Risk,HR_1678,end,23,0,0
High-Risk,HR_1679,overall,688,129,18.75
High-Risk,HR_1679,end,19,1,5.263157894736842
High-Risk,HR_168,overall,36,10,27.77777777777778
High-Risk,HR_168,end,2,0,0
High-Risk,HR_1680,overall,4571,931,20.367534456355283
High-Risk,HR_1680,end,29,2,6.896551724137931
High-Risk,HR_1681,overall,883,231,26.160815402038505
High-Risk,HR_1681,end,13,2,15.384615384615385
High-Risk,HR_1682,overall,5944,1297,21.820323014804845
High-Risk,HR_1682,end,164,40,24.390243902439025
High-Risk,HR_1683,overall,158,39,24.68354430379747
High-Risk,HR_1683,end,5,1,20
High-Risk,HR_1684,overall,65,12,18.461538461538463
High-Risk,HR_1684,end,1,1,100
High-Risk,HR_1685,overall,2663,627,23.54487420202779
High-Risk,HR_1685,end,71,0,0
High-Risk,HR_1686,overall,20,4,20
High-Risk,HR_1686,end,1,0,0
High-Risk,HR_1687,overall,614,135,21.986970684039086
High-Risk,HR_1687,end,4,0,0
High-Risk,HR_1688,overall,9,3,33.33333333333333
High-Risk,HR_1688,end,1,0,0
High-Risk,HR_1689,overall,1741,417,23.95175186674325
High-Risk,HR_1689,end,26,0,0
High-Risk,HR_169,overall,110,22,20
High-Risk,HR_169,end,4,0,0
High-Risk,HR_1690,overall,779,171,21.951219512195124
High-Risk,HR_1690,end,38,0,0
High-Risk,HR_1691,overall,434,92,21.19815668202765
High-Risk,HR_1691,end,9,0,0
High-Risk,HR_1692,overall,359,72,20.055710306406684
High-Risk,HR_1692,end,7,1,14.285714285714285
High-Risk,HR_1693,overall,333,83,24.924924924924923
High-Risk,HR_1693,end,5,0,0
High-Risk,HR_1694,overall,208,55,26.442307692307693
High-Risk,HR_1694,end,4,0,0
High-Risk,HR_1695,overall,8363,1906,22.79086452230061
High-Risk,HR_1695,end,36,0,0
High-Risk,HR_1696,overall,43,13,30.23255813953488
High-Risk,HR_1696,end,1,0,0
High-Risk,HR_1697,overall,4,0,0
High-Risk,HR_1697,end,1,0,0
High-Risk,HR_1698,overall,340,59,17.352941176470587
High-Risk,HR_1698,end,7,0,0
High-Risk,HR_1699,overall,111,19,17.117117117117118
High-Risk,HR_1699,end,6,1,16.666666666666664
High-Risk,HR_17,overall,2279,546,23.95787626151821
High-Risk,HR_17,end,21,1,4.761904761904762
High-Risk,HR_170,overall,2530,587,23.201581027667984
High-Risk,HR_170,end,56,1,1.7857142857142856
High-Risk,HR_1700,overall,17448,3922,22.478220999541495
High-Risk,HR_1700,end,105,1,0.9523809523809524
High-Risk,HR_1701,overall,697,159,22.812051649928264
High-Risk,HR_1701,end,16,0,0
High-Risk,HR_1702,overall,351,85,24.216524216524217
High-Risk,HR_1702,end,21,0,0
High-Risk,HR_1703,overall,761,153,20.105124835742444
High-Risk,HR_1703,end,14,0,0
High-Risk,HR_1704,overall,21604,5218,24.15293464173301
High-Risk,HR_1704,end,236,2,0.847457627118644
High-Risk,HR_1705,overall,28794,6264,21.754532194207126
High-Risk,HR_1705,end,31,1,3.225806451612903
High-Risk,HR_1706,overall,10157,2478,24.39696760854583
High-Risk,HR_1706,end,96,7,7.291666666666667
High-Risk,HR_1707,overall,11152,2567,23.01829268292683
High-Risk,HR_1707,end,88,1,1.1363636363636365
High-Risk,HR_1708,overall,246,70,28.455284552845526
High-Risk,HR_1708,end,6,0,0
High-Risk,HR_1709,overall,459,99,21.568627450980394
High-Risk,HR_1709,end,8,1,12.5
High-Risk,HR_171,overall,2283,477,20.893561103810775
High-Risk,HR_171,end,33,1,3.0303030303030303
High-Risk,HR_1710,overall,34,10,29.411764705882355
High-Risk,HR_1710,end,1,0,0
High-Risk,HR_1711,overall,2848,670,23.525280898876407
High-Risk,HR_1711,end,13,0,0
High-Risk,HR_1712,overall,1821,362,19.87918725974739
High-Risk,HR_1712,end,36,1,2.7777777777777777
High-Risk,HR_1713,overall,39549,9658,24.42033932589952
High-Risk,HR_1713,end,138,8,5.797101449275362
High-Risk,HR_1714,overall,4478,976,21.795444394819118
High-Risk,HR_1714,end,119,0,0
High-Risk,HR_1715,overall,523,116,22.179732313575524
High-Risk,HR_1715,end,10,0,0
High-Risk,HR_1716,overall,199,34,17.08542713567839
High-Risk,HR_1716,end,9,0,0
High-Risk,HR_1717,overall,28375,6574,23.16828193832599
High-Risk,HR_1717,end,212,0,0
High-Risk,HR_1718,overall,8089,1932,23.884287303745825
High-Risk,HR_1718,end,39,0,0
High-Risk,HR_1719,overall,736,162,22.01086956521739
High-Risk,HR_1719,end,13,0,0
High-Risk,HR_172,overall,1976,456,23.076923076923077
High-Risk,HR_172,end,22,3,13.636363636363635
High-Risk,HR_1720,overall,4931,1159,23.50436017035084
High-Risk,HR_1720,end,39,7,17.94871794871795
High-Risk,HR_1721,overall,75,12,16
High-Risk,HR_1721,end,1,0,0
High-Risk,HR_1722,overall,154,40,25.97402597402597
High-Risk,HR_1722,end,4,0,0
High-Risk,HR_1723,overall,759,166,21.870882740447957
High-Risk,HR_1723,end,10,1,10
High-Risk,HR_1724,overall,2232,507,22.71505376344086
High-Risk,HR_1724,end,69,0,0
High-Risk,HR_1725,overall,7855,1561,19.872692552514323
High-Risk,HR_1725,end,46,3,6.521739130434782
High-Risk,HR_1726,overall,22,1,4.545454545454546
High-Risk,HR_1726,end,1,0,0
High-Risk,HR_1727,overall,59,7,11.864406779661017
High-Risk,HR_1727,end,2,0,0
High-Risk,HR_1728,overall,48,8,16.666666666666664
High-Risk,HR_1728,end,1,0,0
High-Risk,HR_1729,overall,73282,15752,21.4950465325728
High-Risk,HR_1729,end,356,51,14.325842696629213
High-Risk,HR_173,overall,477,121,25.366876310272534
High-Risk,HR_173,end,4,0,0
High-Risk,HR_1730,overall,131,26,19.84732824427481
High-Risk,HR_1730,end,2,0,0
High-Risk,HR_1731,overall,3108,720,23.166023166023166
High-Risk,HR_1731,end,51,0,0
High-Risk,HR_1732,overall,3224,652,20.22332506203474
High-Risk,HR_1732,end,98,2,2.0408163265306123
High-Risk,HR_1733,overall,534,125,23.40823970037453
High-Risk,HR_1733,end,12,1,8.333333333333332
High-Risk,HR_1734,overall,783,153,19.54022988505747
High-Risk,HR_1734,end,10,1,10
High-Risk,HR_1735,overall,938,220,23.454157782515992
High-Risk,HR_1735,end,33,0,0
High-Risk,HR_1736,overall,15171,3473,22.8923604244941
High-Risk,HR_1736,end,126,3,2.380952380952381
High-Risk,HR_1737,overall,843,172,20.40332147093713
High-Risk,HR_1737,end,11,1,9.090909090909092
High-Risk,HR_1738,overall,1944,472,24.279835390946502
High-Risk,HR_1738,end,38,1,2.631578947368421
High-Risk,HR_1739,overall,163,35,21.472392638036812
High-Risk,HR_1739,end,5,0,0
High-Risk,HR_174,overall,66,20,30.303030303030305
High-Risk,HR_174,end,2,0,0
High-Risk,HR_1740,overall,82,17,20.73170731707317
High-Risk,HR_1740,end,1,0,0
High-Risk,HR_1741,overall,66,21,31.818181818181817
High-Risk,HR_1741,end,1,0,0
High-Risk,HR_1742,overall,617,150,24.311183144246353
High-Risk,HR_1742,end,7,0,0
High-Risk,HR_1743,overall,459,101,22.004357298474943
High-Risk,HR_1743,end,2,0,0
High-Risk,HR_1744,overall,21,2,9.523809523809524
High-Risk,HR_1744,end,1,0,0
High-Risk,HR_1745,overall,3840,890,23.177083333333336
High-Risk,HR_1745,end,55,1,1.8181818181818181
High-Risk,HR_1746,overall,870,191,21.95402298850575
High-Risk,HR_1746,end,16,1,6.25
High-Risk,HR_1747,overall,313,92,29.39297124600639
High-Risk,HR_1747,end,3,2,66.66666666666666
High-Risk,HR_1748,overall,1599,302,18.88680425265791
High-Risk,HR_1748,end,51,1,1.9607843137254901
High-Risk,HR_1749,overall,35,7,20
High-Risk,HR_1749,end,1,0,0
High-Risk,HR_175,overall,9759,2094,21.45711650783892
High-Risk,HR_175,end,115,10,8.695652173913043
High-Risk,HR_1750,overall,2056,442,21.498054474708173
High-Risk,HR_1750,end,21,0,0
High-Risk,HR_1751,overall,2096,487,23.234732824427482
High-Risk,HR_1751,end,27,1,3.7037037037037033
High-Risk,HR_1752,overall,776,186,23.969072164948454
High-Risk,HR_1752,end,7,0,0
High-Risk,HR_1753,overall,535,101,18.878504672897193
High-Risk,HR_1753,end,9,1,11.11111111111111
High-Risk,HR_1754,overall,188,43,22.872340425531913
High-Risk,HR_1754,end,2,0,0
High-Risk,HR_1755,overall,228,60,26.31578947368421
High-Risk,HR_1755,end,2,0,0
High-Risk,HR_1756,overall,1088,256,23.52941176470588
High-Risk,HR_1756,end,61,0,0
High-Risk,HR_1757,overall,886,176,19.864559819413092
High-Risk,HR_1757,end,5,0,0
High-Risk,HR_1758,overall,8517,1991,23.376775860044617
High-Risk,HR_1758,end,124,1,0.8064516129032258
High-Risk,HR_1759,overall,2500,542,21.68
High-Risk,HR_1759,end,91,3,3.296703296703297
High-Risk,HR_176,overall,34,5,14.705882352941178
High-Risk,HR_176,end,1,0,0
High-Risk,HR_1760,overall,1380,321,23.26086956521739
High-Risk,HR_1760,end,19,0,0
High-Risk,HR_1761,overall,7081,1542,21.776585228075128
High-Risk,HR_1761,end,101,1,0.9900990099009901
High-Risk,HR_1762,overall,82,27,32.926829268292686
High-Risk,HR_1762,end,1,0,0
High-Risk,HR_1763,overall,5437,1320,24.27809453742873
High-Risk,HR_1763,end,71,1,1.4084507042253522
High-Risk,HR_1764,overall,995,201,20.201005025125628
High-Risk,HR_1764,end,17,0,0
High-Risk,HR_1765,overall,142,29,20.422535211267608
High-Risk,HR_1765,end,2,0,0
High-Risk,HR_1766,overall,4637,1132,24.412335561785635
High-Risk,HR_1766,end,112,3,2.6785714285714284
High-Risk,HR_1767,overall,8,1,12.5
High-Risk,HR_1767,end,1,0,0
High-Risk,HR_1768,overall,133,28,21.052631578947366
High-Risk,HR_1768,end,5,0,0
High-Risk,HR_1769,overall,17,1,5.88235294117647
High-Risk,HR_1769,end,1,0,0
High-Risk,HR_177,overall,25230,6293,24.942528735632184
High-Risk,HR_177,end,346,26,7.514450867052023
High-Risk,HR_1770,overall,10294,2465,23.94598795414805
High-Risk,HR_1770,end,101,0,0
High-Risk,HR_1771,overall,29147,7011,24.05393350945209
High-Risk,HR_1771,end,701,3,0.42796005706134094
High-Risk,HR_1772,overall,4959,1199,24.178261746319823
High-Risk,HR_1772,end,15,0,0
High-Risk,HR_1773,overall,5244,1257,23.97025171624714
High-Risk,HR_1773,end,50,1,2
High-Risk,HR_1774,overall,66,12,18.181818181818183
High-Risk,HR_1774,end,1,0,0
High-Risk,HR_1775,overall,92,16,17.391304347826086
High-Risk,HR_1775,end,3,0,0
High-Risk,HR_1776,overall,461,96,20.824295010845987
High-Risk,HR_1776,end,17,1,5.88235294117647
High-Risk,HR_1777,overall,917,211,23.00981461286805
High-Risk,HR_1777,end,21,0,0
High-Risk,HR_1778,overall,76,17,22.36842105263158
High-Risk,HR_1778,end,4,0,0
High-Risk,HR_1779,overall,676,165,24.40828402366864
High-Risk,HR_1779,end,5,0,0
High-Risk,HR_178,overall,1034,193,18.665377176015475
High-Risk,HR_178,end,12,0,0
High-Risk,HR_1780,overall,6323,1416,22.39443302229954
High-Risk,HR_1780,end,64,2,3.125
High-Risk,HR_1781,overall,1066,235,22.045028142589118
High-Risk,HR_1781,end,9,1,11.11111111111111
High-Risk,HR_1782,overall,12229,2692,22.0132471992804
High-Risk,HR_1782,end,108,7,6.481481481481481
High-Risk,HR_1783,overall,767,166,21.642764015645373
High-Risk,HR_1783,end,14,0,0
High-Risk,HR_1784,overall,12,2,16.666666666666664
High-Risk,HR_1784,end,1,0,0
High-Risk,HR_1785,overall,7756,1920,24.75502836513667
High-Risk,HR_1785,end,187,1,0.53475935828877
High-Risk,HR_1786,overall,52,7,13.461538461538462
High-Risk,HR_1786,end,1,0,0
High-Risk,HR_1787,overall,26,3,11.538461538461538
High-Risk,HR_1787,end,1,0,0
High-Risk,HR_1788,overall,216,45,20.833333333333336
High-Risk,HR_1788,end,6,0,0
High-Risk,HR_1789,overall,694,157,22.622478386167145
High-Risk,HR_1789,end,7,1,14.285714285714285
High-Risk,HR_179,overall,6,2,33.33333333333333
High-Risk,HR_179,end,2,0,0
High-Risk,HR_1790,overall,588,127,21.598639455782312
High-Risk,HR_1790,end,11,0,0
High-Risk,HR_1791,overall,9053,2088,23.06417762067823
High-Risk,HR_1791,end,157,2,1.2738853503184715
High-Risk,HR_1792,overall,92,22,23.91304347826087
High-Risk,HR_1792,end,2,0,0
High-Risk,HR_1793,overall,2501,509,20.35185925629748
High-Risk,HR_1793,end,20,0,0
High-Risk,HR_1794,overall,694,145,20.893371757925074
High-Risk,HR_1794,end,15,2,13.333333333333334
High-Risk,HR_1795,overall,41542,9828,23.657984690193057
High-Risk,HR_1795,end,132,16,12.121212121212121
High-Risk,HR_1796,overall,1673,383,22.893006575014944
High-Risk,HR_1796,end,21,0,0
High-Risk,HR_1797,overall,278,52,18.705035971223023
High-Risk,HR_1797,end,8,0,0
High-Risk,HR_1798,overall,36,10,27.77777777777778
High-Risk,HR_1798,end,1,0,0
High-Risk,HR_1799,overall,4141,908,21.927070755856075
High-Risk,HR_1799,end,69,0,0
High-Risk,HR_18,overall,994,230,23.138832997987926
High-Risk,HR_18,end,14,0,0
High-Risk,HR_180,overall,255,50,19.607843137254903
High-Risk,HR_180,end,6,0,0
High-Risk,HR_1800,overall,838,218,26.014319809069214
High-Risk,HR_1800,end,7,0,0
High-Risk,HR_1801,overall,28626,6841,23.897855096765177
High-Risk,HR_1801,end,215,3,1.3953488372093024
High-Risk,HR_1802,overall,12800,2914,22.765625
High-Risk,HR_1802,end,124,4,3.225806451612903
High-Risk,HR_1803,overall,471,112,23.7791932059448
High-Risk,HR_1803,end,4,0,0
High-Risk,HR_181,overall,732,163,22.26775956284153
High-Risk,HR_181,end,1,0,0
High-Risk,HR_182,overall,736,169,22.96195652173913
High-Risk,HR_182,end,27,0,0
High-Risk,HR_183,overall,85,22,25.882352941176475
High-Risk,HR_183,end,2,0,0
High-Risk,HR_184,overall,484,109,22.520661157024794
High-Risk,HR_184,end,8,0,0
High-Risk,HR_185,overall,72,15,20.833333333333336
High-Risk,HR_185,end,1,0,0
High-Risk,HR_186,overall,3635,812,22.33837689133425
