group,id_player,stake,n_round,n_round_total,prop
High-Risk,HR_1,0.25,0,8586,0
High-Risk,HR_1,0.5,2282,8586,26.578150477521547
High-Risk,HR_1,1,2476,8586,28.837642674120662
High-Risk,HR_1,1.5,0,8586,0
High-Risk,HR_1,2,613,8586,7.139529466573492
High-Risk,HR_1,2.5,2740,8586,31.912415560214303
High-Risk,HR_1,5,450,8586,5.2410901467505235
High-Risk,HR_1,10,25,8586,0.2911716748194736
High-Risk,HR_1,15,0,8586,0
High-Risk,HR_1,20,0,8586,0
High-Risk,HR_10,0.25,2444,20938,11.67255707326392
High-Risk,HR_10,0.5,694,20938,3.3145477122934377
High-Risk,HR_10,1,83,20938,0.3964084439774572
High-Risk,HR_10,1.5,19,20938,0.09074410163339383
High-Risk,HR_10,2,428,20938,2.044130289425924
High-Risk,HR_10,2.5,93,20938,0.44416849746871717
High-Risk,HR_10,5,89,20938,0.42506447607221315
High-Risk,HR_10,10,6098,20938,29.124080618970293
High-Risk,HR_10,15,6059,20938,28.93781641035438
High-Risk,HR_10,20,4931,20938,23.55048237654026
High-Risk,HR_100,0.25,0,781,0
High-Risk,HR_100,0.5,0,781,0
High-Risk,HR_100,1,0,781,0
High-Risk,HR_100,1.5,2,781,0.2560819462227913
High-Risk,HR_100,2,46,781,5.8898847631242
High-Risk,HR_100,2.5,148,781,18.950064020486558
High-Risk,HR_100,5,529,781,67.733674775928293
High-Risk,HR_100,10,56,781,7.170294494238156
High-Risk,HR_100,15,0,781,0
High-Risk,HR_100,20,0,781,0
High-Risk,HR_1000,0.25,0,240,0
High-Risk,HR_1000,0.5,1,240,0.4166666666666667
High-Risk,HR_1000,1,24,240,10
High-Risk,HR_1000,1.5,133,240,55.41666666666667
High-Risk,HR_1000,2,74,240,30.833333333333336
High-Risk,HR_1000,2.5,8,240,3.3333333333333335
High-Risk,HR_1000,5,0,240,0
High-Risk,HR_1000,10,0,240,0
High-Risk,HR_1000,15,0,240,0
High-Risk,HR_1000,20,0,240,0
High-Risk,HR_1001,0.25,0,44,0
High-Risk,HR_1001,0.5,0,44,0
High-Risk,HR_1001,1,1,44,2.272727272727273
High-Risk,HR_1001,1.5,19,44,43.18181818181818
High-Risk,HR_1001,2,11,44,25
High-Risk,HR_1001,2.5,5,44,11.363636363636363
High-Risk,HR_1001,5,5,44,11.363636363636363
High-Risk,HR_1001,10,3,44,6.8181818181818175
High-Risk,HR_1001,15,0,44,0
High-Risk,HR_1001,20,0,44,0
High-Risk,HR_1002,0.25,3,3,100
High-Risk,HR_1002,0.5,0,3,0
High-Risk,HR_1002,1,0,3,0
High-Risk,HR_1002,1.5,0,3,0
High-Risk,HR_1002,2,0,3,0
High-Risk,HR_1002,2.5,0,3,0
High-Risk,HR_1002,5,0,3,0
High-Risk,HR_1002,10,0,3,0
High-Risk,HR_1002,15,0,3,0
High-Risk,HR_1002,20,0,3,0
High-Risk,HR_1003,0.25,1931,2875,67.16521739130434
High-Risk,HR_1003,0.5,433,2875,15.060869565217391
High-Risk,HR_1003,1,440,2875,15.304347826086955
High-Risk,HR_1003,1.5,0,2875,0
High-Risk,HR_1003,2,0,2875,0
High-Risk,HR_1003,2.5,71,2875,2.4695652173913043
High-Risk,HR_1003,5,0,2875,0
High-Risk,HR_1003,10,0,2875,0
High-Risk,HR_1003,15,0,2875,0
High-Risk,HR_1003,20,0,2875,0
High-Risk,HR_1004,0.25,510,2284,22.329246935201404
High-Risk,HR_1004,0.5,643,2284,28.152364273204906
High-Risk,HR_1004,1,567,2284,24.824868651488615
High-Risk,HR_1004,1.5,198,2284,8.669001751313484
High-Risk,HR_1004,2,101,2284,4.422066549912435
High-Risk,HR_1004,2.5,131,2284,5.735551663747811
High-Risk,HR_1004,5,134,2284,5.866900175131348
High-Risk,HR_1004,10,0,2284,0
High-Risk,HR_1004,15,0,2284,0
High-Risk,HR_1004,20,0,2284,0
High-Risk,HR_1005,0.25,0,394,0
High-Risk,HR_1005,0.5,0,394,0
High-Risk,HR_1005,1,394,394,100
High-Risk,HR_1005,1.5,0,394,0
High-Risk,HR_1005,2,0,394,0
High-Risk,HR_1005,2.5,0,394,0
High-Risk,HR_1005,5,0,394,0
High-Risk,HR_1005,10,0,394,0
High-Risk,HR_1005,15,0,394,0
High-Risk,HR_1005,20,0,394,0
High-Risk,HR_1006,0.25,65999,105805,62.377959453712016
High-Risk,HR_1006,0.5,23641,105805,22.343934596663672
High-Risk,HR_1006,1,11617,105805,10.979632342516894
High-Risk,HR_1006,1.5,24,105805,0.0226832380322291
High-Risk,HR_1006,2,2452,105805,2.3174708189594067
High-Risk,HR_1006,2.5,0,105805,0
High-Risk,HR_1006,5,2072,105805,1.958319550115779
High-Risk,HR_1006,10,0,105805,0
High-Risk,HR_1006,15,0,105805,0
High-Risk,HR_1006,20,0,105805,0
High-Risk,HR_1007,0.25,0,145,0
High-Risk,HR_1007,0.5,4,145,2.7586206896551726
High-Risk,HR_1007,1,50,145,34.48275862068966
High-Risk,HR_1007,1.5,4,145,2.7586206896551726
High-Risk,HR_1007,2,9,145,6.206896551724138
High-Risk,HR_1007,2.5,26,145,17.93103448275862
High-Risk,HR_1007,5,36,145,24.82758620689655
High-Risk,HR_1007,10,12,145,8.275862068965518
High-Risk,HR_1007,15,4,145,2.7586206896551726
High-Risk,HR_1007,20,0,145,0
High-Risk,HR_1008,0.25,1596,6228,25.626204238921
High-Risk,HR_1008,0.5,618,6228,9.922928709055876
High-Risk,HR_1008,1,1705,6228,27.37636480411047
High-Risk,HR_1008,1.5,563,6228,9.039820166987797
High-Risk,HR_1008,2,526,6228,8.44572896596018
High-Risk,HR_1008,2.5,732,6228,11.753371868978805
High-Risk,HR_1008,5,423,6228,6.791907514450866
High-Risk,HR_1008,10,65,6228,1.0436737315350033
High-Risk,HR_1008,15,0,6228,0
High-Risk,HR_1008,20,0,6228,0
High-Risk,HR_1009,0.25,0,5758,0
High-Risk,HR_1009,0.5,0,5758,0
High-Risk,HR_1009,1,4339,5758,75.35602639805488
High-Risk,HR_1009,1.5,499,5758,8.666203542896838
High-Risk,HR_1009,2,713,5758,12.382771795762418
High-Risk,HR_1009,2.5,176,5758,3.05661688086141
High-Risk,HR_1009,5,31,5758,0.538381382424453
High-Risk,HR_1009,10,0,5758,0
High-Risk,HR_1009,15,0,5758,0
High-Risk,HR_1009,20,0,5758,0
High-Risk,HR_101,0.25,128,442,28.95927601809955
High-Risk,HR_101,0.5,277,442,62.66968325791855
High-Risk,HR_101,1,37,442,8.3710407239819
High-Risk,HR_101,1.5,0,442,0
High-Risk,HR_101,2,0,442,0
High-Risk,HR_101,2.5,0,442,0
High-Risk,HR_101,5,0,442,0
High-Risk,HR_101,10,0,442,0
High-Risk,HR_101,15,0,442,0
High-Risk,HR_101,20,0,442,0
High-Risk,HR_1010,0.25,8,574,1.3937282229965158
High-Risk,HR_1010,0.5,156,574,27.177700348432055
High-Risk,HR_1010,1,391,574,68.1184668989547
High-Risk,HR_1010,1.5,19,574,3.3101045296167246
High-Risk,HR_1010,2,0,574,0
High-Risk,HR_1010,2.5,0,574,0
High-Risk,HR_1010,5,0,574,0
High-Risk,HR_1010,10,0,574,0
High-Risk,HR_1010,15,0,574,0
High-Risk,HR_1010,20,0,574,0
High-Risk,HR_1011,0.25,57,1363,4.1819515774027876
High-Risk,HR_1011,0.5,1227,1363,90.02201027146002
High-Risk,HR_1011,1,23,1363,1.6874541452677916
High-Risk,HR_1011,1.5,0,1363,0
High-Risk,HR_1011,2,56,1363,4.108584005869406
High-Risk,HR_1011,2.5,0,1363,0
High-Risk,HR_1011,5,0,1363,0
High-Risk,HR_1011,10,0,1363,0
High-Risk,HR_1011,15,0,1363,0
High-Risk,HR_1011,20,0,1363,0
High-Risk,HR_1012,0.25,0,81,0
High-Risk,HR_1012,0.5,57,81,70.37037037037037
High-Risk,HR_1012,1,24,81,29.629629629629626
High-Risk,HR_1012,1.5,0,81,0
High-Risk,HR_1012,2,0,81,0
High-Risk,HR_1012,2.5,0,81,0
High-Risk,HR_1012,5,0,81,0
High-Risk,HR_1012,10,0,81,0
High-Risk,HR_1012,15,0,81,0
High-Risk,HR_1012,20,0,81,0
High-Risk,HR_1013,0.25,22,5656,0.38896746817538896
High-Risk,HR_1013,0.5,301,5656,5.321782178217822
High-Risk,HR_1013,1,2269,5656,40.11669024045262
High-Risk,HR_1013,1.5,247,5656,4.367043847241868
High-Risk,HR_1013,2,1486,5656,26.272984441301272
High-Risk,HR_1013,2.5,861,5656,15.222772277227723
High-Risk,HR_1013,5,418,5656,7.39038189533239
High-Risk,HR_1013,10,42,5656,0.7425742574257426
High-Risk,HR_1013,15,10,5656,0.1768033946251768
High-Risk,HR_1013,20,0,5656,0
High-Risk,HR_1014,0.25,0,289,0
High-Risk,HR_1014,0.5,16,289,5.536332179930796
High-Risk,HR_1014,1,0,289,0
High-Risk,HR_1014,1.5,0,289,0
High-Risk,HR_1014,2,12,289,4.1522491349480966
High-Risk,HR_1014,2.5,29,289,10.034602076124568
High-Risk,HR_1014,5,175,289,60.553633217993074
High-Risk,HR_1014,10,57,289,19.72318339100346
High-Risk,HR_1014,15,0,289,0
High-Risk,HR_1014,20,0,289,0
High-Risk,HR_1015,0.25,0,235,0
High-Risk,HR_1015,0.5,235,235,100
High-Risk,HR_1015,1,0,235,0
High-Risk,HR_1015,1.5,0,235,0
High-Risk,HR_1015,2,0,235,0
High-Risk,HR_1015,2.5,0,235,0
High-Risk,HR_1015,5,0,235,0
High-Risk,HR_1015,10,0,235,0
High-Risk,HR_1015,15,0,235,0
High-Risk,HR_1015,20,0,235,0
High-Risk,HR_1016,0.25,9,154,5.844155844155844
High-Risk,HR_1016,0.5,30,154,19.480519480519483
High-Risk,HR_1016,1,115,154,74.67532467532467
High-Risk,HR_1016,1.5,0,154,0
High-Risk,HR_1016,2,0,154,0
High-Risk,HR_1016,2.5,0,154,0
High-Risk,HR_1016,5,0,154,0
High-Risk,HR_1016,10,0,154,0
High-Risk,HR_1016,15,0,154,0
High-Risk,HR_1016,20,0,154,0
High-Risk,HR_1017,0.25,0,33,0
High-Risk,HR_1017,0.5,0,33,0
High-Risk,HR_1017,1,0,33,0
High-Risk,HR_1017,1.5,0,33,0
High-Risk,HR_1017,2,28,33,84.84848484848484
High-Risk,HR_1017,2.5,2,33,6.0606060606060606
High-Risk,HR_1017,5,3,33,9.090909090909092
High-Risk,HR_1017,10,0,33,0
High-Risk,HR_1017,15,0,33,0
High-Risk,HR_1017,20,0,33,0
High-Risk,HR_1018,0.25,771,2606,29.585571757482732
High-Risk,HR_1018,0.5,326,2606,12.509593246354566
High-Risk,HR_1018,1,717,2606,27.513430544896394
High-Risk,HR_1018,1.5,38,2606,1.4581734458940905
High-Risk,HR_1018,2,192,2606,7.367613200306984
High-Risk,HR_1018,2.5,168,2606,6.446661550268611
High-Risk,HR_1018,5,394,2606,15.118956254796622
High-Risk,HR_1018,10,0,2606,0
High-Risk,HR_1018,15,0,2606,0
High-Risk,HR_1018,20,0,2606,0
High-Risk,HR_1019,0.25,454,842,53.919239904988125
High-Risk,HR_1019,0.5,315,842,37.410926365795724
High-Risk,HR_1019,1,73,842,8.669833729216151
High-Risk,HR_1019,1.5,0,842,0
High-Risk,HR_1019,2,0,842,0
High-Risk,HR_1019,2.5,0,842,0
High-Risk,HR_1019,5,0,842,0
High-Risk,HR_1019,10,0,842,0
High-Risk,HR_1019,15,0,842,0
High-Risk,HR_1019,20,0,842,0
High-Risk,HR_102,0.25,84,1579,5.319822672577581
High-Risk,HR_102,0.5,705,1579,44.648511716276126
High-Risk,HR_102,1,689,1579,43.63521215959468
High-Risk,HR_102,1.5,37,1579,2.3432552248258394
High-Risk,HR_102,2,24,1579,1.5199493350221658
High-Risk,HR_102,2.5,40,1579,2.53324889170361
High-Risk,HR_102,5,0,1579,0
High-Risk,HR_102,10,0,1579,0
High-Risk,HR_102,15,0,1579,0
High-Risk,HR_102,20,0,1579,0
High-Risk,HR_1020,0.25,3764,9493,39.65026861898241
High-Risk,HR_1020,0.5,3504,9493,36.911408406194035
High-Risk,HR_1020,1,2225,9493,23.438322974823556
High-Risk,HR_1020,1.5,0,9493,0
High-Risk,HR_1020,2,0,9493,0
High-Risk,HR_1020,2.5,0,9493,0
High-Risk,HR_1020,5,0,9493,0
High-Risk,HR_1020,10,0,9493,0
High-Risk,HR_1020,15,0,9493,0
High-Risk,HR_1020,20,0,9493,0
High-Risk,HR_1021,0.25,385,3630,10.606060606060606
High-Risk,HR_1021,0.5,1584,3630,43.63636363636363
High-Risk,HR_1021,1,1186,3630,32.672176308539946
High-Risk,HR_1021,1.5,49,3630,1.3498622589531681
High-Risk,HR_1021,2,6,3630,0.1652892561983471
High-Risk,HR_1021,2.5,334,3630,9.201101928374655
High-Risk,HR_1021,5,86,3630,2.369146005509642
High-Risk,HR_1021,10,0,3630,0
High-Risk,HR_1021,15,0,3630,0
High-Risk,HR_1021,20,0,3630,0
High-Risk,HR_1022,0.25,0,6202,0
High-Risk,HR_1022,0.5,0,6202,0
High-Risk,HR_1022,1,0,6202,0
High-Risk,HR_1022,1.5,0,6202,0
High-Risk,HR_1022,2,0,6202,0
High-Risk,HR_1022,2.5,0,6202,0
High-Risk,HR_1022,5,21,6202,0.33860045146726864
High-Risk,HR_1022,10,0,6202,0
High-Risk,HR_1022,15,11,6202,0.17736214124475974
High-Risk,HR_1022,20,6170,6202,99.48403740728797
High-Risk,HR_1023,0.25,3731,7680,48.580729166666664
High-Risk,HR_1023,0.5,2665,7680,34.70052083333333
High-Risk,HR_1023,1,712,7680,9.270833333333334
High-Risk,HR_1023,1.5,75,7680,0.9765625
High-Risk,HR_1023,2,306,7680,3.9843749999999996
High-Risk,HR_1023,2.5,187,7680,2.4348958333333335
High-Risk,HR_1023,5,4,7680,0.052083333333333336
High-Risk,HR_1023,10,0,7680,0
High-Risk,HR_1023,15,0,7680,0
High-Risk,HR_1023,20,0,7680,0
High-Risk,HR_1024,0.25,0,805,0
High-Risk,HR_1024,0.5,44,805,5.46583850931677
High-Risk,HR_1024,1,461,805,57.267080745341616
High-Risk,HR_1024,1.5,217,805,26.956521739130434
High-Risk,HR_1024,2,37,805,4.596273291925466
High-Risk,HR_1024,2.5,46,805,5.714285714285714
High-Risk,HR_1024,5,0,805,0
High-Risk,HR_1024,10,0,805,0
High-Risk,HR_1024,15,0,805,0
High-Risk,HR_1024,20,0,805,0
High-Risk,HR_1025,0.25,0,72,0
High-Risk,HR_1025,0.5,0,72,0
High-Risk,HR_1025,1,0,72,0
High-Risk,HR_1025,1.5,0,72,0
High-Risk,HR_1025,2,0,72,0
High-Risk,HR_1025,2.5,24,72,33.33333333333333
High-Risk,HR_1025,5,44,72,61.111111111111114
High-Risk,HR_1025,10,4,72,5.555555555555555
High-Risk,HR_1025,15,0,72,0
High-Risk,HR_1025,20,0,72,0
High-Risk,HR_1026,0.25,2030,2650,76.60377358490567
High-Risk,HR_1026,0.5,396,2650,14.943396226415096
High-Risk,HR_1026,1,224,2650,8.452830188679245
High-Risk,HR_1026,1.5,0,2650,0
High-Risk,HR_1026,2,0,2650,0
High-Risk,HR_1026,2.5,0,2650,0
High-Risk,HR_1026,5,0,2650,0
High-Risk,HR_1026,10,0,2650,0
High-Risk,HR_1026,15,0,2650,0
High-Risk,HR_1026,20,0,2650,0
High-Risk,HR_1027,0.25,317,1309,24.216959511077157
High-Risk,HR_1027,0.5,467,1309,35.67608861726509
High-Risk,HR_1027,1,317,1309,24.216959511077157
High-Risk,HR_1027,1.5,208,1309,15.889992360580596
High-Risk,HR_1027,2,0,1309,0
High-Risk,HR_1027,2.5,0,1309,0
High-Risk,HR_1027,5,0,1309,0
High-Risk,HR_1027,10,0,1309,0
High-Risk,HR_1027,15,0,1309,0
High-Risk,HR_1027,20,0,1309,0
High-Risk,HR_1028,0.25,1,74,1.3513513513513513
High-Risk,HR_1028,0.5,11,74,14.864864864864865
High-Risk,HR_1028,1,0,74,0
High-Risk,HR_1028,1.5,0,74,0
High-Risk,HR_1028,2,0,74,0
High-Risk,HR_1028,2.5,36,74,48.64864864864865
High-Risk,HR_1028,5,26,74,35.13513513513514
High-Risk,HR_1028,10,0,74,0
High-Risk,HR_1028,15,0,74,0
High-Risk,HR_1028,20,0,74,0
High-Risk,HR_1029,0.25,24,113,21.238938053097346
High-Risk,HR_1029,0.5,29,113,25.663716814159294
High-Risk,HR_1029,1,51,113,45.13274336283185
High-Risk,HR_1029,1.5,6,113,5.3097345132743365
High-Risk,HR_1029,2,3,113,2.6548672566371683
High-Risk,HR_1029,2.5,0,113,0
High-Risk,HR_1029,5,0,113,0
High-Risk,HR_1029,10,0,113,0
High-Risk,HR_1029,15,0,113,0
High-Risk,HR_1029,20,0,113,0
High-Risk,HR_103,0.25,11577,13112,88.29316656497865
High-Risk,HR_103,0.5,1159,13112,8.839231238560098
High-Risk,HR_103,1,43,13112,0.3279438682123246
High-Risk,HR_103,1.5,333,13112,2.5396583282489322
High-Risk,HR_103,2,0,13112,0
High-Risk,HR_103,2.5,0,13112,0
High-Risk,HR_103,5,0,13112,0
High-Risk,HR_103,10,0,13112,0
High-Risk,HR_103,15,0,13112,0
High-Risk,HR_103,20,0,13112,0
High-Risk,HR_1030,0.25,48,270,17.77777777777778
High-Risk,HR_1030,0.5,43,270,15.925925925925927
High-Risk,HR_1030,1,110,270,40.74074074074074
High-Risk,HR_1030,1.5,69,270,25.555555555555554
High-Risk,HR_1030,2,0,270,0
High-Risk,HR_1030,2.5,0,270,0
High-Risk,HR_1030,5,0,270,0
High-Risk,HR_1030,10,0,270,0
High-Risk,HR_1030,15,0,270,0
High-Risk,HR_1030,20,0,270,0
High-Risk,HR_1031,0.25,0,87,0
High-Risk,HR_1031,0.5,0,87,0
High-Risk,HR_1031,1,0,87,0
High-Risk,HR_1031,1.5,0,87,0
High-Risk,HR_1031,2,0,87,0
High-Risk,HR_1031,2.5,0,87,0
High-Risk,HR_1031,5,0,87,0
High-Risk,HR_1031,10,87,87,100
High-Risk,HR_1031,15,0,87,0
High-Risk,HR_1031,20,0,87,0
High-Risk,HR_1032,0.25,40,1607,2.4891101431238334
High-Risk,HR_1032,0.5,367,1607,22.83758556316117
High-Risk,HR_1032,1,86,1607,5.351586807716242
High-Risk,HR_1032,1.5,182,1607,11.325451151213441
High-Risk,HR_1032,2,69,1607,4.293714996888612
High-Risk,HR_1032,2.5,72,1607,4.4803982576229
High-Risk,HR_1032,5,759,1607,47.230864965774735
High-Risk,HR_1032,10,32,1607,1.9912881144990666
High-Risk,HR_1032,15,0,1607,0
High-Risk,HR_1032,20,0,1607,0
High-Risk,HR_1033,0.25,0,69,0
High-Risk,HR_1033,0.5,69,69,100
High-Risk,HR_1033,1,0,69,0
High-Risk,HR_1033,1.5,0,69,0
High-Risk,HR_1033,2,0,69,0
High-Risk,HR_1033,2.5,0,69,0
High-Risk,HR_1033,5,0,69,0
High-Risk,HR_1033,10,0,69,0
High-Risk,HR_1033,15,0,69,0
High-Risk,HR_1033,20,0,69,0
High-Risk,HR_1034,0.25,229,1212,18.894389438943897
High-Risk,HR_1034,0.5,632,1212,52.14521452145215
High-Risk,HR_1034,1,351,1212,28.960396039603957
High-Risk,HR_1034,1.5,0,1212,0
High-Risk,HR_1034,2,0,1212,0
High-Risk,HR_1034,2.5,0,1212,0
High-Risk,HR_1034,5,0,1212,0
High-Risk,HR_1034,10,0,1212,0
High-Risk,HR_1034,15,0,1212,0
High-Risk,HR_1034,20,0,1212,0
High-Risk,HR_1035,0.25,252,3724,6.7669172932330826
High-Risk,HR_1035,0.5,665,3724,17.857142857142858
High-Risk,HR_1035,1,1043,3724,28.007518796992482
High-Risk,HR_1035,1.5,1230,3724,33.02900107411386
High-Risk,HR_1035,2,504,3724,13.533834586466165
High-Risk,HR_1035,2.5,30,3724,0.8055853920515575
High-Risk,HR_1035,5,0,3724,0
High-Risk,HR_1035,10,0,3724,0
High-Risk,HR_1035,15,0,3724,0
High-Risk,HR_1035,20,0,3724,0
High-Risk,HR_1036,0.25,166,525,31.61904761904762
High-Risk,HR_1036,0.5,227,525,43.238095238095234
High-Risk,HR_1036,1,132,525,25.142857142857146
High-Risk,HR_1036,1.5,0,525,0
High-Risk,HR_1036,2,0,525,0
High-Risk,HR_1036,2.5,0,525,0
High-Risk,HR_1036,5,0,525,0
High-Risk,HR_1036,10,0,525,0
High-Risk,HR_1036,15,0,525,0
High-Risk,HR_1036,20,0,525,0
High-Risk,HR_1037,0.25,0,1206,0
High-Risk,HR_1037,0.5,0,1206,0
High-Risk,HR_1037,1,41,1206,3.399668325041459
High-Risk,HR_1037,1.5,0,1206,0
High-Risk,HR_1037,2,100,1206,8.291873963515755
High-Risk,HR_1037,2.5,43,1206,3.565505804311774
High-Risk,HR_1037,5,101,1206,8.374792703150911
High-Risk,HR_1037,10,17,1206,1.4096185737976783
High-Risk,HR_1037,15,3,1206,0.24875621890547264
High-Risk,HR_1037,20,901,1206,74.70978441127694
High-Risk,HR_1038,0.25,243,814,29.85257985257985
High-Risk,HR_1038,0.5,307,814,37.714987714987714
High-Risk,HR_1038,1,264,814,32.432432432432435
High-Risk,HR_1038,1.5,0,814,0
High-Risk,HR_1038,2,0,814,0
High-Risk,HR_1038,2.5,0,814,0
High-Risk,HR_1038,5,0,814,0
High-Risk,HR_1038,10,0,814,0
High-Risk,HR_1038,15,0,814,0
High-Risk,HR_1038,20,0,814,0
High-Risk,HR_1039,0.25,0,160,0
High-Risk,HR_1039,0.5,0,160,0
High-Risk,HR_1039,1,0,160,0
High-Risk,HR_1039,1.5,0,160,0
High-Risk,HR_1039,2,0,160,0
High-Risk,HR_1039,2.5,0,160,0
High-Risk,HR_1039,5,160,160,100
High-Risk,HR_1039,10,0,160,0
High-Risk,HR_1039,15,0,160,0
High-Risk,HR_1039,20,0,160,0
High-Risk,HR_104,0.25,19,19,100
High-Risk,HR_104,0.5,0,19,0
High-Risk,HR_104,1,0,19,0
High-Risk,HR_104,1.5,0,19,0
High-Risk,HR_104,2,0,19,0
High-Risk,HR_104,2.5,0,19,0
High-Risk,HR_104,5,0,19,0
High-Risk,HR_104,10,0,19,0
High-Risk,HR_104,15,0,19,0
High-Risk,HR_104,20,0,19,0
High-Risk,HR_1040,0.25,0,125,0
High-Risk,HR_1040,0.5,0,125,0
High-Risk,HR_1040,1,81,125,64.8
High-Risk,HR_1040,1.5,0,125,0
High-Risk,HR_1040,2,44,125,35.199999999999996
High-Risk,HR_1040,2.5,0,125,0
High-Risk,HR_1040,5,0,125,0
High-Risk,HR_1040,10,0,125,0
High-Risk,HR_1040,15,0,125,0
High-Risk,HR_1040,20,0,125,0
High-Risk,HR_1041,0.25,0,228,0
High-Risk,HR_1041,0.5,90,228,39.473684210526315
High-Risk,HR_1041,1,35,228,15.350877192982457
High-Risk,HR_1041,1.5,0,228,0
High-Risk,HR_1041,2,27,228,11.842105263157894
High-Risk,HR_1041,2.5,25,228,10.964912280701753
High-Risk,HR_1041,5,51,228,22.36842105263158
High-Risk,HR_1041,10,0,228,0
High-Risk,HR_1041,15,0,228,0
High-Risk,HR_1041,20,0,228,0
High-Risk,HR_1042,0.25,0,13658,0
High-Risk,HR_1042,0.5,1716,13658,12.564065016839947
High-Risk,HR_1042,1,7322,13658,53.609606091667885
High-Risk,HR_1042,1.5,2087,13658,15.280421730853714
High-Risk,HR_1042,2,1480,13658,10.83613999121394
High-Risk,HR_1042,2.5,910,13658,6.662761751354518
High-Risk,HR_1042,5,133,13658,0.9737882559671988
High-Risk,HR_1042,10,10,13658,0.0732171621027969
High-Risk,HR_1042,15,0,13658,0
High-Risk,HR_1042,20,0,13658,0
High-Risk,HR_1043,0.25,32,73,43.83561643835616
High-Risk,HR_1043,0.5,28,73,38.35616438356164
High-Risk,HR_1043,1,13,73,17.80821917808219
High-Risk,HR_1043,1.5,0,73,0
High-Risk,HR_1043,2,0,73,0
High-Risk,HR_1043,2.5,0,73,0
High-Risk,HR_1043,5,0,73,0
High-Risk,HR_1043,10,0,73,0
High-Risk,HR_1043,15,0,73,0
High-Risk,HR_1043,20,0,73,0
High-Risk,HR_1044,0.25,0,125,0
High-Risk,HR_1044,0.5,21,125,16.8
High-Risk,HR_1044,1,90,125,72
High-Risk,HR_1044,1.5,0,125,0
High-Risk,HR_1044,2,14,125,11.200000000000001
High-Risk,HR_1044,2.5,0,125,0
High-Risk,HR_1044,5,0,125,0
High-Risk,HR_1044,10,0,125,0
High-Risk,HR_1044,15,0,125,0
High-Risk,HR_1044,20,0,125,0
High-Risk,HR_1045,0.25,1,11,9.090909090909092
High-Risk,HR_1045,0.5,10,11,90.9090909090909
High-Risk,HR_1045,1,0,11,0
High-Risk,HR_1045,1.5,0,11,0
High-Risk,HR_1045,2,0,11,0
High-Risk,HR_1045,2.5,0,11,0
High-Risk,HR_1045,5,0,11,0
High-Risk,HR_1045,10,0,11,0
High-Risk,HR_1045,15,0,11,0
High-Risk,HR_1045,20,0,11,0
High-Risk,HR_1046,0.25,37,58,63.793103448275865
High-Risk,HR_1046,0.5,19,58,32.758620689655174
High-Risk,HR_1046,1,2,58,3.4482758620689653
High-Risk,HR_1046,1.5,0,58,0
High-Risk,HR_1046,2,0,58,0
High-Risk,HR_1046,2.5,0,58,0
High-Risk,HR_1046,5,0,58,0
High-Risk,HR_1046,10,0,58,0
High-Risk,HR_1046,15,0,58,0
High-Risk,HR_1046,20,0,58,0
High-Risk,HR_1047,0.25,0,189,0
High-Risk,HR_1047,0.5,57,189,30.158730158730158
High-Risk,HR_1047,1,50,189,26.455026455026452
High-Risk,HR_1047,1.5,0,189,0
High-Risk,HR_1047,2,0,189,0
High-Risk,HR_1047,2.5,0,189,0
High-Risk,HR_1047,5,62,189,32.804232804232804
High-Risk,HR_1047,10,11,189,5.82010582010582
High-Risk,HR_1047,15,0,189,0
High-Risk,HR_1047,20,9,189,4.761904761904762
High-Risk,HR_1048,0.25,5,5169,0.0967305088024763
High-Risk,HR_1048,0.5,66,5169,1.2768427161926872
High-Risk,HR_1048,1,5098,5169,98.62642677500484
High-Risk,HR_1048,1.5,0,5169,0
High-Risk,HR_1048,2,0,5169,0
High-Risk,HR_1048,2.5,0,5169,0
High-Risk,HR_1048,5,0,5169,0
High-Risk,HR_1048,10,0,5169,0
High-Risk,HR_1048,15,0,5169,0
High-Risk,HR_1048,20,0,5169,0
High-Risk,HR_1049,0.25,0,33,0
High-Risk,HR_1049,0.5,33,33,100
High-Risk,HR_1049,1,0,33,0
High-Risk,HR_1049,1.5,0,33,0
High-Risk,HR_1049,2,0,33,0
High-Risk,HR_1049,2.5,0,33,0
High-Risk,HR_1049,5,0,33,0
High-Risk,HR_1049,10,0,33,0
High-Risk,HR_1049,15,0,33,0
High-Risk,HR_1049,20,0,33,0
High-Risk,HR_105,0.25,8409,32210,26.10679913070475
High-Risk,HR_105,0.5,6596,32210,20.478112387457312
High-Risk,HR_105,1,259,32210,0.8040981061782057
High-Risk,HR_105,1.5,5,32210,0.01552312946289972
High-Risk,HR_105,2,5332,32210,16.55386525923626
High-Risk,HR_105,2.5,3356,32210,10.419124495498293
High-Risk,HR_105,5,8062,32210,25.02949394597951
High-Risk,HR_105,10,191,32210,0.5929835454827693
High-Risk,HR_105,15,0,32210,0
High-Risk,HR_105,20,0,32210,0
High-Risk,HR_1050,0.25,10,90,11.11111111111111
High-Risk,HR_1050,0.5,3,90,3.3333333333333335
High-Risk,HR_1050,1,73,90,81.11111111111111
High-Risk,HR_1050,1.5,0,90,0
High-Risk,HR_1050,2,4,90,4.444444444444445
High-Risk,HR_1050,2.5,0,90,0
High-Risk,HR_1050,5,0,90,0
High-Risk,HR_1050,10,0,90,0
High-Risk,HR_1050,15,0,90,0
