group,id_player,age,gender,income,risk_0,risk_3,risk_4,risk_5,n_session,n_round_total,n_round_mean,n_round_median,bet_max,bet_min,bet_mean,bet_median,win_prob,win_max,win_min,win_mean,win_median,loss_max,loss_min,loss_mean,loss_median,total_spent
High-Risk,HR_889,33,Male,21538.730827699863,0,1,0,0,99,4005,40.45454545454545,20,5,0.25,0.5768414481897628,0.5,22.397003745318354,49.5,0.25,1.8193979933110367,1,5,0.25,0.5865508365508365,0.5,191
High-Risk,HR_89,31,Male,23933.540093085106,0,1,1,0,3,14,4.666666666666667,6,10,2.5,6.964285714285714,5,35.714285714285715,20,5,10,10,10,2.5,6.944444444444445,5,12.5
High-Risk,HR_890,53,Male,15241.155792148917,0,1,0,0,282,85711,303.93971631205676,213,15,0.25,2.556072149432395,2.5,23.202389424927954,990,0.25,7.605181777040277,3,15,0.25,2.5555876276130287,2.5,16974.75
High-Risk,HR_891,36,Female,14811.681844131132,0,1,0,0,140,7697,54.97857142857143,32,10,0.5,2.697154735611277,2,25.59438742367156,495,1,7.500253807106599,4,10,0.5,2.7006286013619696,2,691
High-Risk,HR_892,25,Female,14244.754097974565,0,1,0,0,7,976,139.42857142857142,137,1,0.25,0.6611168032786885,0.5,24.2827868852459,59,0.25,2.3069620253164556,1,1,0.25,0.6535859269282814,0.5,-63.75
High-Risk,HR_893,53,Male,13897.327129442398,0,1,0,0,674,25603,37.986646884273,26,10,0.5,1.9541850564386987,2,24.165136898019764,495,0.5,5.544690480038791,2,10,0.5,1.9519725999175936,2,3594.5
High-Risk,HR_894,55,Male,12133.001909630855,0,1,0,0,5,201,40.2,50,1,0.5,0.9328358208955224,1,21.393034825870647,7,0.5,1.7093023255813953,1,1,0.5,0.9208860759493671,1,72
High-Risk,HR_895,62,Female,15250.754301124418,0,1,0,0,96,12268,127.79166666666667,76.5,20,0.25,13.363771600912944,15,22.758395826540593,1980,1,40.095451289398284,20,20,0.25,13.373496200928662,15,14780.75
High-Risk,HR_896,63,Male,21950.282092190224,0,1,0,0,6,88,14.666666666666666,14,0.25,0.25,0.25,0.25,17.045454545454543,0.75,0.25,0.4166666666666667,0.5,0.25,0.25,0.25,0.25,12
High-Risk,HR_897,34,Male,21544.955858653462,0,1,0,0,42,2084,49.61904761904762,36,2,0.25,0.5796545105566219,0.5,20.057581573896353,49.5,0.5,1.492822966507177,1,2,0.25,0.5816326530612245,0.5,345
High-Risk,HR_898,60,Female,19346.378978654415,0,1,0,0,579,32673,56.4300518134715,13,20,0.25,6.252616839592323,2.5,24.546261439108743,1980,0.25,18.903304239401496,5,20,0.25,6.251480550034478,2.5,2513.25
High-Risk,HR_899,61,Female,21393.233925442866,0,1,0,0,1,127,127,127,0.5,0.25,0.44881889763779526,0.5,18.89763779527559,24.75,0.25,1.7395833333333333,0.5,0.5,0.25,0.4538834951456311,0.5,5
High-Risk,HR_9,50,Female,13897.327129442398,0,1,0,0,2,31,15.5,15.5,10,5,8.548387096774194,10,22.58064516129032,20,5,14.285714285714286,20,10,5,8.541666666666666,10,105
High-Risk,HR_90,30,Male,11755.020442296971,0,1,1,0,264,19005,71.98863636363636,48.5,10,0.25,1.8931991581162853,1,21.152328334648775,790,0.25,6.483084577114428,2,10,0.25,1.8873707040373706,1,2220.25
High-Risk,HR_900,43,Male,22794.462686922063,0,1,1,0,43,5033,117.04651162790698,68,20,0.25,4.824359229088019,1,22.15378501887542,1980,0.25,17.941255605381166,1.5,20,0.25,4.769525267993874,1,-1317.5
High-Risk,HR_901,47,Male,18060.595558976787,0,1,0,0,77,7657,99.44155844155844,66,20,0.25,4.347296591354317,2.5,23.53402115711114,990,0.25,11.753607103218647,5,20,0.25,4.354312553373186,2.5,4314.5
High-Risk,HR_902,36,Male,15518.78868880673,0,1,0,0,3,245,81.66666666666667,97,5,2,3.742857142857143,5,24.081632653061224,95,2,9.016949152542374,5,5,2,3.774193548387097,5,170
High-Risk,HR_903,27,Male,14058.268518749028,0,1,0,0,2,45,22.5,22.5,5,0.5,2.3,0.5,13.333333333333334,10,0.5,3.6666666666666665,3,5,0.5,2.230769230769231,0.5,65
High-Risk,HR_904,43,Male,16790.318332855913,0,1,0,0,5,358,71.6,71,2,0.25,0.5432960893854749,0.25,18.435754189944134,13.5,0.25,1.2234848484848484,0.5,2,0.25,0.550513698630137,0.25,80
High-Risk,HR_905,34,Female,15889.698075608601,0,1,1,0,10,282,28.2,27,1,0.25,0.3351063829787234,0.25,18.79432624113475,2,0.25,0.6415094339622641,0.5,1,0.25,0.32860262008733626,0.25,41.25
High-Risk,HR_906,36,Male,16227.518048693373,0,1,0,0,1,10,10,10,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,10
High-Risk,HR_907,46,Female,15250.754301124418,0,1,0,0,78,4289,54.98717948717949,36,5,0.25,1.3437281417579856,1,22.802518069480065,295,0.25,4.158742331288344,2,5,0.25,1.3382663847780127,1,363.75
High-Risk,HR_908,32,Male,21538.730827699863,0,1,0,0,18,1705,94.72222222222223,42,0.5,0.5,0.5,0.5,26.97947214076246,49.5,0.5,1.1543478260869566,1,0.5,0.5,0.5,0.5,91.5
High-Risk,HR_909,41,Male,19872.949362412106,0,1,0,0,125,5691,45.528,28,2,0.25,0.643252503953611,0.5,20.593920224916534,59,0.25,2.0563139931740615,1,2,0.25,0.6422327948661208,0.5,492.25
High-Risk,HR_91,36,Female,NA,0,1,1,0,126,26606,211.15873015873015,127.5,10,0.25,1.1265504021649253,1,22.156656393294746,395,0.25,3.44520780322307,1,10,0.25,1.1257061464922022,1,3005
High-Risk,HR_910,49,Male,17272.126261065056,0,1,0,0,40,3148,78.7,56,20,0.25,1.9271759847522236,1,22.458703939008895,495,0.25,5.261669024045261,2,20,0.25,1.9616960262187628,1,1068.5
High-Risk,HR_911,35,Female,13444.220983470092,0,1,0,0,3,150,50,56,2.5,0.25,1.86,2,22.666666666666664,8,0.25,3.4411764705882355,2.5,2.5,0.25,1.8232758620689655,2,94.5
High-Risk,HR_912,42,Male,18915.350211160032,0,0,1,0,1,194,194,194,5,5,5,5,23.195876288659793,95,5,9.666666666666666,5,5,5,5,5,310
High-Risk,HR_913,29,Female,15250.754301124418,0,1,0,0,18,1110,61.666666666666664,45,1,0.25,0.3515765765765766,0.25,21.53153153153153,49.5,0.25,0.9037656903765691,0.5,1,0.25,0.3559127439724455,0.25,94
High-Risk,HR_914,39,Male,16703.215292891873,0,1,0,0,2,133,66.5,66.5,0.5,0.25,0.42105263157894735,0.5,24.06015037593985,1.5,0.25,0.78125,0.75,0.5,0.25,0.4158415841584158,0.5,17
High-Risk,HR_915,38,Male,16227.518048693373,0,1,1,0,7,1285,183.57142857142858,162,1,1,1,1,23.11284046692607,99,1,3.225589225589226,2,1,1,1,1,30
High-Risk,HR_916,42,Male,13444.220983470092,0,1,0,0,4,174,43.5,41.5,2.5,0.5,1.278735632183908,1,20.689655172413794,247.5,0.5,8.86111111111111,2,2.5,0.5,1.2717391304347827,1,-143.5
High-Risk,HR_917,30,Male,NA,0,1,0,0,30,1321,44.03333333333333,29,5,0.25,1.390234670704012,1,21.196063588190764,295,0.25,6.1901785714285715,2,5,0.25,1.372958693563881,1,-304
High-Risk,HR_918,50,Female,10406.054254935312,0,0,1,1,54,6412,118.74074074074075,70,5,0.25,1.6231285090455396,2,22.473487211478478,247.5,0.25,4.469639139486468,2,5,0.25,1.6242204787769061,2,1633.25
High-Risk,HR_919,40,Male,14129.449123690572,0,1,0,0,26,1421,54.65384615384615,16.5,20,20,20,20,22.800844475721323,1980,20,66.11111111111111,40,20,20,20,20,520
High-Risk,HR_92,34,Male,18586.652581206497,0,1,0,0,26,2454,94.38461538461539,72,5,0.25,0.7260594947025265,0.5,25.468622656886712,88.5,0.25,1.8856,0.75,5,0.25,0.7326407873154729,0.5,161.5
High-Risk,HR_920,34,Female,18851.689786989886,0,1,0,0,1,29,29,29,0.25,0.25,0.25,0.25,13.793103448275861,1,0.25,0.5625,0.5,0.25,0.25,0.25,0.25,4
High-Risk,HR_921,58,Male,17514.450067022608,0,0,0,1,8,385,48.125,40,20,0.25,5.642207792207792,1,18.181818181818183,1180,0.25,24.3,2,20,0.25,5.8658730158730155,1,146.75
High-Risk,HR_922,35,Male,19572.536238811157,0,1,0,0,78,6461,82.83333333333333,49,5,0.25,0.938206160037146,1,23.881752050766135,247.5,0.25,2.684705119896306,1,5,0.25,0.9522671817812118,1,540.75
High-Risk,HR_923,38,Male,13437.808931642736,0,1,0,0,124,34030,274.43548387096774,135.5,1.5,0.25,0.27046723479282986,0.25,22.365559800176314,49.5,0.25,0.8139863355669426,0.5,1.5,0.25,0.2706858700177902,0.25,956
High-Risk,HR_924,71,Female,NA,0,1,1,0,110,29664,269.6727272727273,137,20,0.25,4.030601065264293,1,21.75026968716289,1980,0.25,13.713112213267204,2.5,20,0.25,4.001313975529898,1,4401.5
High-Risk,HR_925,34,Male,18431.138900564314,0,1,0,0,591,30111,50.9492385786802,32,2.5,0.25,0.603633223738833,0.5,23.343628574275183,247.5,0.25,2.015862853891023,0.75,2.5,0.25,0.6035655489125725,0.5,-238
High-Risk,HR_926,36,Female,20801.50503373924,0,0,1,0,23,1217,52.91304347826087,27,10,0.5,3.21569433032046,2.5,22.514379622021362,195,0.5,7.833941605839416,5,10,0.5,3.215270413573701,2.5,885.5
High-Risk,HR_927,41,Male,13206.467016665061,0,1,1,0,519,65252,125.72639691714836,74,20,0.25,4.047209280941581,2,25.858211242567275,1580,0.25,12.263379363480116,5,20,0.25,4.03109303623473,2,-11899.75
High-Risk,HR_928,35,Female,16081.0476064887,0,1,0,0,112,8764,78.25,56,5,0.25,0.9987733911455956,1,21.508443633044273,198,0.25,3.043766578249337,1,5,0.25,1.0040703590638174,1,1169.5
High-Risk,HR_929,52,Male,NA,0,1,0,0,1045,69570,66.57416267942584,50,5,0.25,0.84955081213166594,1,25.051027741842745,198,0.25,2.511447096626119,1,5,0.25,0.8492146446242952,1,510.25
High-Risk,HR_93,32,Female,25307.40646718586,0,1,0,0,2,612,306,306,1,0.25,0.5968137254901961,0.5,23.366013071895424,29.5,0.25,1.5541958041958042,1,1,0.25,0.597547974413646,0.5,58
High-Risk,HR_930,42,Male,18903.59968339016,0,1,0,0,23,4793,208.3913043478261,47,2.5,1,1.1844356353014813,1,22.595451700396413,148.5,1,4.291320406278855,2,2.5,1,1.1882749326145552,1,-239
High-Risk,HR_931,27,Male,16829.179718655,0,1,0,0,21,1190,56.666666666666664,37,10,0.25,3.9703781512605043,5,20.756302521008404,495,0.5,10.29757085020243,5,10,0.25,3.9138388123011665,5,1147.25
High-Risk,HR_932,28,Male,13444.220983470092,0,0,1,0,1,62,62,62,0.5,0.5,0.5,0.5,19.35483870967742,1,0.5,0.8333333333333334,1,0.5,0.5,0.5,0.5,15
High-Risk,HR_933,28,Male,16166.09703144839,0,1,0,0,1,38,38,38,0.25,0.25,0.25,0.25,15.789473684210526,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,5
High-Risk,HR_934,32,Male,19759.239529262086,0,0,0,1,7,556,79.42857142857143,72,5,0.25,2.97976618705036,2.5,15.827338129496402,247.5,0.5,11.142045454545455,5,5,0.25,2.9369658119658117,2.5,394
High-Risk,HR_935,51,Female,18097.008530805688,0,1,1,1,210,10049,47.852380952380955,28,20,0.25,1.7426858393870037,1,21.614090954323814,590,0.25,5.61982044198895,2,20,0.25,1.752285133934239,1,1596.5
High-Risk,HR_936,53,Female,15819.038485362007,0,1,0,0,16,957,59.8125,42,1,0.25,0.46238244514106586,0.5,25.182863113897596,99,0.25,2.0518672199170123,0.5,1,0.25,0.4615921787709497,0.5,-164
High-Risk,HR_937,64,Female,13444.220983470092,0,0,0,1,1,19,19,19,2.5,2.5,2.5,2.5,15.789473684210526,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,32.5
High-Risk,HR_938,31,Male,19315.64084738435,0,1,0,0,44,4681,106.38636363636364,69.5,5,0.25,0.9950865199743645,1,18.329416791283915,198,0.25,3.840034965034965,1,5,0.25,0.9911064608945854,1,494.25
High-Risk,HR_939,39,Female,11727.0803147506,0,1,0,0,35,1194,34.114285714285714,29,5,0.25,2.6266750418760467,2.5,24.288107202680067,97.5,0.5,5.5120689655172415,3,5,0.25,2.6241703539823007,2.5,773.75
High-Risk,HR_94,33,Female,16166.09703144839,0,1,0,0,7,125,17.857142857142858,17,2.5,0.5,1.192,1,21.6,7.5,0.5,2.1296296296296298,2,2.5,0.5,1.1887755102040816,1,59
High-Risk,HR_940,37,Male,14244.754097974565,0,1,1,0,20,1504,75.2,80.5,20,0.25,1.6808510638297873,0.25,24.13563829787234,380,0.25,4.993801652892562,0.5,20,0.25,1.623794916739702,0.25,40
High-Risk,HR_941,38,Male,16172.774931764206,0,1,0,0,4,1203,300.75,242,20,2.5,8.721945137157107,5,26.184538653366584,1980,2.5,31.238095238095237,10,20,2.5,8.82882882882883,5,-2000
High-Risk,HR_942,58,Female,19223.367012564508,0,0,0,1,26,2619,100.73076923076923,33.5,20,0.25,1.6373615883925163,1,24.13134784268805,990,0.25,7.91495253164557,2,20,0.25,1.6492199295420231,1,-1725.25
High-Risk,HR_943,38,Female,16166.09703144839,0,1,0,0,58,4360,75.17241379310344,50.5,20,0.5,4.395642201834862,2.5,22.660550458715598,990,0.5,11.870951417004049,5,20,0.5,4.428084223013049,2.5,3203
High-Risk,HR_944,39,Male,15676.546362416108,0,1,0,0,6,103,17.166666666666668,19,0.5,0.25,0.2524271844660194,0.25,25.24271844660194,1,0.25,0.4423076923076923,0.5,0.5,0.25,0.2532467532467532,0.25,8
High-Risk,HR_945,69,Female,15518.78868880673,0,1,0,0,140,26021,185.86428571428573,95,10,0.25,1.8567022789285577,1.5,24.668536950924253,495,0.25,5.435932388222464,2.5,10,0.25,1.8651795735129069,1.5,1668
High-Risk,HR_946,34,Female,13444.220983470092,0,1,0,0,12,407,33.916666666666664,13.5,1,0.25,0.5,0.5,23.832923832923832,49.5,0.25,2.417525773195876,1,1,0.25,0.5,0.5,-79.5
High-Risk,HR_947,61,Female,NA,0,0,1,0,61,4511,73.95081967213115,62,1.5,0.25,0.4695743737530481,0.25,22.456218133451564,49.5,0.25,1.5579960513326752,0.5,1.5,0.25,0.4614065180102916,0.25,35.75
High-Risk,HR_948,44,Female,15260.439102080654,0,1,1,0,94,7290,77.55319148936171,41,5,0.25,1.1891289437585735,1,22.59259259259259,197.5,0.25,3.3887370977534914,2,5,0.25,1.1889509126351232,1,1128
High-Risk,HR_949,62,Male,12113.173093151574,0,1,1,0,36,2078,57.72222222222222,37.5,5,0.25,0.6134504331087585,0.5,22.23291626564004,495,0.25,2.957792207792208,1,5,0.25,0.599009900990099,0.5,-398.5
High-Risk,HR_95,81,Female,13860.260596653688,0,1,0,0,3,121,40.333333333333336,42,0.5,0.25,0.25206611570247933,0.25,20.66115702479339,1.25,0.25,0.45,0.25,0.5,0.25,0.2526041666666667,0.25,13
High-Risk,HR_950,41,Female,16081.0476064887,0,1,1,0,41,2123,51.78048780487805,26,1,0.25,0.3904851625058879,0.5,21.19642016015073,49.5,0.25,1.4677777777777778,0.5,1,0.25,0.3886730424387328,0.5,-10.25
High-Risk,HR_951,28,Male,NA,0,0,0,1,1,21,21,21,2.5,2.5,2.5,2.5,14.285714285714285,12.5,2.5,8.333333333333334,10,2.5,2.5,2.5,2.5,20
High-Risk,HR_952,31,Female,18302.887469859248,0,1,0,0,4,400,100,78.5,0.5,0.25,0.32875,0.25,18.25,24.75,0.25,0.9897260273972602,0.5,0.5,0.25,0.3302752293577982,0.25,35.75
High-Risk,HR_953,35,Male,13444.220983470092,0,1,0,0,11,1308,118.9090909090909,100,0.25,0.25,0.25,0.25,22.32415902140673,24.75,0.25,0.8827054794520548,0.5,0.25,0.25,0.25,0.25,-3.75
High-Risk,HR_954,31,Female,17350.100744468913,0,1,0,0,63,3140,49.84126984126984,34,20,0.5,5.4468152866242034,5,23.78980891719745,295,1,13.2904953145917,7.5,20,0.5,5.446719598829921,5,3106
High-Risk,HR_955,42,Male,14830.155999408198,0,1,1,0,3,228,76,59,0.5,0.25,0.3574561403508772,0.25,27.192982456140353,24.75,0.25,0.9596774193548387,0.5,0.5,0.25,0.3674698795180723,0.25,1.5
High-Risk,HR_956,43,Female,17177.105778950292,0,1,0,0,128,13380,104.53125,80,5,0.25,0.8189461883408071,0.5,22.144992526158447,198,0.25,2.4491225109686128,1,5,0.25,0.8192377843908994,0.5,1277.25
High-Risk,HR_957,39,Female,13444.220983470092,0,1,0,0,4,16,4,4.5,1,0.25,0.390625,0.25,25,3,0.25,1.125,0.625,1,0.25,0.3541666666666667,0.25,-0.25
High-Risk,HR_958,47,Female,14058.268518749028,0,1,0,0,4,145,36.25,37,1,0.25,0.3706896551724138,0.25,21.379310344827587,1.75,0.25,0.6370967741935484,0.5,1,0.25,0.375,0.25,23
High-Risk,HR_959,31,Female,19900.54527384682,0,0,1,0,2,313,156.5,156.5,1,0.5,0.5351437699680511,0.5,24.600638977635782,9.5,0.5,1.2337662337662338,1,1,0.5,0.5360169491525424,0.5,31.5
High-Risk,HR_96,47,Male,17061.103866171004,0,1,0,0,179,20470,114.35754189944134,84,5,0.25,1.235820713238886,1,20.674157303370784,247.5,0.25,3.781368147448015,1.5,5,0.25,1.239145830767336,1,4118.5
High-Risk,HR_960,31,Female,14058.268518749028,0,1,0,0,102,5387,52.81372549019608,30,10,0.25,0.8527937627622053,0.5,22.906998329311303,148.5,0.25,2.7258914100486225,1,10,0.25,0.8573922465687455,0.5,197
High-Risk,HR_961,48,Male,NA,0,1,0,0,68,5501,80.8970588235294,54.5,20,0.5,9.394110161788765,5,23.850209052899473,1980,2,34.10594512195122,10,20,0.5,9.37693960372404,5,-5467
High-Risk,HR_962,30,Male,21610.664666014007,0,1,0,0,2,17,8.5,8.5,20,5,9.411764705882353,5,5.88235294117647,35,35,35,35,20,5,9.6875,5,120
High-Risk,HR_963,50,Female,14815.390066128155,0,1,0,0,1,1,1,1,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,0.25,0.25,0.25,0.25,0.25
High-Risk,HR_964,37,Female,14489.764147354721,0,1,0,0,6,451,75.16666666666667,54,2.5,0.25,1.311529933481153,1,22.172949002217297,47.5,0.25,2.545,1.5,2.5,0.25,1.309116809116809,1,205
High-Risk,HR_965,56,Male,17815.007219701878,0,0,0,1,189,45461,240.53439153439155,70,10,0.25,3.270754052924485,2.5,23.64444248916654,990,0.75,9.432365801469905,5,10,0.25,3.2723913920258125,2.5,12202.75
High-Risk,HR_966,39,Female,15241.155792148917,0,1,0,0,4,707,176.75,39,5,0.25,4.444837340876945,5,23.47949080622348,395,0.25,13.781626506024097,5,5,0.25,4.483826247689464,5,138
High-Risk,HR_967,29,Male,13444.220983470092,0,0,1,0,3,276,92,70,1,0.25,0.39492753623188404,0.25,24.637681159420293,19.5,0.25,0.9338235294117647,0.5,1,0.25,0.4014423076923077,0.25,20
High-Risk,HR_968,54,Male,13444.220983470092,0,1,0,0,5,1188,237.6,260,0.5,0.25,0.3404882154882155,0.25,23.56902356902357,49.5,0.25,1.2526785714285715,0.5,0.5,0.25,0.3397577092511013,0.25,-42.25
High-Risk,HR_969,60,Female,16703.215292891873,0,1,0,0,20,1650,82.5,52,5,1,1.9781818181818183,2.5,23.636363636363637,247.5,1,6.12948717948718,2.5,5,1,1.9865079365079366,2.5,112.5
High-Risk,HR_97,35,Male,16394.77765776613,0,1,0,0,13,2294,176.46153846153845,99,2,0.25,0.703792502179599,0.5,23.801220575414124,59,0.25,1.728021978021978,1,2,0.25,0.7015160183066361,0.5,282.75
High-Risk,HR_970,30,Male,18124.367084912425,0,1,0,0,56,9573,170.94642857142858,128,1,0.25,0.3709652146662488,0.25,23.775201086388805,99,0.25,1.101054481546573,0.5,1,0.25,0.37063176647937507,0.25,198.5
High-Risk,HR_971,28,Male,13444.220983470092,0,1,0,0,1,9,9,9,2.5,2.5,2.5,2.5,11.11111111111111,5,5,5,5,2.5,2.5,2.5,2.5,15
High-Risk,HR_972,39,Male,13444.220983470092,0,1,0,0,4,124,31,36.5,20,1,7.169354838709677,2.5,15.32258064516129,1180,1,74.07894736842105,8,20,1,7.4,2.5,-630.5
High-Risk,HR_973,32,Male,25307.40646718586,0,1,0,0,4,380,95,23.5,2.5,0.25,0.5243421052631579,0.25,25,24.75,0.25,1.013157894736842,0.5,2.5,0.25,0.55,0.25,60.5
High-Risk,HR_974,23,Male,17991.054247669774,0,1,0,0,31,15406,496.96774193548384,289,20,0.25,6.490409580682851,1.5,24.7436063871219,1980,0.25,19.535545645330537,2.5,20,0.25,6.559448852854925,1.5,1580.75
High-Risk,HR_975,56,Female,16715.497825958526,0,1,0,0,11,692,62.90909090909091,34,2.5,0.25,1.3522398843930636,1.5,25.86705202312139,88.5,0.25,3.4846368715083798,2,2.5,0.25,1.3845029239766082,1.5,86.5
High-Risk,HR_976,35,Male,18604.36804933253,0,1,1,0,143,7215,50.45454545454545,30,15,0.25,1.389050589050589,1,24.241164241164242,198,0.25,3.9911377930245853,1.5,15,0.25,1.3983260153677277,1,662.75
High-Risk,HR_977,37,Male,15346.975881584674,0,1,0,0,159,14579,91.69182389937107,51,20,0.25,6.332172988545167,5,23.444680705123808,1980,0.25,15.591354593329433,10,20,0.25,6.36434907266374,5,17741.25
High-Risk,HR_978,28,Female,NA,0,1,0,1,11,3129,284.45454545454544,101,2.5,0.25,0.8873441994247363,0.5,22.69095557686162,247.5,0.25,3.2693661971830985,1,2.5,0.25,0.8795990078544853,0.5,-193.5
High-Risk,HR_979,62,Female,16243.477982355198,0,0,1,0,92,7432,80.78260869565217,61.5,1.5,0.5,0.6132265877287406,0.5,22.968245425188375,99,0.5,1.8087287639132983,1,1.5,0.5,0.6141484716157205,0.5,428.5
High-Risk,HR_98,29,Male,16121.516597765853,0,1,1,0,87,3814,43.839080459770116,31,5,0.25,0.6389617199790246,0.5,24.410068169900367,59,0.25,1.6396348012889366,1,5,0.25,0.6466354491848768,0.5,337.75
High-Risk,HR_980,52,Male,NA,0,1,0,0,4,570,142.5,42,1.5,0.25,0.975,1,23.859649122807017,59,0.5,3.7095588235294117,1,1.5,0.25,0.9706221198156681,1,-83.25
High-Risk,HR_981,29,Male,18604.36804933253,0,1,0,0,13,408,31.384615384615383,19,1,0.25,0.46691176470588236,0.5,22.54901960784314,4.75,0.25,0.8125,0.5,1,0.25,0.4723101265822785,0.5,74.5
High-Risk,HR_982,34,Female,18879.746874644847,0,1,0,0,2,24,12,12,0.5,0.25,0.4479166666666667,0.5,33.33333333333333,1.5,0.25,0.65625,0.5,0.5,0.25,0.453125,0.5,2
High-Risk,HR_983,64,Female,17157.45748001931,0,1,0,0,19,838,44.10526315789474,26,2.5,0.5,1.04236276849642,1,23.86634844868735,88.5,0.5,3,1,2.5,0.5,1.0438871473354232,1,66
High-Risk,HR_984,39,Male,15241.155792148917,0,1,0,0,47,2040,43.40425531914894,28,20,1,8.112745098039216,5,25.68627450980392,990,1,23.044847328244273,10,20,1,8.070910290237467,5,160
High-Risk,HR_985,26,Male,NA,0,1,0,0,14,1111,79.35714285714286,59.5,10,0.25,2.653690369036904,2,23.13231323132313,495,0.25,8.055447470817121,3,10,0.25,2.651639344262295,2,194.25
High-Risk,HR_986,41,Male,23873.087309753482,0,1,0,0,4,228,57,52.5,0.5,0.25,0.4780701754385965,0.5,25,29.5,0.25,1.662280701754386,1,0.5,0.25,0.47514619883040937,0.5,-13.5
High-Risk,HR_987,39,Male,21863.584954442576,0,1,0,0,6,143,23.833333333333332,13.5,1.5,1.5,1.5,1.5,13.986013986013987,28.5,1.5,4.5,3,1.5,1.5,1.5,1.5,94.5
High-Risk,HR_988,59,Female,16121.516597765853,0,0,1,0,158,28118,177.9620253164557,75,2,0.25,0.7138932356497617,0.5,26.157621452450385,99,0.25,2.0156696125084976,1,2,0.25,0.7155517025478014,0.5,31.75
High-Risk,HR_989,27,Female,15241.155792148917,0,1,1,0,11,651,59.18181818181818,35,2,0.5,0.9086021505376344,1,18.125960061443934,59,0.5,2.483050847457627,1,2,0.5,0.9136960600375235,1,194
High-Risk,HR_99,58,Male,12113.173093151574,0,1,0,0,13,691,53.15384615384615,38,1,0.25,0.5517366136034733,0.5,20.839363241678726,29.5,0.25,1.1840277777777777,1,1,0.25,0.5548446069469836,0.5,133
High-Risk,HR_990,42,Male,23671.595897699965,0,1,0,0,77,5364,69.66233766233766,28,20,0.25,17.84307419835943,20,22.22222222222222,1980,1,57.77978187919463,20,20,0.25,17.89974832214765,20,5804.25
High-Risk,HR_991,48,Male,17775.041324829686,0,0,1,0,258,16094,62.37984496124031,41.5,10,0.25,1.8682583571517335,1,24.487386603703243,495,0.25,5.430157320477036,2.5,10,0.25,1.86396363037933,1,1252.5
High-Risk,HR_992,45,Male,17237.621401328477,0,1,0,0,1,35,35,35,1,0.5,0.7,0.5,28.57142857142857,2,0.5,1.3,1.25,1,0.5,0.72,0.5,5
High-Risk,HR_993,32,Female,19310.04484363732,0,1,0,0,24,1426,59.416666666666664,40.5,10,0.25,1.1039621318373072,0.5,21.1781206171108,148.5,0.25,3.676324503311258,1.125,10,0.25,1.0378113879003559,0.5,56.25
High-Risk,HR_994,36,Female,17237.621401328477,0,1,0,0,20,2087,104.35,54.5,1,0.25,0.9046478198370868,1,23.862002874940107,99,0.25,2.6867469879518073,1,1,0.25,0.9021397105097546,1,95.5
High-Risk,HR_995,31,Female,15241.155792148917,0,1,0,0,4,106,26.5,25.5,5,0.5,1.3349056603773586,0.5,16.9811320754717,5,0.5,1.9444444444444444,1,5,0.5,1.2840909090909092,0.5,78
High-Risk,HR_996,73,Female,18203.723014719246,0,0,0,1,1,67,67,67,2,1,1.7313432835820894,2,19.402985074626866,6,2,2.769230769230769,2,2,1,1.7407407407407407,2,58
High-Risk,HR_997,51,Female,14489.764147354721,0,1,1,0,35,3067,87.62857142857143,61,5,0.25,4.67427453537659,5,25.497228562112813,495,0.25,11.831521739130435,5,5,0.25,4.670787746170678,5,1420.5
High-Risk,HR_998,30,Male,14872.74077677282,0,1,1,0,15,2139,142.6,96,2.5,0.25,1.4839878447872838,1,25.058438522674148,247.5,0.25,6.170242537313433,2.5,2.5,0.25,1.4828446662507797,1,-930.25
High-Risk,HR_999,47,Male,17400.353619006208,0,1,0,0,5,933,186.6,142,0.5,0.25,0.4584673097534834,0.5,25.187566988210076,29.5,0.25,1.1936170212765957,0.5,0.5,0.25,0.4566618911174785,0.5,38.25
