group,id_player,prev_outcome,n_round,n_round_change,stake_change_prop,stake_change_size_overall,stake_change_level_overall,stake_change_size,stake_change_level
High-Risk,591,win,1941,2,0.10303967027305513,0.002833590932509016,0.0010303967027305513,2.75,1
High-Risk,592,loss,8,0,0,0,0,NA,NA
High-Risk,592,win,4,0,0,0,0,NA,NA
High-Risk,593,loss,179,2,1.1173184357541899,-0.004189944134078212,-0.0111731843575419,-0.375,-1
High-Risk,593,win,56,0,0,0,0,NA,NA
High-Risk,594,loss,3626,10,0.27578599007170435,0,0,0,0
High-Risk,594,win,985,1,0.10152284263959391,2.538071065989848e-4,0.0010152284263959391,0.25,1
High-Risk,595,loss,459,0,0,0,0,NA,NA
High-Risk,595,win,136,0,0,0,0,NA,NA
High-Risk,596,loss,21,0,0,0,0,NA,NA
High-Risk,596,win,1,0,0,0,0,NA,NA
High-Risk,597,loss,6877,403,5.8601134215500945,0.11305801948524066,0.02166642431292715,1.9292803970223324,0.369727047146402
High-Risk,597,win,1918,15,0.7820646506777894,0.028415015641293014,0.005213764337851929,3.6333333333333333,0.6666666666666666
High-Risk,598,loss,3477,137,3.940178314639057,-0.0045297670405522,-0.013229795800977854,-0.11496350364963503,-0.3357664233576642
High-Risk,598,win,1075,20,1.8604651162790697,0.012325581395348837,0.01953488372093023,0.6625,1.05
High-Risk,599,loss,188,1,0.5319148936170213,0.0026595744680851063,0.005319148936170213,0.5,1
High-Risk,599,win,55,0,0,0,0,NA,NA
High-Risk,600,loss,2596,40,1.5408320493066257,0.007222650231124807,3.8520801232665625e-4,0.46875,0.025
High-Risk,600,win,850,0,0,0,0,NA,NA
High-Risk,601,loss,3,0,0,0,0,NA,NA
High-Risk,601,win,1,0,0,0,0,NA,NA
High-Risk,602,loss,16976,107,0.6303016022620169,4.418001885014131e-5,-5.890669180018853e-5,0.007009345794392523,-0.009345794392523364
High-Risk,602,win,5674,9,0.15861825872400423,0.005287275290800141,0.0015861825872400424,3.3333333333333335,1
High-Risk,603,loss,104,3,2.8846153846153846,-0.01201923076923077,-0.028846153846153848,-0.4166666666666667,-1
High-Risk,603,win,31,0,0,0,0,NA,NA
High-Risk,604,loss,19,0,0,0,0,NA,NA
High-Risk,604,win,2,0,0,0,0,NA,NA
High-Risk,605,loss,5,0,0,0,0,NA,NA
High-Risk,605,win,3,0,0,0,0,NA,NA
High-Risk,606,loss,2070,39,1.884057971014493,0.007729468599033816,0.001932367149758454,0.41025641025641024,0.10256410256410256
High-Risk,606,win,771,0,0,0,0,NA,NA
High-Risk,607,loss,5911,153,2.5883945186939603,-0.009304686178311622,-0.008289629504313991,-0.35947712418300654,-0.3202614379084967
High-Risk,607,win,1876,9,0.4797441364605544,0.011727078891257996,0.007995735607675906,2.4444444444444446,1.6666666666666667
High-Risk,608,loss,1342,3,0.22354694485842028,-5.588673621460507e-4,-0.0022354694485842027,-0.25,-1
High-Risk,608,win,351,0,0,0,0,NA,NA
High-Risk,609,loss,327,7,2.1406727828746175,-0.0045871559633027525,-0.009174311926605505,-0.21428571428571427,-0.42857142857142855
High-Risk,609,win,118,3,2.5423728813559325,0.012711864406779662,0.025423728813559324,0.5,1
High-Risk,610,loss,22667,131,0.5779326774606255,-0.0024595226540786164,-0.0030440728812811575,-0.4255725190839695,-0.5267175572519084
High-Risk,610,win,6746,17,0.25200118588793363,0.0033723688111473465,0.0026682478505781204,1.338235294117647,1.0588235294117647
High-Risk,611,loss,11,0,0,0,0,NA,NA
High-Risk,611,win,2,0,0,0,0,NA,NA
High-Risk,612,loss,20,0,0,0,0,NA,NA
High-Risk,612,win,6,0,0,0,0,NA,NA
High-Risk,613,loss,5119,99,1.933971478804454,0.03506544246923227,0.020511818714592695,1.8131313131313131,1.0606060606060606
High-Risk,613,win,1566,2,0.1277139208173691,-9.578544061302683e-4,-0.0019157088122605365,-0.75,-1.5
High-Risk,614,loss,352,1,0.2840909090909091,0.002840909090909091,0.005681818181818182,1,2
High-Risk,614,win,119,0,0,0,0,NA,NA
High-Risk,615,loss,18435,60,0.32546786004882017,3.390290208841877e-4,5.966910767561703e-4,0.10416666666666667,0.18333333333333332
High-Risk,615,win,5984,14,0.2339572192513369,5.431149732620321e-4,0.0016711229946524064,0.23214285714285715,0.7142857142857143
High-Risk,616,loss,1322,4,0.30257186081694404,5.673222390317701e-4,0.0015128593040847202,0.1875,0.5
High-Risk,616,win,316,0,0,0,0,NA,NA
High-Risk,617,loss,77,1,1.2987012987012987,-0.006493506493506494,-0.012987012987012988,-0.5,-1
High-Risk,617,win,19,0,0,0,0,NA,NA
High-Risk,618,loss,60,1,1.6666666666666667,0.008333333333333333,0.016666666666666666,0.5,1
High-Risk,618,win,13,0,0,0,0,NA,NA
High-Risk,619,loss,53794,2030,3.773655054467041,-0.004535821838866788,-0.00719411086738298,-0.12019704433497537,-0.19064039408866995
High-Risk,619,win,15569,149,0.957029995503886,0.017229751429121972,0.018369837497591367,1.8003355704697988,1.919463087248322
High-Risk,620,loss,10,0,0,0,0,NA,NA
High-Risk,620,win,2,0,0,0,0,NA,NA
High-Risk,621,loss,1172,5,0.42662116040955633,0.0021331058020477816,0,0.5,0
High-Risk,621,win,343,1,0.2915451895043732,0.014577259475218658,0.0029154518950437317,5,1
High-Risk,622,loss,729,15,2.05761316872428,-0.00720164609053498,-0.009602194787379973,-0.35,-0.4666666666666667
High-Risk,622,win,218,4,1.834862385321101,0.01834862385321101,0.01834862385321101,1,1
High-Risk,623,loss,152,10,6.578947368421052,0.013157894736842105,0.02631578947368421,0.2,0.4
High-Risk,623,win,28,0,0,0,0,NA,NA
High-Risk,624,loss,181,10,5.524861878453039,0.0027624309392265192,0,0.05,0
High-Risk,624,win,50,0,0,0,0,NA,NA
High-Risk,625,loss,36619,1678,4.582320653212813,-9.76269149894863e-4,-0.0033589120401977114,-0.02130512514898689,-0.0733015494636472
High-Risk,625,win,12132,16,0.13188262446422683,9.27299703264095e-4,0.0016485328058028356,0.703125,1.25
High-Risk,626,loss,39,0,0,0,0,NA,NA
High-Risk,626,win,16,0,0,0,0,NA,NA
High-Risk,627,loss,449,0,0,0,0,NA,NA
High-Risk,627,win,105,0,0,0,0,NA,NA
High-Risk,628,loss,2714,31,1.142225497420781,-7.369196757553427e-4,-0.0014738393515106854,-0.06451612903225806,-0.12903225806451613
High-Risk,628,win,827,0,0,0,0,NA,NA
High-Risk,629,loss,22890,78,0.34076015727391873,0.0037680209698558323,0.0017911751856705986,1.1057692307692308,0.5256410256410257
High-Risk,629,win,7484,1,0.013361838588989844,-6.680919294494923e-5,-1.3361838588989847e-4,-0.5,-1
High-Risk,630,loss,329,4,1.21580547112462,0.010638297872340425,0.00911854103343465,0.875,0.75
High-Risk,630,win,101,0,0,0,0,NA,NA
High-Risk,631,loss,69,0,0,0,0,NA,NA
High-Risk,631,win,35,0,0,0,0,NA,NA
High-Risk,632,loss,136,8,5.88235294117647,-0.02022058823529412,-0.04411764705882353,-0.34375,-0.75
High-Risk,632,win,24,0,0,0,0,NA,NA
High-Risk,633,loss,125,0,0,0,0,NA,NA
High-Risk,633,win,41,0,0,0,0,NA,NA
High-Risk,634,loss,21694,646,2.977781875172859,-0.027715036415598783,-0.033788144187332905,-0.9307275541795665,-1.1346749226006192
High-Risk,634,win,7007,139,1.9837305551591264,0.042707292707292704,0.025974025974025976,2.152877697841727,1.3093525179856116
High-Risk,635,loss,7,0,0,0,0,NA,NA
High-Risk,636,loss,1878,0,0,0,0,NA,NA
High-Risk,636,win,585,1,0.17094017094017094,-8.547008547008547e-4,-0.0017094017094017094,-0.5,-1
High-Risk,637,loss,37,2,5.405405405405405,0,0,0,0
High-Risk,637,win,13,0,0,0,0,NA,NA
High-Risk,638,loss,611,34,5.5646481178396074,0.05155482815057283,-0.0016366612111292963,0.9264705882352942,-0.029411764705882353
High-Risk,638,win,196,1,0.5102040816326531,-0.012755102040816327,-0.00510204081632653,-2.5,-1
High-Risk,639,loss,198,4,2.0202020202020203,-0.008838383838383838,-0.020202020202020204,-0.4375,-1
High-Risk,639,win,54,0,0,0,0,NA,NA
High-Risk,640,loss,15,0,0,0,0,NA,NA
High-Risk,640,win,4,1,25,1.875,0.5,7.5,2
High-Risk,641,loss,32,1,3.125,0.015625,0.03125,0.5,1
High-Risk,641,win,3,0,0,0,0,NA,NA
High-Risk,642,loss,66,0,0,0,0,NA,NA
High-Risk,642,win,16,0,0,0,0,NA,NA
High-Risk,643,loss,74,1,1.3513513513513513,0.006756756756756757,0.013513513513513514,0.5,1
High-Risk,643,win,21,0,0,0,0,NA,NA
High-Risk,644,loss,111,0,0,0,0,NA,NA
High-Risk,644,win,41,0,0,0,0,NA,NA
High-Risk,645,loss,7,0,0,0,0,NA,NA
High-Risk,645,win,1,0,0,0,0,NA,NA
High-Risk,646,loss,546,3,0.5494505494505495,-0.0013736263736263737,-0.003663003663003663,-0.25,-0.6666666666666666
High-Risk,646,win,172,0,0,0,0,NA,NA
High-Risk,647,loss,23,1,4.3478260869565215,-0.043478260869565216,-0.08695652173913043,-1,-2
High-Risk,647,win,6,0,0,0,0,NA,NA
High-Risk,648,loss,502,2,0.398406374501992,0,0,0,0
High-Risk,648,win,133,0,0,0,0,NA,NA
High-Risk,649,loss,45808,616,1.3447432762836184,-0.001326187565490744,-0.002794271742927,-0.09862012987012987,-0.2077922077922078
High-Risk,649,win,13546,46,0.339583640927211,0.0018271076332496679,0.0036911265318175105,0.5380434782608695,1.0869565217391304
High-Risk,650,loss,11,1,9.090909090909092,-0.06818181818181818,-0.18181818181818182,-0.75,-2
High-Risk,650,win,3,0,0,0,0,NA,NA
High-Risk,651,loss,65,0,0,0,0,NA,NA
High-Risk,651,win,10,0,0,0,0,NA,NA
High-Risk,652,loss,383,5,1.3054830287206265,0.0032637075718015664,0.007832898172323759,0.25,0.6
High-Risk,652,win,126,0,0,0,0,NA,NA
High-Risk,653,loss,11,0,0,0,0,NA,NA
High-Risk,653,win,2,0,0,0,0,NA,NA
High-Risk,654,loss,821,5,0.6090133982947624,3.045066991473812e-4,0.001218026796589525,0.05,0.2
High-Risk,654,win,207,0,0,0,0,NA,NA
High-Risk,655,loss,32547,1512,4.645589455249332,0.0019740682705011213,0.0027652318186007926,0.04249338624338624,0.05952380952380952
High-Risk,655,win,10758,27,0.2509760178471835,-0.004206172150957427,-0.0050195203569436695,-1.6759259259259258,-2
High-Risk,656,loss,43,2,4.651162790697675,0,0,0,0
High-Risk,656,win,11,0,0,0,0,NA,NA
High-Risk,657,loss,14,0,0,0,0,NA,NA
High-Risk,657,win,4,0,0,0,0,NA,NA
High-Risk,658,loss,7552,278,3.68114406779661,-0.005064883474576271,-0.011652542372881356,-0.13758992805755396,-0.31654676258992803
High-Risk,658,win,2455,3,0.12219959266802445,5.091649694501018e-4,0.0012219959266802445,0.4166666666666667,1
High-Risk,659,loss,40,0,0,0,0,NA,NA
High-Risk,659,win,10,0,0,0,0,NA,NA
High-Risk,660,loss,143,0,0,0,0,NA,NA
High-Risk,660,win,48,0,0,0,0,NA,NA
High-Risk,662,loss,32,3,9.375,0.15625,0.03125,1.6666666666666667,0.3333333333333333
High-Risk,662,win,6,0,0,0,0,NA,NA
High-Risk,663,loss,4813,54,1.1219613546644505,0.008622480781217535,0.00249324745480989,0.7685185185185185,0.2222222222222222
High-Risk,663,win,1407,0,0,0,0,NA,NA
High-Risk,664,loss,1591,3,0.18856065367693275,0.009428032683846637,0.0018856065367693275,5,1
High-Risk,664,win,508,0,0,0,0,NA,NA
High-Risk,665,loss,1256,37,2.945859872611465,-0.0031847133757961785,-0.007961783439490446,-0.10810810810810811,-0.2702702702702703
High-Risk,665,win,340,2,0.5882352941176471,0.0014705882352941176,0.0058823529411764705,0.25,1
High-Risk,666,loss,703,1,0.1422475106685633,3.5561877667140827e-4,0.001422475106685633,0.25,1
High-Risk,666,win,181,0,0,0,0,NA,NA
High-Risk,667,loss,1,0,0,0,0,NA,NA
High-Risk,668,loss,50,2,4,-0.015,-0.04,-0.375,-1
High-Risk,668,win,10,0,0,0,0,NA,NA
High-Risk,669,loss,15479,176,1.1370243555785258,0.0016312423283157827,0.001292073131339234,0.1434659090909091,0.11363636363636363
High-Risk,669,win,4889,30,0.6136224176723257,0.004397627326651667,0.006340764982614031,0.7166666666666667,1.0333333333333334
High-Risk,670,loss,66,0,0,0,0,NA,NA
High-Risk,670,win,13,0,0,0,0,NA,NA
High-Risk,671,loss,831,2,0.24067388688327318,9.025270758122744e-4,0.0024067388688327317,0.375,1
High-Risk,671,win,267,0,0,0,0,NA,NA
High-Risk,672,loss,3724,64,1.7185821697099892,-0.00872717508055854,-0.004296455424274973,-0.5078125,-0.25
High-Risk,672,win,1341,1,0.07457121551081282,0.0018642803877703207,7.457121551081282e-4,2.5,1
High-Risk,673,loss,5,0,0,0,0,NA,NA
High-Risk,674,loss,511,1,0.19569471624266144,4.892367906066536e-4,0.0019569471624266144,0.25,1
High-Risk,674,win,162,0,0,0,0,NA,NA
High-Risk,675,loss,721,8,1.1095700416088765,0.0027739251040221915,0,0.25,0
High-Risk,675,win,202,1,0.49504950495049505,0.0049504950495049506,0.009900990099009901,1,2
High-Risk,676,loss,37,0,0,0,0,NA,NA
High-Risk,676,win,4,0,0,0,0,NA,NA
High-Risk,677,loss,1216,6,0.4934210526315789,-0.004934210526315789,-0.007401315789473684,-1,-1.5
High-Risk,677,win,360,0,0,0,0,NA,NA
High-Risk,678,loss,30361,381,1.2548993774908601,-0.007641382036164817,-0.012285497842627054,-0.6089238845144357,-0.979002624671916
High-Risk,678,win,8944,280,3.1305903398926653,0.02294834525939177,0.03767889087656529,0.7330357142857142,1.2035714285714285
High-Risk,679,loss,796,11,1.3819095477386936,0.004711055276381909,0.008793969849246231,0.3409090909090909,0.6363636363636364
High-Risk,679,win,199,6,3.015075376884422,-0.017587939698492462,-0.035175879396984924,-0.5833333333333334,-1.1666666666666667
High-Risk,680,loss,12477,416,3.334134808046806,-1.60294942694558e-4,-0.0013625070129037427,-0.004807692307692308,-0.040865384615384616
High-Risk,680,win,4182,8,0.19129603060736491,1.1956001912960305e-4,4.782400765184122e-4,0.0625,0.25
High-Risk,681,loss,1637,19,1.1606597434331094,-0.0015271838729383018,0.0012217470983506415,-0.13157894736842105,0.10526315789473684
High-Risk,681,win,528,2,0.3787878787878788,0.0014204545454545455,0.003787878787878788,0.375,1
High-Risk,682,loss,82,4,4.878048780487805,-0.003048780487804878,-0.012195121951219513,-0.0625,-0.25
High-Risk,682,win,17,1,5.88235294117647,-0.029411764705882353,-0.058823529411764705,-0.5,-1
High-Risk,683,loss,154,0,0,0,0,NA,NA
High-Risk,683,win,50,0,0,0,0,NA,NA
High-Risk,684,loss,1084,14,1.2915129151291513,0.00253690036900369,0.004612546125461255,0.19642857142857142,0.35714285714285715
High-Risk,684,win,311,1,0.3215434083601286,0.003215434083601286,0.006430868167202572,1,2
High-Risk,685,loss,4255,60,1.410105757931845,0.001410105757931845,0.003290246768507638,0.1,0.23333333333333334
High-Risk,685,win,1394,3,0.2152080344332855,3.586800573888092e-4,7.173601147776184e-4,0.16666666666666666,0.3333333333333333
High-Risk,686,loss,1021,1,0.0979431929480901,2.448579823702253e-4,9.794319294809011e-4,0.25,1
High-Risk,686,win,274,0,0,0,0,NA,NA
High-Risk,687,loss,993,10,1.0070493454179255,-7.552870090634441e-4,-0.002014098690835851,-0.075,-0.2
High-Risk,687,win,320,1,0.3125,0.00234375,0.00625,0.75,2
High-Risk,688,loss,99,6,6.0606060606060606,0.027777777777777776,0.010101010101010102,0.4583333333333333,0.16666666666666666
High-Risk,688,win,30,3,10,-0.05,0.03333333333333333,-0.5,0.3333333333333333
High-Risk,689,loss,3107,28,0.9011908593498551,3.21853878339234e-4,-0.0019311232700354038,0.03571428571428571,-0.21428571428571427
High-Risk,689,win,991,0,0,0,0,NA,NA
High-Risk,690,loss,7451,39,0.523419675211381,-7.046034089383975e-4,-0.0022815729432290968,-0.1346153846153846,-0.4358974358974359
High-Risk,690,win,2165,4,0.18475750577367206,5.773672055427252e-4,0.0018475750577367205,0.3125,1
High-Risk,691,loss,82,0,0,0,0,NA,NA
High-Risk,691,win,26,0,0,0,0,NA,NA
High-Risk,692,loss,243,1,0.411522633744856,-0.00411522633744856,-0.00823045267489712,-1,-2
High-Risk,692,win,80,0,0,0,0,NA,NA
High-Risk,693,loss,5857,98,1.6732115417449207,0.003115929656820898,0.009902680553184225,0.18622448979591838,0.5918367346938775
High-Risk,693,win,1999,13,0.6503251625812907,5.002501250625312e-4,0.0025012506253126563,0.07692307692307693,0.38461538461538464
High-Risk,694,loss,18,1,5.555555555555555,0.013888888888888888,0.05555555555555555,0.25,1
High-Risk,694,win,5,0,0,0,0,NA,NA
High-Risk,695,loss,295,0,0,0,0,NA,NA
High-Risk,695,win,55,0,0,0,0,NA,NA
High-Risk,696,loss,290,1,0.3448275862068966,-0.0017241379310344827,-0.0034482758620689655,-0.5,-1
High-Risk,696,win,90,0,0,0,0,NA,NA
High-Risk,697,loss,239,10,4.184100418410042,-0.0010460251046025104,0,-0.025,0
High-Risk,697,win,63,0,0,0,0,NA,NA
High-Risk,698,loss,23,0,0,0,0,NA,NA
High-Risk,698,win,3,0,0,0,0,NA,NA
High-Risk,699,loss,1130,13,1.1504424778761062,0.0022123893805309734,-8.849557522123894e-4,0.19230769230769232,-0.07692307692307693
High-Risk,699,win,346,0,0,0,0,NA,NA
High-Risk,700,loss,152,0,0,0,0,NA,NA
High-Risk,700,win,56,1,1.7857142857142856,0.017857142857142856,0.03571428571428571,1,2
High-Risk,701,loss,1419,5,0.3523608174770966,-0.013389711064129669,-0.0014094432699083862,-3.8,-0.4
High-Risk,701,win,407,1,0.2457002457002457,0.012285012285012284,0.002457002457002457,5,1
High-Risk,702,loss,77,0,0,0,0,NA,NA
High-Risk,702,win,19,0,0,0,0,NA,NA
High-Risk,703,loss,21252,139,0.6540560888386975,-4.2348955392433656e-4,-0.0015057406361754188,-0.06474820143884892,-0.2302158273381295
High-Risk,703,win,6037,20,0.3312903760145768,0.0010352824250455524,0.003312903760145768,0.3125,1
High-Risk,704,loss,195,3,1.5384615384615385,-0.001282051282051282,-0.005128205128205128,-0.08333333333333333,-0.3333333333333333
High-Risk,704,win,53,0,0,0,0,NA,NA
High-Risk,705,loss,59,1,1.694915254237288,0.00423728813559322,0.01694915254237288,0.25,1
High-Risk,705,win,21,0,0,0,0,NA,NA
High-Risk,706,loss,6945,170,2.4478041756659468,-0.005975521958243341,-0.007487401007919366,-0.24411764705882352,-0.3058823529411765
High-Risk,706,win,2092,20,0.9560229445506693,0.02652963671128107,0.012906309751434034,2.775,1.35
High-Risk,707,loss,997,3,0.3009027081243731,-5.015045135406219e-4,-0.0010030090270812437,-0.16666666666666666,-0.3333333333333333
High-Risk,707,win,282,0,0,0,0,NA,NA
High-Risk,708,loss,393,3,0.7633587786259541,-0.0019083969465648854,-0.005089058524173028,-0.25,-0.6666666666666666
High-Risk,708,win,85,0,0,0,0,NA,NA
High-Risk,709,loss,20,0,0,0,0,NA,NA
High-Risk,709,win,9,0,0,0,0,NA,NA
High-Risk,710,loss,1089,7,0.642791551882461,-0.0036730945821854912,-0.0073461891643709825,-0.5714285714285714,-1.1428571428571428
High-Risk,710,win,368,2,0.5434782608695652,0.001358695652173913,0.002717391304347826,0.25,0.5
High-Risk,711,loss,2207,20,0.9062075215224286,0.008835523334843678,0.005437245129134572,0.975,0.6
High-Risk,711,win,572,3,0.5244755244755245,0.009615384615384616,0.012237762237762238,1.8333333333333333,2.3333333333333335
High-Risk,712,loss,4298,40,0.9306654257794323,-0.004304327594229875,-0.006747324336900884,-0.4625,-0.725
High-Risk,712,win,1344,13,0.9672619047619048,0.008928571428571428,0.011160714285714286,0.9230769230769231,1.1538461538461537
High-Risk,713,loss,56,2,3.571428571428571,0.16964285714285715,0.10714285714285714,4.75,3
High-Risk,713,win,7,0,0,0,0,NA,NA
High-Risk,714,loss,2883,5,0.1734304543877905,-5.202913631633715e-4,-0.001387443635102324,-0.3,-0.8
High-Risk,714,win,893,0,0,0,0,NA,NA
High-Risk,715,loss,80,0,0,0,0,NA,NA
High-Risk,715,win,21,0,0,0,0,NA,NA
High-Risk,716,loss,988,19,1.9230769230769231,-0.0020242914979757085,-0.006072874493927126,-0.10526315789473684,-0.3157894736842105
High-Risk,716,win,277,1,0.36101083032490977,0.0018050541516245488,0.0036101083032490976,0.5,1
High-Risk,717,loss,10362,35,0.33777263076626135,0.008589075468056359,0.0035707392395290484,2.5428571428571427,1.0571428571428572
High-Risk,717,win,3132,0,0,0,0,NA,NA
High-Risk,718,loss,9291,267,2.8737487891507913,0.09186309331611237,0.021633839199225055,3.196629213483146,0.7528089887640449
High-Risk,718,win,2865,18,0.6282722513089005,0.0013089005235602095,0.0034904013961605585,0.20833333333333334,0.5555555555555556
High-Risk,719,loss,481,24,4.98960498960499,-0.006237006237006237,-0.016632016632016633,-0.125,-0.3333333333333333
High-Risk,719,win,122,2,1.639344262295082,0,0,0,0
High-Risk,720,loss,1758,4,0.22753128555176336,-0.0034129692832764505,-0.007963594994311717,-1.5,-3.5
High-Risk,720,win,481,2,0.4158004158004158,0.010395010395010396,0.012474012474012475,2.5,3
High-Risk,721,loss,1,0,0,0,0,NA,NA
High-Risk,722,loss,2553,122,4.778691735213474,-0.019193106149627888,-0.04308656482569526,-0.4016393442622951,-0.9016393442622951
High-Risk,722,win,877,19,2.1664766248574687,0.046465222348916764,0.03876852907639681,2.1447368421052633,1.7894736842105263
High-Risk,723,loss,756,31,4.1005291005291005,0.002976190476190476,0.005291005291005291,0.07258064516129033,0.12903225806451613
High-Risk,723,win,250,2,0.8,0.002,0.008,0.25,1
High-Risk,724,loss,9,0,0,0,0,NA,NA
High-Risk,725,loss,2903,0,0,0,0,NA,NA
High-Risk,725,win,856,0,0,0,0,NA,NA
High-Risk,726,loss,82,0,0,0,0,NA,NA
High-Risk,726,win,20,0,0,0,0,NA,NA
High-Risk,727,loss,978,38,3.885480572597137,-0.024539877300613498,-0.02965235173824131,-0.631578947368421,-0.7631578947368421
High-Risk,727,win,314,18,5.7324840764331215,0.08439490445859872,0.06369426751592357,1.4722222222222223,1.1111111111111112
High-Risk,728,loss,369,0,0,0,0,NA,NA
High-Risk,728,win,105,0,0,0,0,NA,NA
High-Risk,729,loss,742,17,2.2911051212938007,-0.0026954177897574125,-0.01078167115902965,-0.11764705882352941,-0.47058823529411764
High-Risk,729,win,225,2,0.8888888888888888,0.006666666666666667,0.013333333333333334,0.75,1.5
High-Risk,730,loss,4206,1,0.02377555872563005,1.1887779362815027e-4,2.3775558725630053e-4,0.5,1
High-Risk,730,win,1190,0,0,0,0,NA,NA
High-Risk,731,loss,427,5,1.1709601873536302,-0.00234192037470726,-0.00702576112412178,-0.2,-0.6
High-Risk,731,win,136,3,2.2058823529411766,-0.0055147058823529415,-0.014705882352941176,-0.25,-0.6666666666666666
High-Risk,732,loss,19609,687,3.5034932938956604,-0.14353103166913153,-0.030853179662399918,-4.096797671033479,-0.8806404657933042
High-Risk,732,win,5799,289,4.983617865149164,0.27892740127608207,0.06087256423521297,5.596885813148789,1.221453287197232
High-Risk,733,loss,24308,273,1.1230870495310186,-0.007569524436399539,-0.005265756129669245,-0.673992673992674,-0.46886446886446886
High-Risk,733,win,8097,34,0.41990860812646663,0.00923181425219217,0.00506360380387798,2.198529411764706,1.2058823529411764
High-Risk,734,loss,10114,118,1.166699624283172,-0.004300968953925253,-0.011568123393316195,-0.3686440677966102,-0.9915254237288136
High-Risk,734,win,3236,45,1.3906056860321385,0.031211372064276884,0.01761433868974042,2.2444444444444445,1.2666666666666666
High-Risk,735,loss,1129,14,1.2400354295837024,-0.003100088573959256,-0.006200177147918512,-0.25,-0.5
High-Risk,735,win,361,1,0.2770083102493075,0.0013850415512465374,0.002770083102493075,0.5,1
High-Risk,736,loss,196,3,1.530612244897959,0.03188775510204082,0.04591836734693878,2.0833333333333335,3
High-Risk,736,win,68,1,1.4705882352941175,0.007352941176470588,0.014705882352941176,0.5,1
High-Risk,737,loss,261,0,0,0,0,NA,NA
High-Risk,737,win,68,0,0,0,0,NA,NA
High-Risk,738,loss,54,1,1.8518518518518516,-0.004629629629629629,-0.018518518518518517,-0.25,-1
High-Risk,738,win,12,0,0,0,0,NA,NA
High-Risk,739,loss,17,0,0,0,0,NA,NA
High-Risk,739,win,4,0,0,0,0,NA,NA
High-Risk,740,loss,13155,118,0.8969973394146713,-0.005454199923983276,-0.006233371341695173,-0.6080508474576272,-0.6949152542372882
High-Risk,740,win,4214,3,0.07119126720455624,0.0015424774560987185,0.0011865211200759373,2.1666666666666665,1.6666666666666667
High-Risk,741,loss,1269,17,1.3396375098502757,7.880220646178092e-4,-0.0015760441292356185,0.058823529411764705,-0.11764705882352941
High-Risk,741,win,432,2,0.4629629629629629,0.003472222222222222,0.006944444444444444,0.75,1.5
High-Risk,742,loss,32085,45,0.1402524544179523,-2.103786816269285e-4,3.1167212092878276e-5,-0.15,0.022222222222222223
High-Risk,742,win,10064,5,0.04968203497615262,4.2229729729729727e-4,4.968203497615262e-4,0.85,1
High-Risk,743,loss,19885,32,0.16092532059341214,6.411868242393765e-4,4.5260246416897157e-4,0.3984375,0.28125
High-Risk,743,win,6789,0,0,0,0,NA,NA
High-Risk,744,loss,1400,26,1.8571428571428572,0.005714285714285714,0.002142857142857143,0.3076923076923077,0.11538461538461539
High-Risk,744,win,423,0,0,0,0,NA,NA
High-Risk,745,loss,62,4,6.451612903225806,-0.024193548387096774,-0.06451612903225806,-0.375,-1
High-Risk,745,win,14,0,0,0,0,NA,NA
High-Risk,746,loss,1199,13,1.084236864053378,-0.0079232693911593,-0.013344453711426188,-0.7307692307692307,-1.2307692307692308
High-Risk,746,win,205,0,0,0,0,NA,NA
High-Risk,747,loss,106,1,0.9433962264150944,-0.009433962264150943,-0.018867924528301886,-1,-2
High-Risk,747,win,15,0,0,0,0,NA,NA
High-Risk,748,loss,169,0,0,0,0,NA,NA
High-Risk,748,win,53,0,0,0,0,NA,NA
High-Risk,749,loss,1048,13,1.2404580152671756,-2.3854961832061068e-4,0,-0.019230769230769232,0
High-Risk,749,win,317,1,0.31545741324921134,-0.0015772870662460567,-0.0031545741324921135,-0.5,-1
High-Risk,750,loss,3012,39,1.294820717131474,8.300132802124833e-4,-0.0013280212483399736,0.0641025641025641,-0.10256410256410256
High-Risk,750,win,959,4,0.4171011470281543,0.006256517205422315,0.008342022940563087,1.5,2
High-Risk,751,loss,364,6,1.6483516483516485,-0.023351648351648352,-0.024725274725274724,-1.4166666666666667,-1.5
High-Risk,751,win,107,0,0,0,0,NA,NA
High-Risk,752,loss,16,3,18.75,0,0,0,0
High-Risk,752,win,4,0,0,0,0,NA,NA
High-Risk,753,loss,4998,61,1.2204881952781113,0.004001600640256103,0.001600640256102441,0.32786885245901637,0.13114754098360656
High-Risk,753,win,1486,1,0.06729475100942127,-0.0033647375504710633,-6.729475100942127e-4,-5,-1
High-Risk,754,loss,172,3,1.744186046511628,-0.005813953488372093,-0.01744186046511628,-0.3333333333333333,-1
High-Risk,754,win,44,0,0,0,0,NA,NA
High-Risk,755,loss,599,14,2.337228714524207,-0.008764607679465776,-0.02003338898163606,-0.375,-0.8571428571428571
High-Risk,755,win,196,1,0.5102040816326531,0.002551020408163265,0.00510204081632653,0.5,1
High-Risk,756,loss,538,9,1.6728624535315983,0.01533457249070632,0.016728624535315983,0.9166666666666666,1
High-Risk,756,win,178,0,0,0,0,NA,NA
High-Risk,757,loss,5269,30,0.5693680015183147,-6.642626684380338e-4,-5.693680015183147e-4,-0.11666666666666667,-0.1
High-Risk,757,win,1559,0,0,0,0,NA,NA
